Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,c79,40,2023-12-08t19:00:00.000,2023-12-08t19:20:00.000,2023-12-08t19:40:00.000,san,2,2023-12-08t22:24:00.000,2023-12-08t22:15:00.000,united airlines,8607,ua8607
departure,active,yul,a56,35,2023-12-08t19:00:00.000,2023-12-08t19:10:00.000,2023-12-08t19:35:00.000,lhr,2,2023-12-09t06:30:00.000,2023-12-09t06:28:00.000,aegean airlines,3089,a33089
departure,active,yul,a57,17,2023-12-08t19:05:00.000,2023-12-08t19:05:00.000,2023-12-08t19:21:00.000,cdg,2e,2023-12-09t08:05:00.000,2023-12-09t07:30:00.000,delta air lines,8612,dl8612
departure,active,yul,55,26,2023-12-08t19:05:00.000,2023-12-08t19:14:00.000,2023-12-08t19:31:00.000,ams,,2023-12-09t08:05:00.000,2023-12-09t07:41:00.000,air france,8276,af8276
departure,active,yul,a11,27,2023-12-08t19:10:00.000,2023-12-08t19:10:00.000,2023-12-08t19:36:00.000,yyz,1,2023-12-08t20:46:00.000,2023-12-08t20:31:00.000,azul,7807,ad7807
departure,active,yul,a6,17,2023-12-08t19:40:00.000,2023-12-08t19:40:00.000,2023-12-08t19:57:00.000,yyz,3,2023-12-08t21:15:00.000,2023-12-08t20:54:00.000,porter,130,p3130
departure,active,yul,a48,50,2023-12-08t19:45:00.000,2023-12-08t20:35:00.000,,yyc,,2023-12-08t22:43:00.000,,swiss,4670,lx4670
departure,active,yul,c77,19,2023-12-08t19:45:00.000,2023-12-08t20:04:00.000,,ord,2,2023-12-08t21:23:00.000,,united airlines,8687,ua8687
departure,active,yul,c87,12,2023-12-08t19:50:00.000,2023-12-08t20:02:00.000,,dca,1,2023-12-08t21:45:00.000,,united airlines,8366,ua8366
departure,active,yul,a7,16,2023-12-08t20:00:00.000,2023-12-08t20:10:00.000,2023-12-08t20:16:00.000,ywg,,2023-12-08t22:17:00.000,2023-12-08t21:56:00.000,air canada,375,ac375
departure,active,yul,c74,37,2023-12-08t20:00:00.000,2023-12-08t20:37:00.000,,lga,b,2023-12-08t21:38:00.000,,united airlines,8400,ua8400
departure,active,yul,c83,23,2023-12-08t20:00:00.000,2023-12-08t20:23:00.000,,ewr,a,2023-12-08t21:44:00.000,,tap air portugal,8069,tp8069
departure,cancelled,yul,a8,0,2023-12-08t20:00:00.000,2023-12-08t20:00:00.000,,yhz,,2023-12-08t22:41:00.000,,air transat,7829,ts7829
departure,active,yul,a49,16,2023-12-08t20:10:00.000,2023-12-08t20:10:00.000,2023-12-08t20:26:00.000,yyz,1,2023-12-08t21:46:00.000,2023-12-08t21:23:00.000,eva air,3089,br3089
departure,active,yul,a58,14,2023-12-08t20:15:00.000,2023-12-08t20:15:00.000,2023-12-08t20:28:00.000,lis,1,2023-12-09t07:50:00.000,2023-12-09t07:28:00.000,porter airlines,7680,pd7680
departure,active,yul,a66,40,2023-12-08t20:20:00.000,2023-12-08t20:30:00.000,2023-12-08t20:59:00.000,cdg,3,2023-12-09t09:20:00.000,2023-12-09t09:19:00.000,porter airlines,7110,pd7110
departure,active,yul,a68,20,2023-12-08t20:20:00.000,2023-12-08t20:38:00.000,2023-12-08t20:39:00.000,lys,1,2023-12-09t09:15:00.000,2023-12-09t09:19:00.000,porter airlines,7572,pd7572
departure,active,yul,a61,20,2023-12-08t20:25:00.000,2023-12-08t20:25:00.000,2023-12-08t20:44:00.000,gva,1,2023-12-09t10:05:00.000,2023-12-09t09:27:00.000,lufthansa,6829,lh6829
departure,active,yul,a67,53,2023-12-08t20:25:00.000,2023-12-08t20:44:00.000,2023-12-08t21:17:00.000,tls,,2023-12-09t09:50:00.000,2023-12-09t09:06:00.000,lufthansa,6753,lh6753
departure,active,yul,a65,29,2023-12-08t20:30:00.000,2023-12-08t20:59:00.000,,del,3,2023-12-09t21:50:00.000,,united airlines,8041,ua8041
departure,active,yul,a60,33,2023-12-08t20:35:00.000,2023-12-08t21:08:00.000,,cmn,2,2023-12-09t09:10:00.000,,royal air maroc,209,at209
departure,active,yul,a64,30,2023-12-08t20:40:00.000,2023-12-08t20:40:00.000,2023-12-08t21:10:00.000,nte,1,2023-12-09t09:10:00.000,2023-12-09t09:17:00.000,westjet,5319,ws5319
departure,active,yul,a9,21,2023-12-08t20:45:00.000,2023-12-08t21:06:00.000,,yeg,,2023-12-08t23:37:00.000,,brussels airlines,9561,sn9561
departure,active,yul,a12,43,2023-12-08t20:45:00.000,2023-12-08t21:28:00.000,,yow,,2023-12-08t21:34:00.000,,swiss,4635,lx4635
departure,active,yul,,31,2023-12-08t20:45:00.000,2023-12-08t20:45:00.000,2023-12-08t21:15:00.000,lhr,5,2023-12-09t08:20:00.000,2023-12-09t08:12:00.000,finnair,5994,ay5994
departure,active,yul,a30,14,2023-12-08t20:50:00.000,2023-12-08t21:05:00.000,2023-12-08t21:04:00.000,yfc,,2023-12-08t23:15:00.000,2023-12-08t22:59:00.000,turkish airlines,9116,tk9116
departure,active,yul,a27,45,2023-12-08t20:50:00.000,2023-12-08t21:05:00.000,2023-12-08t21:34:00.000,yqm,,2023-12-08t23:20:00.000,2023-12-08t23:35:00.000,brussels airlines,9603,sn9603
