Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,a1,17,2023-10-31t20:00:00.000,2023-10-31t19:54:00.000,2023-10-31t20:16:00.000,ywg,,2023-10-31t22:17:00.000,2023-10-31t21:50:00.000,austrian,8375,os8375
departure,active,yul,c74,19,2023-10-31t20:00:00.000,2023-10-31t20:19:00.000,,lga,b,2023-10-31t21:38:00.000,,united airlines,8400,ua8400
departure,active,yul,c79,35,2023-10-31t20:00:00.000,2023-10-31t20:35:00.000,,ewr,a,2023-10-31t21:44:00.000,,tap air portugal,8069,tp8069
departure,active,yul,a8,10,2023-10-31t20:00:00.000,2023-10-31t20:00:00.000,2023-10-31t20:10:00.000,yhz,,2023-10-31t22:41:00.000,2023-10-31t22:29:00.000,air transat,7829,ts7829
departure,active,yul,55,28,2023-10-31t20:05:00.000,2023-10-31t20:30:00.000,2023-10-31t20:32:00.000,cdg,2e,2023-11-01t08:05:00.000,2023-11-01t07:43:00.000,delta air lines,8612,dl8612
departure,active,yul,a11,17,2023-10-31t20:10:00.000,2023-10-31t20:14:00.000,2023-10-31t20:27:00.000,yyz,1,2023-10-31t21:46:00.000,2023-10-31t21:25:00.000,eva air,3089,br3089
departure,active,yul,a65,32,2023-10-31t20:35:00.000,2023-10-31t20:41:00.000,2023-10-31t21:06:00.000,pvr,,2023-11-01t00:10:00.000,2023-11-01t00:30:00.000,air transat,108,ts108
departure,active,yul,a52,33,2023-10-31t20:40:00.000,2023-10-31t20:40:00.000,2023-10-31t21:12:00.000,lhr,2,2023-11-01t07:10:00.000,2023-11-01t07:21:00.000,aegean airlines,3089,a33089
departure,active,yul,a49,20,2023-10-31t20:45:00.000,2023-10-31t21:05:00.000,,yeg,,2023-10-31t23:37:00.000,,emirates,5789,ek5789
departure,active,yul,a2,44,2023-10-31t20:45:00.000,2023-10-31t21:29:00.000,,yow,,2023-10-31t21:34:00.000,,swiss,4635,lx4635
departure,active,yul,a27,13,2023-10-31t20:50:00.000,2023-10-31t21:11:00.000,2023-10-31t21:03:00.000,yfc,,2023-10-31t23:03:00.000,2023-10-31t22:56:00.000,united airlines,8164,ua8164
departure,active,yul,a28,3,2023-10-31t20:50:00.000,2023-10-31t20:50:00.000,2023-10-31t20:52:00.000,yqm,,2023-10-31t23:20:00.000,2023-10-31t22:45:00.000,brussels airlines,9603,sn9603
departure,active,yul,a8,0,2023-10-31t20:55:00.000,2023-10-31t20:55:00.000,2023-10-31t20:53:00.000,ytz,,2023-10-31t22:20:00.000,2023-10-31t21:54:00.000,porter airlines,2462,pd2462
departure,active,yul,a15,18,2023-10-31t21:00:00.000,2023-10-31t21:06:00.000,2023-10-31t21:17:00.000,yhz,,2023-10-31t23:36:00.000,2023-10-31t23:20:00.000,air canada rouge,1598,rv1598
departure,active,yul,a58,7,2023-10-31t21:15:00.000,2023-10-31t21:37:00.000,2023-10-31t21:22:00.000,lis,1,2023-11-01t07:45:00.000,2023-11-01t07:15:00.000,porter airlines,7680,pd7680
departure,active,yul,a67,30,2023-10-31t21:20:00.000,2023-10-31t21:48:00.000,2023-10-31t21:49:00.000,cdg,3,2023-11-01t09:20:00.000,2023-11-01t09:14:00.000,porter airlines,7110,pd7110
departure,active,yul,a68,29,2023-10-31t21:25:00.000,2023-10-31t21:37:00.000,2023-10-31t21:54:00.000,gru,3,2023-11-01t08:30:00.000,2023-11-01t08:18:00.000,azul,7802,ad7802
departure,active,yul,a57,14,2023-10-31t21:25:00.000,2023-10-31t21:25:00.000,2023-10-31t21:38:00.000,gva,1,2023-11-01t10:05:00.000,2023-11-01t09:23:00.000,lufthansa,6829,lh6829
departure,active,yul,a50,14,2023-10-31t21:30:00.000,2023-10-31t21:28:00.000,2023-10-31t21:44:00.000,yyt,,2023-11-01t01:30:00.000,2023-11-01t01:09:00.000,united airlines,8701,ua8701
departure,active,yul,a59,0,2023-10-31t21:35:00.000,2023-10-31t21:35:00.000,,cmn,2,2023-11-01t09:10:00.000,,royal air maroc,209,at209
departure,active,yul,a61,32,2023-10-31t21:45:00.000,2023-10-31t21:46:00.000,2023-10-31t22:16:00.000,lhr,5,2023-11-01t08:20:00.000,2023-11-01t08:19:00.000,finnair,5994,ay5994
departure,active,yul,a4,1,2023-10-31t21:50:00.000,2023-10-31t21:36:00.000,2023-10-31t21:50:00.000,yqb,,2023-10-31t22:48:00.000,2023-10-31t22:16:00.000,brussels airlines,9605,sn9605
departure,active,yul,a63,24,2023-10-31t21:50:00.000,2023-10-31t21:50:00.000,2023-10-31t22:13:00.000,doh,,2023-11-01t17:00:00.000,2023-11-01t16:30:00.000,malaysia airlines,9296,mh9296
departure,active,yul,a48,4,2023-10-31t22:00:00.000,2023-10-31t22:10:00.000,2023-10-31t22:03:00.000,yyz,1,2023-10-31t23:36:00.000,2023-10-31t22:58:00.000,eva air,3091,br3091
departure,active,yul,a66,16,2023-10-31t22:05:00.000,2023-10-31t22:19:00.000,2023-10-31t22:21:00.000,lgw,n,2023-11-01t08:55:00.000,2023-11-01t08:34:00.000,porter airlines,7728,pd7728
departure,active,yul,a55,14,2023-10-31t22:25:00.000,2023-10-31t22:25:00.000,2023-10-31t22:38:00.000,cdg,2b,2023-11-01t10:20:00.000,2023-11-01t09:44:00.000,aegean airlines,3063,a33063
departure,active,yul,a51,14,2023-10-31t22:30:00.000,2023-10-31t22:26:00.000,2023-10-31t22:43:00.000,lis,1,2023-11-01t09:20:00.000,2023-11-01t08:32:00.000,lufthansa,6547,lh6547
departure,active,yul,a60,21,2023-10-31t22:45:00.000,2023-10-31t22:46:00.000,2023-10-31t23:06:00.000,bog,1,2023-11-01t04:25:00.000,2023-11-01t03:44:00.000,air canada,98,ac98
