Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,55,32,2023-11-28t19:05:00.000,2023-11-28t19:38:00.000,2023-11-28t19:37:00.000,cdg,2e,2023-11-29t08:05:00.000,2023-11-29t07:38:00.000,delta air lines,8612,dl8612
departure,active,yul,a48,13,2023-11-28t19:10:00.000,2023-11-28t19:02:00.000,2023-11-28t19:23:00.000,yyz,1,2023-11-28t20:46:00.000,2023-11-28t20:13:00.000,azul,7807,ad7807
departure,active,yul,a6,28,2023-11-28t19:25:00.000,2023-11-28t19:33:00.000,2023-11-28t19:53:00.000,yyz,3,2023-11-28t21:00:00.000,2023-11-28t20:46:00.000,porter,130,p3130
departure,active,yul,a61,30,2023-11-28t19:40:00.000,2023-11-28t20:08:00.000,2023-11-28t20:10:00.000,lhr,2,2023-11-29t07:10:00.000,2023-11-29t06:58:00.000,aegean airlines,3089,a33089
departure,active,yul,c84,11,2023-11-28t19:40:00.000,2023-11-28t19:34:00.000,2023-11-28t19:51:00.000,mco,b,2023-11-28t23:18:00.000,2023-11-28t22:44:00.000,air canada rouge,1638,rv1638
departure,active,yul,a9,27,2023-11-28t19:45:00.000,2023-11-28t19:55:00.000,2023-11-28t20:12:00.000,yyc,,2023-11-28t22:43:00.000,2023-11-28t22:28:00.000,lufthansa,6844,lh6844
departure,active,yul,c79,35,2023-11-28t19:45:00.000,2023-11-28t20:20:00.000,,ord,2,2023-11-28t21:23:00.000,,united airlines,8687,ua8687
departure,active,yul,c89,11,2023-11-28t19:50:00.000,2023-11-28t20:01:00.000,,dca,1,2023-11-28t21:45:00.000,,united airlines,8366,ua8366
departure,active,yul,a1,14,2023-11-28t20:00:00.000,2023-11-28t20:14:00.000,,ywg,,2023-11-28t22:17:00.000,,lufthansa,6556,lh6556
departure,active,yul,c73,33,2023-11-28t20:00:00.000,2023-11-28t20:33:00.000,,lga,b,2023-11-28t21:38:00.000,,united airlines,8400,ua8400
departure,active,yul,c74,24,2023-11-28t20:00:00.000,2023-11-28t20:24:00.000,,ewr,a,2023-11-28t21:44:00.000,,tap air portugal,8069,tp8069
departure,active,yul,a8,5,2023-11-28t20:00:00.000,2023-11-28t20:00:00.000,2023-11-28t20:04:00.000,yhz,,2023-11-28t22:41:00.000,2023-11-28t22:22:00.000,air transat,7829,ts7829
departure,active,yul,a48,27,2023-11-28t20:10:00.000,2023-11-28t20:20:00.000,2023-11-28t20:36:00.000,yyz,1,2023-11-28t21:46:00.000,2023-11-28t21:29:00.000,eva air,3089,br3089
departure,active,yul,a63,35,2023-11-28t20:15:00.000,2023-11-28t20:50:00.000,,muc,2,2023-11-29t09:30:00.000,,air canada,9098,ac9098
departure,active,yul,a65,14,2023-11-28t20:20:00.000,2023-11-28t20:20:00.000,2023-11-28t20:34:00.000,cdg,3,2023-11-29t09:20:00.000,2023-11-29t08:45:00.000,porter airlines,7110,pd7110
departure,active,yul,a66,12,2023-11-28t20:20:00.000,2023-11-28t20:05:00.000,2023-11-28t20:31:00.000,lys,1,2023-11-29t09:15:00.000,2023-11-29t09:10:00.000,porter airlines,7572,pd7572
departure,active,yul,a51,13,2023-11-28t20:25:00.000,2023-11-28t20:25:00.000,2023-11-28t20:38:00.000,gva,1,2023-11-29t10:05:00.000,2023-11-29t09:19:00.000,lufthansa,6829,lh6829
departure,active,yul,a55,40,2023-11-28t20:35:00.000,2023-11-28t21:15:00.000,,cmn,2,2023-11-29t09:10:00.000,,royal air maroc,209,at209
departure,active,yul,a49,18,2023-11-28t20:45:00.000,2023-11-28t20:47:00.000,2023-11-28t21:02:00.000,yeg,,2023-11-28t23:37:00.000,2023-11-28t23:15:00.000,lufthansa,6711,lh6711
departure,active,yul,a7,19,2023-11-28t20:45:00.000,2023-11-28t21:04:00.000,,yow,,2023-11-28t21:38:00.000,,lufthansa,6692,lh6692
departure,active,yul,a59,25,2023-11-28t20:45:00.000,2023-11-28t20:49:00.000,2023-11-28t21:10:00.000,lhr,5,2023-11-29t08:20:00.000,2023-11-29t08:06:00.000,finnair,5994,ay5994
departure,active,yul,a2,17,2023-11-28t20:50:00.000,2023-11-28t21:11:00.000,2023-11-28t21:07:00.000,yfc,,2023-11-28t23:03:00.000,2023-11-28t22:57:00.000,united airlines,8164,ua8164
departure,active,yul,a27,16,2023-11-28t20:50:00.000,2023-11-28t21:11:00.000,2023-11-28t21:05:00.000,yqm,,2023-11-28t23:20:00.000,2023-11-28t23:19:00.000,lufthansa,6774,lh6774
departure,active,yul,a52,44,2023-11-28t20:50:00.000,2023-11-28t21:14:00.000,2023-11-28t21:33:00.000,doh,,2023-11-29t17:00:00.000,2023-11-29t16:45:00.000,malaysia airlines,9296,mh9296
departure,active,yul,a8,26,2023-11-28t20:55:00.000,2023-11-28t21:08:00.000,2023-11-28t21:21:00.000,ytz,,2023-11-28t22:20:00.000,2023-11-28t22:24:00.000,porter,2462,p32462
departure,active,yul,a4,14,2023-11-28t21:00:00.000,2023-11-28t20:59:00.000,2023-11-28t21:13:00.000,yhz,,2023-11-28t23:36:00.000,2023-11-28t23:20:00.000,lufthansa,6594,lh6594
departure,active,yul,a68,7,2023-11-28t21:05:00.000,2023-11-28t21:05:00.000,2023-11-28t21:12:00.000,lgw,n,2023-11-29t09:00:00.000,2023-11-29t08:19:00.000,porter airlines,7728,pd7728
departure,active,yul,a50,25,2023-11-28t21:25:00.000,2023-11-28t21:45:00.000,2023-11-28t21:50:00.000,gru,3,2023-11-29t09:30:00.000,2023-11-29t08:56:00.000,azul,7802,ad7802
departure,active,yul,a60,28,2023-11-28t21:25:00.000,2023-11-28t21:55:00.000,2023-11-28t21:52:00.000,cdg,2b,2023-11-29t10:20:00.000,2023-11-29t09:57:00.000,aegean airlines,3063,a33063
departure,active,yul,a64,25,2023-11-28t21:30:00.000,2023-11-28t21:28:00.000,2023-11-28t21:55:00.000,lis,1,2023-11-29t09:20:00.000,2023-11-29t08:42:00.000,lufthansa,6547,lh6547
departure,active,yul,a6,14,2023-11-28t21:30:00.000,,2023-11-28t21:43:00.000,yyt,,2023-11-29t01:30:00.000,2023-11-29t01:13:00.000,lufthansa,6686,lh6686
departure,active,yul,a58,46,2023-11-28t21:45:00.000,2023-11-28t22:11:00.000,2023-11-28t22:31:00.000,bog,1,2023-11-29t04:25:00.000,2023-11-29t04:14:00.000,air canada,98,ac98
departure,active,yul,a7,16,2023-11-28t21:50:00.000,2023-11-28t21:50:00.000,2023-11-28t22:05:00.000,yqb,,2023-11-28t22:48:00.000,2023-11-28t22:36:00.000,lufthansa,6640,lh6640
departure,active,yul,a48,39,2023-11-28t22:00:00.000,2023-11-28t22:14:00.000,2023-11-28t22:39:00.000,yyz,1,2023-11-28t23:36:00.000,2023-11-28t23:33:00.000,air canada,429,ac429
departure,active,yul,,35,2023-11-28t19:45:00.000,2023-11-28t20:06:00.000,2023-11-28t20:19:00.000,ord,,2023-11-28t21:08:00.000,2023-11-28t21:20:00.000,air canada,967,ac967
departure,active,yul,,33,2023-11-28t20:00:00.000,2023-11-28t20:33:00.000,,lga,,2023-11-28t21:16:00.000,,air canada,646,ac646
departure,active,yul,,24,2023-11-28t20:00:00.000,2023-11-28t20:21:00.000,2023-11-28t20:24:00.000,ewr,,2023-11-28t21:35:00.000,2023-11-28t21:20:00.000,air canada,946,ac946
departure,active,yul,a61,42,2023-11-28t23:10:00.000,2023-11-28t23:14:00.000,2023-11-28t23:51:00.000,mex,2,2023-11-29t04:40:00.000,2023-11-29t03:59:00.000,latam airlines,7599,la7599
departure,active,yul,a2,51,2023-11-29t05:00:00.000,2023-11-29t05:40:00.000,2023-11-29t05:50:00.000,yyz,1,2023-11-29t06:34:00.000,2023-11-29t06:39:00.000,air canada,7773,ac7773
departure,active,yul,c84,18,2023-11-29t06:00:00.000,2023-11-29t06:00:00.000,2023-11-29t06:18:00.000,jfk,4,2023-11-29t07:59:00.000,2023-11-29t07:16:00.000,alitalia,5964,az5964
departure,active,yul,a47,27,2023-11-29t06:00:00.000,2023-11-29t05:57:00.000,2023-11-29t06:26:00.000,yyz,1,2023-11-29t07:40:00.000,2023-11-29t07:22:00.000,air canada,481,ac481
departure,active,yul,,8,2023-11-29t06:00:00.000,,2023-11-29t06:08:00.000,ygk,,2023-11-29t07:00:00.000,2023-11-29t06:54:00.000,air creebec,703,yn703
departure,active,yul,c82,40,2023-11-29t06:05:00.000,2023-11-29t06:30:00.000,2023-11-29t06:45:00.000,ord,1,2023-11-29t08:01:00.000,2023-11-29t07:45:00.000,air canada,3054,ac3054
departure,active,yul,c56,43,2023-11-29t06:30:00.000,2023-11-29t06:40:00.000,2023-11-29t07:12:00.000,fll,4,2023-11-29t10:20:00.000,2023-11-29t10:19:00.000,air transat,844,ts844
departure,active,yul,c88,33,2023-11-29t06:44:00.000,2023-11-29t06:54:00.000,2023-11-29t07:16:00.000,lga,c,2023-11-29t08:29:00.000,2023-11-29t08:11:00.000,westjet,6434,ws6434
departure,active,yul,a51,33,2023-11-29t06:45:00.000,2023-11-29t06:43:00.000,2023-11-29t07:18:00.000,vra,,2023-11-29t11:05:00.000,2023-11-29t10:57:00.000,air canada rouge,1746,rv1746
departure,active,yul,c58,21,2023-11-29t06:45:00.000,2023-11-29t07:11:00.000,2023-11-29t07:05:00.000,mco,b,2023-11-29t10:20:00.000,2023-11-29t10:04:00.000,air transat,820,ts820
departure,active,yul,a63,16,2023-11-29t06:45:00.000,2023-11-29t06:45:00.000,2023-11-29t07:00:00.000,vra,,2023-11-29t10:50:00.000,2023-11-29t10:40:00.000,sunwing,6352,wg6352
departure,active,yul,c87,13,2023-11-29t06:45:00.000,2023-11-29t06:45:00.000,2023-11-29t06:57:00.000,dtw,em,2023-11-29t09:04:00.000,2023-11-29t08:22:00.000,korean air,3362,ke3362
departure,active,yul,a34,10,2023-11-29t06:45:00.000,2023-11-29t06:45:00.000,2023-11-29t06:54:00.000,yqb,,2023-11-29t07:40:00.000,2023-11-29t07:30:00.000,pal airlines,832,pb832
departure,active,yul,a1,21,2023-11-29t07:00:00.000,2023-11-29t06:53:00.000,2023-11-29t07:21:00.000,yyz,1,2023-11-29t08:36:00.000,2023-11-29t08:13:00.000,asiana airlines,6124,oz6124
departure,active,yul,c85,28,2023-11-29t07:00:00.000,2023-11-29t07:00:00.000,2023-11-29t07:27:00.000,atl,i,2023-11-29t10:15:00.000,2023-11-29t09:49:00.000,aeromexico,4314,am4314
departure,active,yul,c80,20,2023-11-29t07:00:00.000,2023-11-29t07:00:00.000,2023-11-29t07:19:00.000,ewr,c,2023-11-29t08:52:00.000,2023-11-29t08:05:00.000,air canada,4594,ac4594
departure,active,yul,a67,30,2023-11-29t07:00:00.000,2023-11-29t07:00:00.000,2023-11-29t07:29:00.000,ccc,,2023-11-29t11:00:00.000,2023-11-29t11:08:00.000,sunwing,2348,wg2348
