Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,a1,17,2023-10-28t20:00:00.000,2023-10-28t19:58:00.000,2023-10-28t20:16:00.000,yqb,,2023-10-28t20:55:00.000,2023-10-28t20:46:00.000,lufthansa,6640,lh6640
departure,active,yul,c79,15,2023-10-28t20:00:00.000,2023-10-28t20:15:00.000,,lga,b,2023-10-28t21:30:00.000,,united airlines,8400,ua8400
departure,active,yul,c87,24,2023-10-28t20:00:00.000,2023-10-28t20:24:00.000,,dca,1,2023-10-28t21:51:00.000,,united airlines,8366,ua8366
departure,active,yul,a49,10,2023-10-28t20:10:00.000,2023-10-28t20:10:00.000,2023-10-28t20:20:00.000,yyz,1,2023-10-28t21:34:00.000,2023-10-28t21:18:00.000,azul,7807,ad7807
departure,active,yul,a60,25,2023-10-28t20:15:00.000,2023-10-28t20:23:00.000,2023-10-28t20:40:00.000,bru,,2023-10-29t07:55:00.000,2023-10-29t07:41:00.000,lufthansa,6599,lh6599
departure,active,yul,a6,21,2023-10-28t20:15:00.000,2023-10-28t20:45:00.000,2023-10-28t20:36:00.000,yyt,,2023-10-29t00:08:00.000,2023-10-29t00:03:00.000,lufthansa,6686,lh6686
departure,active,yul,a66,23,2023-10-28t20:20:00.000,2023-10-28t20:29:00.000,2023-10-28t20:43:00.000,lhr,2,2023-10-29t07:10:00.000,2023-10-29t06:51:00.000,aegean airlines,3089,a33089
departure,active,yul,a47,23,2023-10-28t20:30:00.000,2023-10-28t20:37:00.000,2023-10-28t20:52:00.000,yvr,d,2023-10-28t23:09:00.000,2023-10-28t22:54:00.000,lufthansa,6663,lh6663
departure,active,yul,a2,45,2023-10-28t20:30:00.000,2023-10-28t20:50:00.000,2023-10-28t21:14:00.000,ywg,,2023-10-28t22:39:00.000,2023-10-28t22:46:00.000,lufthansa,6556,lh6556
departure,active,yul,a61,92,2023-10-28t20:30:00.000,2023-10-28t22:02:00.000,,mxp,1,2023-10-29t09:25:00.000,,lufthansa,6757,lh6757
departure,active,yul,a9,5,2023-10-28t20:30:00.000,2023-10-28t20:40:00.000,2023-10-28t20:34:00.000,yvr,d,2023-10-28t23:15:00.000,2023-10-28t22:41:00.000,porter airlines,7772,pd7772
departure,active,yul,a27,12,2023-10-28t20:35:00.000,2023-10-28t21:00:00.000,2023-10-28t20:46:00.000,yqm,,2023-10-28t22:53:00.000,2023-10-28t22:46:00.000,lufthansa,6774,lh6774
departure,active,yul,a50,127,2023-10-28t20:45:00.000,2023-10-28t22:52:00.000,,yeg,,2023-10-28t23:24:00.000,,emirates,5789,ek5789
departure,active,yul,a28,9,2023-10-28t21:10:00.000,2023-10-28t21:31:00.000,2023-10-28t21:19:00.000,yfc,,2023-10-28t23:21:00.000,2023-10-28t23:06:00.000,united airlines,8164,ua8164
departure,active,yul,a67,3,2023-10-28t21:10:00.000,2023-10-28t21:10:00.000,2023-10-28t21:12:00.000,agp,,2023-10-29t09:15:00.000,2023-10-29t08:51:00.000,westjet,5301,ws5301
departure,active,yul,a59,10,2023-10-28t21:15:00.000,2023-10-28t21:15:00.000,2023-10-28t21:25:00.000,muc,2,2023-10-29t09:30:00.000,2023-10-29t09:04:00.000,air canada,9098,ac9098
departure,active,yul,a65,8,2023-10-28t21:20:00.000,2023-10-28t21:20:00.000,2023-10-28t21:27:00.000,lys,1,2023-10-29t09:15:00.000,2023-10-29t09:08:00.000,porter airlines,7572,pd7572
departure,active,yul,a52,23,2023-10-28t21:25:00.000,2023-10-28t21:25:00.000,2023-10-28t21:47:00.000,gru,3,2023-10-29t08:30:00.000,2023-10-29t08:09:00.000,azul,7802,ad7802
departure,active,yul,a63,11,2023-10-28t21:25:00.000,2023-10-28t21:25:00.000,2023-10-28t21:36:00.000,gva,1,2023-10-29t10:05:00.000,2023-10-29t09:23:00.000,lufthansa,6829,lh6829
departure,active,yul,a1,13,2023-10-28t21:30:00.000,2023-10-28t21:25:00.000,2023-10-28t21:43:00.000,yyz,1,2023-10-28t22:54:00.000,2023-10-28t22:45:00.000,eva air,3091,br3091
departure,active,yul,a51,11,2023-10-28t21:30:00.000,2023-10-28t21:30:00.000,2023-10-28t21:41:00.000,lys,1,2023-10-29t10:00:00.000,2023-10-29t09:14:00.000,lufthansa,6729,lh6729
departure,active,yul,a21,15,2023-10-28t21:30:00.000,2023-10-28t21:45:00.000,,yow,,2023-10-28t22:13:00.000,,lufthansa,6720,lh6720
departure,active,yul,a68,29,2023-10-28t21:30:00.000,2023-10-28t21:30:00.000,2023-10-28t21:59:00.000,cdg,3,2023-10-29t09:20:00.000,2023-10-29t09:23:00.000,porter airlines,7110,pd7110
departure,active,yul,a58,42,2023-10-28t21:35:00.000,2023-10-28t21:57:00.000,2023-10-28t22:16:00.000,cmn,2,2023-10-29t09:10:00.000,2023-10-29t09:29:00.000,royal air maroc,209,at209
departure,active,yul,a56,15,2023-10-28t21:35:00.000,2023-10-28t21:35:00.000,2023-10-28t21:49:00.000,lgw,n,2023-10-29t08:20:00.000,2023-10-29t08:04:00.000,porter airlines,7728,pd7728
departure,active,yul,a60,36,2023-10-28t21:50:00.000,2023-10-28t22:12:00.000,2023-10-28t22:25:00.000,lis,1,2023-10-29t08:40:00.000,2023-10-29t08:21:00.000,air canada,812,ac812
departure,active,yul,a57,34,2023-10-28t21:50:00.000,2023-10-28t22:08:00.000,2023-10-28t22:24:00.000,lhr,5,2023-10-29t08:25:00.000,2023-10-29t08:27:00.000,finnair,5994,ay5994
departure,active,yul,a64,20,2023-10-28t21:50:00.000,2023-10-28t21:53:00.000,2023-10-28t22:10:00.000,doh,,2023-10-29t17:00:00.000,2023-10-29t16:28:00.000,malaysia airlines,9296,mh9296
departure,active,yul,a7,12,2023-10-28t22:00:00.000,2023-10-28t22:00:00.000,2023-10-28t22:12:00.000,yqb,,2023-10-28t22:55:00.000,2023-10-28t22:42:00.000,swiss,4632,lx4632
departure,active,yul,55,8,2023-10-28t22:00:00.000,2023-10-28t21:56:00.000,2023-10-28t22:08:00.000,cdg,2e,2023-10-29t10:00:00.000,2023-10-29t09:17:00.000,delta air lines,8613,dl8613
departure,active,yul,a49,42,2023-10-28t22:05:00.000,2023-10-28t22:33:00.000,2023-10-28t22:47:00.000,yhz,,2023-10-29t00:35:00.000,2023-10-29t00:56:00.000,lufthansa,6594,lh6594
