Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,a59,56,2023-10-20t20:00:00.000,2023-10-20t20:50:00.000,2023-10-20t20:56:00.000,cdg,2b,2023-10-21t08:50:00.000,2023-10-21t09:08:00.000,aegean airlines,3063,a33063
departure,active,yul,a4,15,2023-10-20t20:00:00.000,2023-10-20t20:02:00.000,2023-10-20t20:14:00.000,yqb,,2023-10-20t20:55:00.000,2023-10-20t20:37:00.000,lufthansa,6640,lh6640
departure,active,yul,c73,55,2023-10-20t20:00:00.000,2023-10-20t20:55:00.000,,lga,b,2023-10-20t21:30:00.000,,united airlines,8400,ua8400
departure,active,yul,c89,7,2023-10-20t20:00:00.000,2023-10-20t20:07:00.000,,dca,1,2023-10-20t21:51:00.000,,united airlines,8366,ua8366
departure,active,yul,a8,13,2023-10-20t20:00:00.000,2023-10-20t20:00:00.000,2023-10-20t20:12:00.000,yhz,,2023-10-20t22:41:00.000,2023-10-20t22:36:00.000,air transat,7829,ts7829
departure,active,yul,a56,22,2023-10-20t20:05:00.000,2023-10-20t20:10:00.000,2023-10-20t20:26:00.000,bcn,1,2023-10-21t09:40:00.000,2023-10-21t09:10:00.000,lufthansa,6631,lh6631
departure,active,yul,a1,55,2023-10-20t20:10:00.000,2023-10-20t21:05:00.000,,yyz,1,2023-10-20t21:34:00.000,,azul,7807,ad7807
departure,active,yul,a2,9,2023-10-20t20:15:00.000,2023-10-20t20:08:00.000,2023-10-20t20:23:00.000,yyt,,2023-10-21t00:08:00.000,2023-10-20t23:57:00.000,lufthansa,6732,lh6732
departure,active,yul,a66,78,2023-10-20t20:20:00.000,2023-10-20t21:38:00.000,,gva,1,2023-10-21t09:50:00.000,,lufthansa,6829,lh6829
departure,active,yul,a67,20,2023-10-20t20:25:00.000,2023-10-20t20:25:00.000,2023-10-20t20:44:00.000,fco,3,2023-10-21t10:25:00.000,2023-10-21t10:08:00.000,westjet,5311,ws5311
departure,active,yul,a5,28,2023-10-20t20:30:00.000,2023-10-20t20:40:00.000,2023-10-20t20:58:00.000,ywg,,2023-10-20t22:39:00.000,2023-10-20t22:24:00.000,lufthansa,6556,lh6556
departure,active,yul,a51,38,2023-10-20t20:30:00.000,2023-10-20t20:55:00.000,2023-10-20t21:07:00.000,lis,1,2023-10-21t08:10:00.000,2023-10-21t08:10:00.000,lufthansa,6547,lh6547
departure,active,yul,a9,16,2023-10-20t20:30:00.000,2023-10-20t20:40:00.000,2023-10-20t20:46:00.000,yvr,d,2023-10-20t23:15:00.000,2023-10-20t22:39:00.000,porter airlines,7772,pd7772
departure,active,yul,a48,6,2023-10-20t20:35:00.000,2023-10-20t20:27:00.000,2023-10-20t20:40:00.000,yqm,,2023-10-20t22:53:00.000,2023-10-20t22:45:00.000,lufthansa,6774,lh6774
departure,active,yul,a49,28,2023-10-20t20:45:00.000,2023-10-20t21:05:00.000,2023-10-20t21:13:00.000,yeg,,2023-10-20t23:24:00.000,2023-10-20t23:09:00.000,emirates,5789,ek5789
departure,active,yul,a17,7,2023-10-20t20:45:00.000,2023-10-20t20:55:00.000,2023-10-20t20:51:00.000,yyc,,2023-10-20t23:35:00.000,2023-10-20t22:54:00.000,porter airlines,7124,pd7124
departure,active,yul,a60,12,2023-10-20t20:50:00.000,2023-10-20t20:50:00.000,2023-10-20t21:01:00.000,lys,1,2023-10-21t10:15:00.000,2023-10-21t09:42:00.000,lufthansa,6729,lh6729
departure,active,yul,a57,14,2023-10-20t20:50:00.000,2023-10-20t20:50:00.000,2023-10-20t21:03:00.000,muc,2,2023-10-21t10:10:00.000,2023-10-21t09:42:00.000,air canada,9098,ac9098
departure,active,yul,a8,11,2023-10-20t20:55:00.000,2023-10-20t20:55:00.000,2023-10-20t21:05:00.000,ytz,,2023-10-20t22:14:00.000,2023-10-20t22:09:00.000,porter airlines,2462,pd2462
departure,active,yul,a27,10,2023-10-20t21:10:00.000,2023-10-20t21:31:00.000,2023-10-20t21:20:00.000,yfc,,2023-10-20t23:21:00.000,2023-10-20t23:12:00.000,turkish airlines,9116,tk9116
