Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,c77,30,2023-11-12t19:00:00.000,2023-11-12t19:30:00.000,,san,2,2023-11-12t22:24:00.000,,united airlines,8607,ua8607
departure,active,yul,55,51,2023-11-12t19:05:00.000,2023-11-12t19:56:00.000,,cdg,2e,2023-11-13t08:05:00.000,,delta air lines,8612,dl8612
departure,active,yul,59,38,2023-11-12t19:05:00.000,2023-11-12t19:46:00.000,2023-11-12t19:43:00.000,ams,,2023-11-13t08:05:00.000,,air france,8276,af8276
departure,active,yul,a47,20,2023-11-12t19:10:00.000,2023-11-12t19:30:00.000,,yyz,1,2023-11-12t20:46:00.000,,azul,7807,ad7807
departure,active,yul,a58,0,2023-11-12t19:15:00.000,2023-11-12t19:15:00.000,,ath,,2023-11-13t11:30:00.000,,aegean airlines,3071,a33071
departure,active,yul,a65,42,2023-11-12t19:40:00.000,2023-11-12t19:44:00.000,2023-11-12t20:22:00.000,lhr,2,2023-11-13t07:10:00.000,2023-11-13t07:25:00.000,aegean airlines,3089,a33089
departure,active,yul,c85,32,2023-11-12t19:40:00.000,2023-11-12t19:42:00.000,2023-11-12t20:12:00.000,mco,b,2023-11-12t23:18:00.000,2023-11-12t22:56:00.000,air canada rouge,1638,rv1638
departure,active,yul,a6,60,2023-11-12t19:40:00.000,2023-11-12t20:40:00.000,,yyz,3,2023-11-12t21:15:00.000,,porter airlines,130,pd130
departure,active,yul,a7,41,2023-11-12t19:45:00.000,2023-11-12t19:55:00.000,2023-11-12t20:26:00.000,yyc,,2023-11-12t22:43:00.000,2023-11-12t22:43:00.000,swiss,4670,lx4670
departure,active,yul,c76,42,2023-11-12t19:45:00.000,2023-11-12t20:27:00.000,,ord,2,2023-11-12t21:23:00.000,,united airlines,8687,ua8687
departure,active,yul,c81,38,2023-11-12t19:50:00.000,2023-11-12t20:28:00.000,,dca,1,2023-11-12t21:45:00.000,,united airlines,8366,ua8366
departure,active,yul,a48,19,2023-11-12t20:00:00.000,2023-11-12t20:10:00.000,2023-11-12t20:18:00.000,ywg,,2023-11-12t22:17:00.000,2023-11-12t22:01:00.000,air canada,375,ac375
departure,active,yul,c79,34,2023-11-12t20:00:00.000,2023-11-12t20:34:00.000,,lga,b,2023-11-12t21:38:00.000,,united airlines,8400,ua8400
departure,active,yul,c88,36,2023-11-12t20:00:00.000,2023-11-12t20:36:00.000,,ewr,a,2023-11-12t21:44:00.000,,tap air portugal,8069,tp8069
departure,active,yul,a8,30,2023-11-12t20:00:00.000,2023-11-12t20:00:00.000,2023-11-12t20:29:00.000,yhz,,2023-11-12t22:41:00.000,2023-11-12t22:46:00.000,air transat,7829,ts7829
departure,active,yul,a63,28,2023-11-12t20:05:00.000,2023-11-12t20:05:00.000,2023-11-12t20:33:00.000,mrs,1a,2023-11-13t09:35:00.000,2023-11-13t09:21:00.000,westjet,5315,ws5315
departure,active,yul,a1,53,2023-11-12t20:10:00.000,2023-11-12t20:20:00.000,2023-11-12t21:03:00.000,yyz,1,2023-11-12t21:46:00.000,2023-11-12t21:46:00.000,eva air,3089,br3089
departure,active,yul,a67,31,2023-11-12t20:10:00.000,2023-11-12t20:10:00.000,2023-11-12t20:40:00.000,agp,,2023-11-13t09:15:00.000,2023-11-13t08:51:00.000,westjet,5301,ws5301
departure,active,yul,a56,23,2023-11-12t20:15:00.000,2023-11-12t20:15:00.000,2023-11-12t20:37:00.000,lis,1,2023-11-13t07:45:00.000,2023-11-13t07:23:00.000,porter airlines,7680,pd7680
