Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,,29,2023-12-24t22:20:00.000,2023-12-24t22:20:00.000,2023-12-24t22:48:00.000,cdg,,2023-12-25t10:30:00.000,2023-12-25t11:10:00.000,air tahiti nui,8,tn8
departure,active,yul,c75,28,2023-12-24t19:00:00.000,2023-12-24t19:20:00.000,2023-12-24t19:28:00.000,san,2,2023-12-24t22:24:00.000,2023-12-24t22:00:00.000,united airlines,8607,ua8607
departure,active,yul,55,33,2023-12-24t19:05:00.000,2023-12-24t19:30:00.000,2023-12-24t19:38:00.000,cdg,2e,2023-12-25t08:05:00.000,2023-12-25t07:45:00.000,delta air lines,8612,dl8612
departure,active,yul,55,280,2023-12-24t19:05:00.000,2023-12-24t23:45:00.000,,ams,,2023-12-25t08:05:00.000,,air france,8276,af8276
departure,active,yul,a49,17,2023-12-24t19:10:00.000,2023-12-24t19:17:00.000,2023-12-24t19:26:00.000,yyz,1,2023-12-24t20:46:00.000,2023-12-24t20:20:00.000,azul,7807,ad7807
departure,active,yul,a6,28,2023-12-24t19:25:00.000,2023-12-24t19:25:00.000,2023-12-24t19:52:00.000,yyz,3,2023-12-24t21:00:00.000,2023-12-24t20:48:00.000,porter,130,p3130
departure,active,yul,a60,22,2023-12-24t19:40:00.000,2023-12-24t19:39:00.000,2023-12-24t20:02:00.000,lhr,2,2023-12-25t07:10:00.000,2023-12-25t06:53:00.000,aegean airlines,3089,a33089
departure,active,yul,a48,80,2023-12-24t19:45:00.000,2023-12-24t21:05:00.000,,yyc,,2023-12-24t22:43:00.000,,swiss,4670,lx4670
departure,active,yul,c74,22,2023-12-24t19:45:00.000,2023-12-24t20:07:00.000,,ord,2,2023-12-24t21:23:00.000,,united airlines,8687,ua8687
departure,active,yul,,23,2023-12-24t19:45:00.000,2023-12-24t20:06:00.000,2023-12-24t20:08:00.000,ord,,2023-12-24t20:54:00.000,2023-12-24t21:03:00.000,air canada,967,ac967
departure,active,yul,c88,7,2023-12-24t19:50:00.000,2023-12-24t20:11:00.000,2023-12-24t19:56:00.000,dca,1,2023-12-24t21:45:00.000,2023-12-24t21:11:00.000,united airlines,8366,ua8366
