Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,,11,2023-12-16t19:00:00.000,2023-12-16t19:11:00.000,,fsp,,2023-12-16t23:45:00.000,,air saint pierre,1124,pj1124
departure,active,yul,a55,0,2023-12-16t19:05:00.000,2023-12-16t19:05:00.000,,cdg,2e,2023-12-17t08:05:00.000,,delta air lines,8612,dl8612
departure,active,yul,a49,30,2023-12-16t19:10:00.000,2023-12-16t19:25:00.000,2023-12-16t19:39:00.000,yyz,1,2023-12-16t20:46:00.000,2023-12-16t20:36:00.000,azul,7807,ad7807
departure,active,yul,a6,3,2023-12-16t19:25:00.000,2023-12-16t19:25:00.000,2023-12-16t19:27:00.000,yyz,3,2023-12-16t21:00:00.000,2023-12-16t20:29:00.000,air transat,7730,ts7730
departure,active,yul,a63,27,2023-12-16t19:40:00.000,2023-12-16t19:40:00.000,2023-12-16t20:06:00.000,lhr,2,2023-12-17t07:10:00.000,2023-12-17t06:58:00.000,aegean airlines,3089,a33089
departure,active,yul,a48,43,2023-12-16t19:45:00.000,2023-12-16t20:28:00.000,,yyc,,2023-12-16t22:43:00.000,,lufthansa,6844,lh6844
departure,active,yul,c86,10,2023-12-16t19:45:00.000,2023-12-16t19:55:00.000,,ord,2,2023-12-16t21:23:00.000,,united airlines,8687,ua8687
departure,active,yul,c73,9,2023-12-16t19:50:00.000,2023-12-16t19:59:00.000,,dca,1,2023-12-16t21:45:00.000,,united airlines,8366,ua8366
departure,unknown,yul,,0,2023-12-16t19:50:00.000,,,yow,,2023-12-16t20:25:00.000,,canadian north,4167,5t4167
departure,active,yul,a1,14,2023-12-16t20:00:00.000,2023-12-16t20:12:00.000,2023-12-16t20:13:00.000,ywg,,2023-12-16t22:17:00.000,2023-12-16t21:56:00.000,lufthansa,6556,lh6556
departure,active,yul,c85,11,2023-12-16t20:00:00.000,2023-12-16t20:11:00.000,,lga,b,2023-12-16t21:38:00.000,,united airlines,8400,ua8400
departure,active,yul,c75,27,2023-12-16t20:00:00.000,2023-12-16t20:27:00.000,,ewr,a,2023-12-16t21:44:00.000,,tap air portugal,8069,tp8069
departure,active,yul,a65,42,2023-12-16t20:05:00.000,2023-12-16t20:26:00.000,2023-12-16t20:47:00.000,mrs,1a,2023-12-17t09:35:00.000,2023-12-17t09:44:00.000,westjet,5315,ws5315
departure,active,yul,a47,26,2023-12-16t20:10:00.000,2023-12-16t20:15:00.000,2023-12-16t20:36:00.000,yyz,1,2023-12-16t21:46:00.000,2023-12-16t21:33:00.000,eva air,3089,br3089
departure,active,yul,a64,16,2023-12-16t20:10:00.000,2023-12-16t20:24:00.000,2023-12-16t20:26:00.000,agp,,2023-12-17t09:15:00.000,2023-12-17t08:55:00.000,westjet,5301,ws5301
departure,active,yul,a57,26,2023-12-16t20:15:00.000,2023-12-16t20:40:00.000,2023-12-16t20:40:00.000,muc,2,2023-12-17t09:30:00.000,2023-12-17t09:19:00.000,air canada,9098,ac9098
departure,active,yul,a56,34,2023-12-16t20:20:00.000,2023-12-16t20:30:00.000,2023-12-16t20:53:00.000,cdg,3,2023-12-17t09:20:00.000,2023-12-17t09:12:00.000,porter airlines,7110,pd7110
departure,active,yul,a58,23,2023-12-16t20:20:00.000,2023-12-16t20:20:00.000,2023-12-16t20:43:00.000,lys,1,2023-12-17t09:15:00.000,2023-12-17t09:19:00.000,porter airlines,7572,pd7572
departure,active,yul,a60,44,2023-12-16t20:25:00.000,2023-12-16t20:24:00.000,2023-12-16t21:08:00.000,gva,1,2023-12-17t10:05:00.000,2023-12-17t09:53:00.000,lufthansa,6829,lh6829
departure,active,yul,a52,19,2023-12-16t20:30:00.000,2023-12-16t20:31:00.000,2023-12-16t20:49:00.000,mxp,1,2023-12-17t10:25:00.000,2023-12-17t09:51:00.000,lufthansa,6757,lh6757
departure,active,yul,a68,0,2023-12-16t20:35:00.000,2023-12-16t20:35:00.000,,cmn,2,2023-12-17t09:10:00.000,,royal air maroc,209,at209
departure,active,yul,a11,29,2023-12-16t20:45:00.000,2023-12-16t20:45:00.000,2023-12-16t21:13:00.000,yeg,,2023-12-16t23:37:00.000,2023-12-16t23:21:00.000,lufthansa,6711,lh6711
departure,active,yul,a12,5,2023-12-16t20:45:00.000,2023-12-16t20:50:00.000,,yow,,2023-12-16t21:34:00.000,,lufthansa,6692,lh6692
departure,active,yul,a59,40,2023-12-16t20:45:00.000,2023-12-16t21:25:00.000,,lhr,5,2023-12-17t08:20:00.000,,finnair,5994,ay5994
departure,active,yul,a67,21,2023-12-16t20:50:00.000,2023-12-16t20:42:00.000,2023-12-16t21:10:00.000,lis,1,2023-12-17t08:40:00.000,2023-12-17t08:06:00.000,lufthansa,6547,lh6547
departure,active,yul,a9,17,2023-12-16t20:50:00.000,2023-12-16t21:11:00.000,2023-12-16t21:07:00.000,yfc,,2023-12-16t23:15:00.000,2023-12-16t22:57:00.000,united airlines,8164,ua8164
departure,active,yul,a23,36,2023-12-16t20:50:00.000,2023-12-16t21:11:00.000,2023-12-16t21:26:00.000,yqm,,2023-12-16t23:20:00.000,2023-12-16t23:29:00.000,lufthansa,6774,lh6774
departure,active,yul,a61,25,2023-12-16t20:50:00.000,2023-12-16t21:15:00.000,,doh,,2023-12-17t17:00:00.000,,malaysia airlines,9296,mh9296
departure,active,yul,a4,17,2023-12-16t21:00:00.000,2023-12-16t21:05:00.000,2023-12-16t21:16:00.000,yhz,,2023-12-16t23:36:00.000,2023-12-16t23:20:00.000,lufthansa,6594,lh6594
departure,active,yul,,10,2023-12-16t19:45:00.000,2023-12-16t20:06:00.000,2023-12-16t19:55:00.000,ord,,2023-12-16t21:01:00.000,2023-12-16t20:50:00.000,air canada,967,ac967
departure,active,yul,,28,2023-12-16t20:00:00.000,2023-12-16t20:21:00.000,2023-12-16t20:27:00.000,ewr,,2023-12-16t21:23:00.000,2023-12-16t21:14:00.000,air canada,946,ac946
departure,active,yul,,11,2023-12-16t20:00:00.000,2023-12-16t20:21:00.000,2023-12-16t20:11:00.000,lga,,2023-12-16t21:19:00.000,2023-12-16t21:06:00.000,air canada,646,ac646
departure,active,yul,a66,16,2023-12-16t21:25:00.000,2023-12-16t21:39:00.000,2023-12-16t21:41:00.000,gru,3,2023-12-17t09:30:00.000,2023-12-17t08:50:00.000,azul,7802,ad7802
departure,active,yul,a51,40,2023-12-16t21:25:00.000,2023-12-16t22:05:00.000,,cdg,2b,2023-12-17t10:20:00.000,,aegean airlines,3063,a33063
departure,active,yul,a52,110,2023-12-16t21:30:00.000,2023-12-16t23:20:00.000,,bog,1,2023-12-17t03:55:00.000,,air canada,98,ac98
departure,active,yul,a63,21,2023-12-16t21:30:00.000,2023-12-16t21:30:00.000,2023-12-16t21:51:00.000,lys,1,2023-12-17t11:00:00.000,2023-12-17t10:25:00.000,lufthansa,6729,lh6729
departure,active,yul,a1,7,2023-12-16t21:30:00.000,2023-12-16t21:26:00.000,2023-12-16t21:36:00.000,yyt,,2023-12-17t01:30:00.000,2023-12-17t01:03:00.000,lufthansa,6686,lh6686
departure,active,yul,a50,14,2023-12-16t21:50:00.000,2023-12-16t22:00:00.000,2023-12-16t22:04:00.000,yqb,,2023-12-16t22:48:00.000,2023-12-16t22:31:00.000,lufthansa,6640,lh6640
departure,active,yul,55,30,2023-12-16t21:50:00.000,2023-12-16t22:20:00.000,,cdg,2e,2023-12-17t10:35:00.000,,delta air lines,8613,dl8613
departure,active,yul,a49,7,2023-12-16t22:00:00.000,2023-12-16t22:10:00.000,2023-12-16t22:06:00.000,yyz,1,2023-12-16t23:36:00.000,2023-12-16t23:03:00.000,air canada,429,ac429
departure,active,yul,a57,0,2023-12-16t23:10:00.000,2023-12-16t23:06:00.000,,mex,2,2023-12-17t04:40:00.000,,latam airlines,7599,la7599
departure,active,yul,a2,15,2023-12-17t05:00:00.000,2023-12-17t05:21:00.000,2023-12-17t05:15:00.000,yyz,1,2023-12-17t06:34:00.000,2023-12-17t06:18:00.000,air canada,7773,ac7773
departure,active,yul,a48,11,2023-12-17t06:00:00.000,2023-12-17t05:51:00.000,2023-12-17t06:11:00.000,yyz,1,2023-12-17t07:40:00.000,2023-12-17t07:11:00.000,air canada rouge,481,rv481
departure,active,yul,a60,22,2023-12-17t06:00:00.000,2023-12-17t06:00:00.000,2023-12-17t06:22:00.000,pop,,2023-12-17t11:20:00.000,2023-12-17t11:15:00.000,sunwing,470,wg470
departure,active,yul,a58,28,2023-12-17t06:00:00.000,2023-12-17t06:00:00.000,2023-12-17t06:27:00.000,cun,2,2023-12-17t10:55:00.000,2023-12-17t11:14:00.000,sunwing,2743,wg2743
departure,active,yul,c82,14,2023-12-17t06:05:00.000,2023-12-17t06:05:00.000,2023-12-17t06:18:00.000,ord,1,2023-12-17t08:01:00.000,2023-12-17t07:17:00.000,air canada,3054,ac3054
departure,active,yul,c86,44,2023-12-17t06:14:00.000,2023-12-17t06:14:00.000,2023-12-17t06:58:00.000,jfk,4,2023-12-17t08:30:00.000,2023-12-17t08:02:00.000,alitalia,5964,az5964
departure,active,yul,c76,16,2023-12-17t06:45:00.000,2023-12-17t06:55:00.000,2023-12-17t07:00:00.000,tpa,,2023-12-17t10:30:00.000,2023-12-17t10:08:00.000,air canada rouge,1616,rv1616
departure,active,yul,c87,12,2023-12-17t06:45:00.000,2023-12-17t06:45:00.000,2023-12-17t06:56:00.000,dtw,em,2023-12-17t09:05:00.000,2023-12-17t08:22:00.000,korean air,3362,ke3362
departure,active,yul,c77,33,2023-12-17t06:45:00.000,2023-12-17t06:45:00.000,2023-12-17t07:17:00.000,mco,a,2023-12-17t10:20:00.000,2023-12-17t10:21:00.000,porter airlines,7820,pd7820
departure,active,yul,a65,22,2023-12-17t06:45:00.000,2023-12-17t07:12:00.000,2023-12-17t07:06:00.000,ptp,,2023-12-17t12:35:00.000,2023-12-17t12:23:00.000,air transat,894,ts894
departure,active,yul,a63,28,2023-12-17t06:45:00.000,2023-12-17t06:45:00.000,2023-12-17t07:13:00.000,mbj,,2023-12-17t11:30:00.000,2023-12-17t11:17:00.000,air transat,2484,ts2484
departure,active,yul,a64,26,2023-12-17t06:50:00.000,2023-12-17t06:50:00.000,2023-12-17t07:16:00.000,ccc,,2023-12-17t10:50:00.000,2023-12-17t10:51:00.000,sunwing,604,wg604
departure,active,yul,c81,24,2023-12-17t07:00:00.000,2023-12-17t07:27:00.000,2023-12-17t07:23:00.000,mia,n,2023-12-17t11:00:00.000,2023-12-17t10:38:00.000,qatar airways,2222,qr2222
departure,cancelled,yul,a49,0,2023-12-17t07:00:00.000,,,yyz,1,2023-12-17t08:36:00.000,,egyptair,9603,ms9603
departure,active,yul,a2,36,2023-12-17t07:00:00.000,2023-12-17t07:36:00.000,,yhz,,2023-12-17t09:50:00.000,,air canada,8244,ac8244
departure,active,yul,c84,15,2023-12-17t07:00:00.000,2023-12-17t07:00:00.000,2023-12-17t07:14:00.000,atl,i,2023-12-17t10:22:00.000,2023-12-17t09:41:00.000,aeromexico,4314,am4314
departure,active,yul,c80,20,2023-12-17t07:00:00.000,2023-12-17t07:00:00.000,2023-12-17t07:19:00.000,ewr,c,2023-12-17t08:52:00.000,2023-12-17t08:22:00.000,air canada,4594,ac4594
departure,active,yul,a67,20,2023-12-17t07:05:00.000,2023-12-17t07:15:00.000,2023-12-17t07:25:00.000,puj,a,2023-12-17t12:30:00.000,2023-12-17t12:17:00.000,air transat,398,ts398
departure,active,yul,a1,39,2023-12-17t07:10:00.000,2023-12-17t07:58:00.000,2023-12-17t07:48:00.000,yvr,d,2023-12-17t10:00:00.000,2023-12-17t10:08:00.000,cathay pacific,1505,cx1505
departure,active,yul,a61,20,2023-12-17t07:10:00.000,2023-12-17t07:20:00.000,2023-12-17t07:30:00.000,hog,,2023-12-17t11:10:00.000,2023-12-17t11:14:00.000,air transat,2356,ts2356
departure,active,yul,c83,17,2023-12-17t07:15:00.000,2023-12-17t07:36:00.000,2023-12-17t07:31:00.000,lga,b,2023-12-17t09:05:00.000,2023-12-17t08:23:00.000,american airlines,4469,aa4469
departure,active,yul,a34,60,2023-12-17t07:15:00.000,2023-12-17t08:15:00.000,,yqb,,2023-12-17t08:10:00.000,,pal airlines,834,pb834
departure,active,yul,56,21,2023-12-17t07:20:00.000,2023-12-17t07:18:00.000,2023-12-17t07:40:00.000,pty,2,2023-12-17t13:56:00.000,2023-12-17t13:27:00.000,copa airlines,484,cm484
departure,active,yul,a59,22,2023-12-17t07:20:00.000,2023-12-17t07:30:00.000,2023-12-17t07:42:00.000,cun,4,2023-12-17t12:15:00.000,2023-12-17t11:59:00.000,air transat,538,ts538
departure,active,yul,a66,30,2023-12-17t07:20:00.000,2023-12-17t07:24:00.000,2023-12-17t07:50:00.000,pvr,,2023-12-17t12:40:00.000,2023-12-17t12:54:00.000,sunwing,525,wg525
departure,active,yul,c85,9,2023-12-17t07:26:00.000,2023-12-17t07:55:00.000,2023-12-17t07:35:00.000,clt,,2023-12-17t10:21:00.000,2023-12-17t09:41:00.000,american airlines,5037,aa5037
departure,active,yul,c88,17,2023-12-17t07:30:00.000,2023-12-17t07:30:00.000,2023-12-17t07:46:00.000,msp,1,2023-12-17t09:48:00.000,2023-12-17t09:04:00.000,air france,2432,af2432
departure,active,yul,a6,10,2023-12-17t07:35:00.000,2023-12-17t07:30:00.000,2023-12-17t07:45:00.000,yyz,3,2023-12-17t09:11:00.000,2023-12-17t08:43:00.000,air transat,7702,ts7702
departure,active,yul,c75,24,2023-12-17t07:40:00.000,2023-12-17t07:44:00.000,2023-12-17t08:04:00.000,fll,2,2023-12-17t11:28:00.000,2023-12-17t11:12:00.000,air canada rouge,1600,rv1600
departure,active,yul,a50,17,2023-12-17t07:50:00.000,2023-12-17t07:49:00.000,2023-12-17t08:07:00.000,yyc,,2023-12-17t10:35:00.000,2023-12-17t10:12:00.000,air canada,321,ac321
departure,active,yul,a11,11,2023-12-17t07:55:00.000,2023-12-17t08:05:00.000,2023-12-17t08:05:00.000,yhz,,2023-12-17t10:31:00.000,2023-12-17t10:09:00.000,air canada rouge,1590,rv1590
departure,active,yul,a4,29,2023-12-17t07:55:00.000,2023-12-17t08:04:00.000,2023-12-17t08:23:00.000,yqm,,2023-12-17t10:23:00.000,2023-12-17t10:28:00.000,air canada,7992,ac7992
departure,active,yul,a5,27,2023-12-17t07:55:00.000,2023-12-17t08:22:00.000,,yyg,,2023-12-17t10:27:00.000,,air canada,8214,ac8214
departure,active,yul,c79,13,2023-12-17t08:00:00.000,2023-12-17t07:55:00.000,2023-12-17t08:12:00.000,bos,b,2023-12-17t09:31:00.000,2023-12-17t09:00:00.000,united airlines,8416,ua8416
departure,active,yul,c84,40,2023-12-17t08:00:00.000,2023-12-17t08:40:00.000,,las,3,2023-12-17t10:50:00.000,,air canada rouge,1707,rv1707
departure,active,yul,c73,14,2023-12-17t08:00:00.000,2023-12-17t08:14:00.000,,lga,b,2023-12-17t09:38:00.000,,united airlines,8182,ua8182
departure,active,yul,a60,35,2023-12-17t08:00:00.000,2023-12-17t08:00:00.000,2023-12-17t08:35:00.000,puj,a,2023-12-17t13:30:00.000,2023-12-17t13:42:00.000,sunwing,434,wg434
departure,active,yul,,16,2023-12-17t08:00:00.000,,2023-12-17t08:15:00.000,ymt,,2023-12-17t09:25:00.000,2023-12-17t09:21:00.000,air creebec,263,yn263
departure,active,yul,a55,340,2023-12-17t08:05:00.000,2023-12-17t13:45:00.000,,cun,3,2023-12-17t13:00:00.000,,air canada,926,ac926
departure,active,yul,a27,38,2023-12-17t08:05:00.000,2023-12-17t08:15:00.000,2023-12-17t08:42:00.000,ydf,,2023-12-17t11:43:00.000,2023-12-17t11:55:00.000,air canada,7718,ac7718
departure,active,yul,a47,31,2023-12-17t08:10:00.000,2023-12-17t08:20:00.000,2023-12-17t08:41:00.000,yyz,1,2023-12-17t09:46:00.000,2023-12-17t09:34:00.000,azul,7805,ad7805
departure,active,yul,a48,18,2023-12-17t08:10:00.000,2023-12-17t08:20:00.000,2023-12-17t08:27:00.000,yeg,,2023-12-17t11:02:00.000,2023-12-17t10:31:00.000,air canada rouge,1531,rv1531
departure,active,yul,a68,14,2023-12-17t08:15:00.000,2023-12-17t08:03:00.000,2023-12-17t08:29:00.000,mbj,,2023-12-17t12:55:00.000,2023-12-17t12:38:00.000,air canada,922,ac922
departure,active,yul,a55,35,2023-12-17t08:15:00.000,2023-12-17t08:50:00.000,,puj,a,2023-12-17t13:40:00.000,,air canada,944,ac944
departure,active,yul,a12,40,2023-12-17t08:15:00.000,2023-12-17t08:55:00.000,,yow,,2023-12-17t09:04:00.000,,air canada,8001,ac8001
departure,active,yul,c86,55,2023-12-17t08:15:00.000,2023-12-17t09:10:00.000,,ewr,a,2023-12-17t09:54:00.000,,united airlines,8487,ua8487
departure,active,yul,a65,39,2023-12-17t08:20:00.000,2023-12-17t08:39:00.000,2023-12-17t08:59:00.000,pop,,2023-12-17t13:30:00.000,2023-12-17t13:42:00.000,air transat,890,ts890
departure,active,yul,c76,26,2023-12-17t08:30:00.000,2023-12-17t08:35:00.000,2023-12-17t08:55:00.000,den,,2023-12-17t11:06:00.000,2023-12-17t10:40:00.000,united airlines,8523,ua8523
departure,active,yul,c81,42,2023-12-17t08:30:00.000,2023-12-17t08:45:00.000,2023-12-17t09:12:00.000,mia,s,2023-12-17t12:25:00.000,2023-12-17t12:04:00.000,sa avianca,6951,av6951
departure,active,yul,a7,29,2023-12-17t08:30:00.000,2023-12-17t08:59:00.000,,yqb,,2023-12-17t09:28:00.000,,air canada rouge,1960,rv1960
departure,active,yul,a2,32,2023-12-17t08:30:00.000,2023-12-17t08:45:00.000,2023-12-17t09:02:00.000,ytz,,2023-12-17t09:56:00.000,2023-12-17t10:02:00.000,air canada,7955,ac7955
departure,active,yul,c74,14,2023-12-17t08:30:00.000,2023-12-17t08:44:00.000,,dca,1,2023-12-17t10:25:00.000,,united airlines,8666,ua8666
departure,active,yul,c82,23,2023-12-17t08:30:00.000,2023-12-17t08:53:00.000,,ord,2,2023-12-17t10:12:00.000,,united airlines,8371,ua8371
departure,active,yul,a8,16,2023-12-17t08:30:00.000,2023-12-17t08:30:00.000,2023-12-17t08:46:00.000,ytz,,2023-12-17t09:55:00.000,2023-12-17t09:56:00.000,air transat,7858,ts7858
departure,active,yul,a19,0,2023-12-17t08:30:00.000,,,ygw,,2023-12-17t11:25:00.000,,air inuit,802,3h802
departure,active,yul,c77,33,2023-12-17t08:50:00.000,2023-12-17t09:03:00.000,2023-12-17t09:22:00.000,pbi,,2023-12-17t12:45:00.000,2023-12-17t12:36:00.000,air canada,1250,ac1250
departure,active,yul,c73,95,2023-12-17t08:55:00.000,2023-12-17t10:30:00.000,,fll,2,2023-12-17t12:51:00.000,,air canada,1002,ac1002
departure,active,yul,a56,30,2023-12-17t09:00:00.000,2023-12-17t09:15:00.000,2023-12-17t09:29:00.000,ptp,,2023-12-17t14:55:00.000,2023-12-17t14:42:00.000,air canada,948,ac948
departure,active,yul,a61,14,2023-12-17t09:00:00.000,2023-12-17t08:53:00.000,2023-12-17t09:14:00.000,zih,a,2023-12-17t14:20:00.000,2023-12-17t13:33:00.000,air canada,1325,ac1325
departure,active,yul,a10,17,2023-12-17t09:00:00.000,2023-12-17t09:21:00.000,2023-12-17t09:17:00.000,ybg,,2023-12-17t10:11:00.000,2023-12-17t09:56:00.000,air canada,7910,ac7910
departure,active,yul,a64,35,2023-12-17t09:00:00.000,2023-12-17t09:00:00.000,2023-12-17t09:34:00.000,mbj,,2023-12-17t13:40:00.000,2023-12-17t13:54:00.000,sunwing,792,wg792
departure,active,yul,a58,18,2023-12-17t09:01:00.000,2023-12-17t09:11:00.000,2023-12-17t09:19:00.000,mex,2,2023-12-17t14:30:00.000,2023-12-17t13:44:00.000,latam airlines,7728,la7728
departure,active,yul,a57,33,2023-12-17t09:15:00.000,2023-12-17t09:35:00.000,2023-12-17t09:48:00.000,cur,,2023-12-17t15:40:00.000,2023-12-17t15:29:00.000,air canada rouge,1844,rv1844
departure,active,yul,a49,23,2023-12-17t09:15:00.000,2023-12-17t09:38:00.000,,yqy,,2023-12-17t12:06:00.000,,air canada,8096,ac8096
departure,active,yul,c80,32,2023-12-17t09:15:00.000,2023-12-17t09:15:00.000,2023-12-17t09:46:00.000,iad,,2023-12-17t11:21:00.000,2023-12-17t11:08:00.000,air canada,4927,ac4927
departure,active,yul,,21,2023-12-17t09:15:00.000,2023-12-17t09:15:00.000,2023-12-17t09:36:00.000,yvo,,2023-12-17t10:40:00.000,2023-12-17t10:49:00.000,air creebec,205,yn205
departure,active,yul,c75,36,2023-12-17t09:20:00.000,2023-12-17t09:37:00.000,2023-12-17t09:55:00.000,mco,b,2023-12-17t12:58:00.000,2023-12-17t12:53:00.000,air canada rouge,1634,rv1634
departure,active,yul,a63,37,2023-12-17t09:20:00.000,2023-12-17t09:57:00.000,,dxb,3,2023-12-18t06:30:00.000,,emirates,244,ek244
departure,active,yul,a51,29,2023-12-17t09:30:00.000,2023-12-17t09:45:00.000,2023-12-17t09:59:00.000,bgi,,2023-12-17t16:00:00.000,2023-12-17t15:41:00.000,air canada,962,ac962
departure,active,yul,a52,20,2023-12-17t09:30:00.000,2023-12-17t09:40:00.000,2023-12-17t09:50:00.000,pvr,,2023-12-17t15:00:00.000,2023-12-17t14:26:00.000,air canada,999,ac999
departure,active,yul,a59,11,2023-12-17t09:30:00.000,2023-12-17t09:24:00.000,2023-12-17t09:40:00.000,lrm,,2023-12-17t15:30:00.000,2023-12-17t14:28:00.000,air canada rouge,1756,rv1756
departure,active,yul,a66,14,2023-12-17t09:30:00.000,2023-12-17t09:22:00.000,2023-12-17t09:44:00.000,cun,2,2023-12-17t14:25:00.000,2023-12-17t14:07:00.000,sunwing,537,wg537
departure,active,yul,c76,15,2023-12-17t09:50:00.000,2023-12-17t09:49:00.000,2023-12-17t10:05:00.000,iah,a,2023-12-17t13:27:00.000,2023-12-17t12:59:00.000,united airlines,8706,ua8706
departure,active,yul,a34,19,2023-12-17t09:55:00.000,2023-12-17t09:55:00.000,2023-12-17t10:14:00.000,yqb,,2023-12-17t10:55:00.000,2023-12-17t10:51:00.000,pal airlines,852,pb852
departure,active,yul,a6,0,2023-12-17t09:55:00.000,2023-12-17t09:31:00.000,2023-12-17t09:51:00.000,yyz,3,2023-12-17t11:31:00.000,2023-12-17t10:51:00.000,air transat,7712,ts7712
departure,active,yul,a4,17,2023-12-17t10:00:00.000,2023-12-17t10:15:00.000,2023-12-17t10:16:00.000,yzv,,2023-12-17t11:41:00.000,2023-12-17t11:34:00.000,air canada,7988,ac7988
departure,active,yul,a60,30,2023-12-17t10:00:00.000,2023-12-17t10:30:00.000,,puj,a,2023-12-17t15:30:00.000,,sunwing,428,wg428
departure,active,yul,a23,13,2023-12-17t10:00:00.000,2023-12-17t10:00:00.000,2023-12-17t10:12:00.000,yvp,,2023-12-17t12:20:00.000,2023-12-17t12:12:00.000,canadian north,162,5t162
departure,active,yul,a47,25,2023-12-17t10:10:00.000,2023-12-17t10:17:00.000,2023-12-17t10:35:00.000,yyz,1,2023-12-17t11:46:00.000,2023-12-17t11:29:00.000,emirates,5771,ek5771
departure,active,yul,c85,12,2023-12-17t10:15:00.000,2023-12-17t10:15:00.000,2023-12-17t10:26:00.000,lga,c,2023-12-17t11:59:00.000,2023-12-17t11:14:00.000,westjet,7787,ws7787
departure,active,yul,c83,17,2023-12-17t10:20:00.000,2023-12-17t10:13:00.000,2023-12-17t10:37:00.000,tpa,,2023-12-17t13:57:00.000,2023-12-17t13:46:00.000,lynx air,665,y9665
departure,active,yul,a67,3,2023-12-17t10:30:00.000,2023-12-17t10:13:00.000,2023-12-17t10:33:00.000,pvr,,2023-12-17t15:40:00.000,2023-12-17t15:20:00.000,air transat,106,ts106
departure,active,yul,a17,31,2023-12-17t10:30:00.000,2023-12-17t10:45:00.000,2023-12-17t11:00:00.000,ypx,,2023-12-17t13:10:00.000,2023-12-17t13:18:00.000,air inuit,700,3h700
departure,active,yul,a12,30,2023-12-17t10:35:00.000,2023-12-17t10:55:00.000,2023-12-17t11:05:00.000,yhz,,2023-12-17t13:16:00.000,2023-12-17t13:25:00.000,air transat,7861,ts7861
departure,active,yul,a2,9,2023-12-17t10:40:00.000,2023-12-17t10:55:00.000,2023-12-17t10:49:00.000,yuy,,2023-12-17t12:04:00.000,2023-12-17t11:51:00.000,air canada,7985,ac7985
departure,active,yul,a8,35,2023-12-17t10:45:00.000,2023-12-17t11:20:00.000,,ytz,,2023-12-17t12:10:00.000,,porter,2460,p32460
