Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,55,22,2023-12-12t19:05:00.000,2023-12-12t19:29:00.000,2023-12-12t19:26:00.000,cdg,2e,2023-12-13t08:05:00.000,2023-12-13t07:30:00.000,delta air lines,8612,dl8612
departure,active,yul,a2,30,2023-12-12t19:10:00.000,2023-12-12t19:40:00.000,,yyz,1,2023-12-12t20:46:00.000,,azul,7807,ad7807
departure,active,yul,a6,33,2023-12-12t19:25:00.000,2023-12-12t19:58:00.000,,yyz,3,2023-12-12t21:00:00.000,,porter,130,p3130
departure,active,yul,a64,8,2023-12-12t19:40:00.000,2023-12-12t19:48:00.000,,lhr,2,2023-12-13t07:10:00.000,,lufthansa,6839,lh6839
departure,active,yul,a48,53,2023-12-12t19:45:00.000,2023-12-12t20:40:00.000,2023-12-12t20:38:00.000,yyc,,2023-12-12t22:43:00.000,,lufthansa,6844,lh6844
departure,active,yul,c73,18,2023-12-12t19:45:00.000,2023-12-12t20:03:00.000,,ord,2,2023-12-12t21:23:00.000,,united airlines,8687,ua8687
departure,active,yul,c74,30,2023-12-12t19:50:00.000,2023-12-12t20:20:00.000,,dca,1,2023-12-12t21:45:00.000,,united airlines,8366,ua8366
departure,active,yul,a1,53,2023-12-12t20:00:00.000,2023-12-12t20:27:00.000,2023-12-12t20:53:00.000,ywg,,2023-12-12t22:17:00.000,,lufthansa,6556,lh6556
departure,active,yul,c77,27,2023-12-12t20:00:00.000,2023-12-12t20:27:00.000,,lga,b,2023-12-12t21:38:00.000,,united airlines,8400,ua8400
departure,active,yul,c87,44,2023-12-12t20:00:00.000,2023-12-12t20:44:00.000,,ewr,a,2023-12-12t21:44:00.000,,tap air portugal,8069,tp8069
departure,active,yul,a8,43,2023-12-12t20:00:00.000,2023-12-12t20:03:00.000,2023-12-12t20:42:00.000,yhz,,2023-12-12t22:41:00.000,2023-12-12t23:03:00.000,air transat,7829,ts7829
departure,active,yul,a11,36,2023-12-12t20:10:00.000,2023-12-12t20:20:00.000,2023-12-12t20:46:00.000,yyz,1,2023-12-12t21:46:00.000,2023-12-12t21:40:00.000,eva air,3089,br3089
departure,active,yul,a57,10,2023-12-12t20:15:00.000,2023-12-12t20:25:00.000,,muc,2,2023-12-13t09:30:00.000,,air canada,9098,ac9098
departure,active,yul,a67,32,2023-12-12t20:20:00.000,2023-12-12t20:16:00.000,2023-12-12t20:51:00.000,cdg,3,2023-12-13t09:20:00.000,2023-12-13t09:08:00.000,porter airlines,7110,pd7110
departure,active,yul,a59,21,2023-12-12t20:20:00.000,2023-12-12t20:20:00.000,2023-12-12t20:41:00.000,lys,1,2023-12-13t09:15:00.000,2023-12-13t09:17:00.000,porter airlines,7572,pd7572
departure,active,yul,a63,33,2023-12-12t20:25:00.000,2023-12-12t20:23:00.000,2023-12-12t20:57:00.000,gva,1,2023-12-13t10:05:00.000,2023-12-13t09:40:00.000,lufthansa,6829,lh6829
