Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,c76,11,2023-12-31t19:00:00.000,2023-12-31t19:11:00.000,,san,2,2023-12-31t22:24:00.000,,united airlines,8607,ua8607
departure,active,yul,a55,30,2023-12-31t19:05:00.000,2023-12-31t19:27:00.000,2023-12-31t19:34:00.000,cdg,2e,2024-01-01t08:05:00.000,2024-01-01t07:38:00.000,delta air lines,8612,dl8612
departure,active,yul,a67,27,2023-12-31t19:05:00.000,2023-12-31t19:30:00.000,2023-12-31t19:32:00.000,ams,,2024-01-01t08:05:00.000,2024-01-01t07:41:00.000,air france,8276,af8276
departure,active,yul,a47,11,2023-12-31t19:10:00.000,2023-12-31t19:07:00.000,2023-12-31t19:20:00.000,yyz,1,2023-12-31t20:46:00.000,2023-12-31t20:21:00.000,azul,7807,ad7807
departure,cancelled,yul,a6,0,2023-12-31t19:25:00.000,2023-12-31t19:25:00.000,,yyz,3,2023-12-31t21:00:00.000,,porter,130,p3130
departure,active,yul,a64,37,2023-12-31t19:40:00.000,2023-12-31t19:50:00.000,2023-12-31t20:17:00.000,lhr,2,2024-01-01t07:10:00.000,2024-01-01t07:04:00.000,aegean airlines,3089,a33089
departure,active,yul,a1,31,2023-12-31t19:45:00.000,2023-12-31t19:53:00.000,2023-12-31t20:15:00.000,yyc,,2023-12-31t22:43:00.000,2023-12-31t22:28:00.000,swiss,4670,lx4670
departure,active,yul,c77,21,2023-12-31t19:45:00.000,2023-12-31t20:06:00.000,,ord,2,2023-12-31t21:23:00.000,,united airlines,8687,ua8687
departure,active,yul,c74,47,2023-12-31t19:50:00.000,2023-12-31t20:41:00.000,2023-12-31t20:37:00.000,dca,1,2023-12-31t21:45:00.000,2023-12-31t21:59:00.000,united airlines,8366,ua8366
departure,active,yul,a47,196,2023-12-31t20:00:00.000,2023-12-31t23:16:00.000,,ywg,,2023-12-31t22:17:00.000,,air canada,375,ac375
departure,active,yul,c73,21,2023-12-31t20:00:00.000,2023-12-31t20:21:00.000,,lga,b,2023-12-31t21:38:00.000,,united airlines,8400,ua8400
departure,active,yul,c75,21,2023-12-31t20:00:00.000,2023-12-31t20:21:00.000,,ewr,a,2023-12-31t21:44:00.000,,tap air portugal,8069,tp8069
departure,active,yul,a61,15,2023-12-31t20:05:00.000,2023-12-31t20:05:00.000,2023-12-31t20:19:00.000,mrs,1a,2024-01-01t09:35:00.000,2024-01-01t09:14:00.000,porter airlines,7434,pd7434
departure,active,yul,a48,24,2023-12-31t20:10:00.000,2023-12-31t20:15:00.000,2023-12-31t20:34:00.000,yyz,1,2023-12-31t21:46:00.000,2023-12-31t21:27:00.000,eva air,3089,br3089
departure,active,yul,a59,11,2023-12-31t20:10:00.000,2023-12-31t20:10:00.000,2023-12-31t20:21:00.000,agp,,2024-01-01t09:15:00.000,2024-01-01t08:53:00.000,air transat,252,ts252
departure,active,yul,a65,21,2023-12-31t20:15:00.000,2023-12-31t20:15:00.000,2023-12-31t20:35:00.000,lis,1,2024-01-01t07:45:00.000,2024-01-01t07:34:00.000,porter airlines,7680,pd7680
departure,active,yul,a57,9,2023-12-31t20:20:00.000,2023-12-31t20:20:00.000,2023-12-31t20:28:00.000,cdg,3,2024-01-01t09:20:00.000,2024-01-01t08:45:00.000,porter airlines,7110,pd7110
departure,active,yul,a66,24,2023-12-31t20:25:00.000,2023-12-31t20:28:00.000,2023-12-31t20:48:00.000,tls,,2024-01-01t09:50:00.000,2024-01-01t09:12:00.000,lufthansa,6753,lh6753
departure,active,yul,a68,14,2023-12-31t20:25:00.000,2023-12-31t20:25:00.000,2023-12-31t20:38:00.000,gva,1,2024-01-01t10:05:00.000,2024-01-01t09:19:00.000,lufthansa,6829,lh6829
departure,active,yul,a51,21,2023-12-31t20:30:00.000,2023-12-31t20:34:00.000,2023-12-31t20:50:00.000,del,3,2024-01-01t21:50:00.000,2024-01-01t20:34:00.000,united airlines,8041,ua8041
departure,active,yul,a56,0,2023-12-31t20:35:00.000,2023-12-31t20:35:00.000,,cmn,2,2024-01-01t09:10:00.000,,royal air maroc,209,at209
departure,active,yul,a67,14,2023-12-31t20:40:00.000,2023-12-31t20:40:00.000,2023-12-31t20:54:00.000,nte,1,2024-01-01t09:10:00.000,2024-01-01t08:55:00.000,porter airlines,7602,pd7602
departure,active,yul,a50,135,2023-12-31t20:45:00.000,2023-12-31t23:00:00.000,,yeg,,2023-12-31t23:37:00.000,,brussels airlines,9561,sn9561
departure,active,yul,a34,13,2023-12-31t20:45:00.000,2023-12-31t21:00:00.000,2023-12-31t20:57:00.000,yow,,2023-12-31t21:34:00.000,2023-12-31t21:22:00.000,swiss,4635,lx4635
departure,active,yul,,36,2023-12-31t20:45:00.000,2023-12-31t21:03:00.000,2023-12-31t21:21:00.000,lhr,5,2024-01-01t08:20:00.000,2024-01-01t08:19:00.000,finnair,5994,ay5994
departure,active,yul,a28,15,2023-12-31t20:50:00.000,2023-12-31t21:05:00.000,2023-12-31t21:05:00.000,yfc,,2023-12-31t23:15:00.000,2023-12-31t23:05:00.000,turkish airlines,9116,tk9116
departure,active,yul,a6,35,2023-12-31t20:50:00.000,2023-12-31t21:23:00.000,2023-12-31t21:25:00.000,yqm,,2023-12-31t23:20:00.000,2023-12-31t23:26:00.000,brussels airlines,9603,sn9603
departure,active,yul,a60,0,2023-12-31t20:50:00.000,2023-12-31t20:50:00.000,,doh,,2024-01-01t17:00:00.000,,malaysia airlines,9296,mh9296
departure,active,yul,a50,8,2023-12-31t20:55:00.000,2023-12-31t20:47:00.000,2023-12-31t21:03:00.000,fco,3,2024-01-01t11:15:00.000,2024-01-01t10:21:00.000,lufthansa,6707,lh6707
departure,active,yul,a4,17,2023-12-31t21:00:00.000,2023-12-31t21:03:00.000,2023-12-31t21:17:00.000,yhz,,2023-12-31t23:36:00.000,2023-12-31t23:22:00.000,air canada rouge,1598,rv1598
