Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,c77,0,2023-11-24t19:00:00.000,2023-11-24t18:56:00.000,,san,2,2023-11-24t22:24:00.000,,united airlines,8607,ua8607
departure,active,yul,55,42,2023-11-24t19:05:00.000,2023-11-24t19:49:00.000,2023-11-24t19:47:00.000,cdg,2e,2023-11-25t08:05:00.000,2023-11-25t07:47:00.000,delta air lines,8612,dl8612
departure,active,yul,60,0,2023-11-24t19:05:00.000,2023-11-24t19:05:00.000,,ams,,2023-11-25t08:05:00.000,,air france,8276,af8276
departure,active,yul,a5,72,2023-11-24t19:10:00.000,2023-11-24t20:22:00.000,,yyz,1,2023-11-24t20:46:00.000,,azul,7807,ad7807
departure,active,yul,a64,28,2023-11-24t19:15:00.000,2023-11-24t19:23:00.000,2023-11-24t19:43:00.000,ath,,2023-11-25t11:30:00.000,2023-11-25t10:53:00.000,aegean airlines,3071,a33071
departure,active,yul,a52,16,2023-11-24t19:40:00.000,2023-11-24t19:40:00.000,2023-11-24t19:55:00.000,lhr,2,2023-11-25t07:10:00.000,2023-11-25t06:41:00.000,aegean airlines,3089,a33089
departure,active,yul,c81,25,2023-11-24t19:40:00.000,2023-11-24t19:55:00.000,2023-11-24t20:04:00.000,mco,b,2023-11-24t23:18:00.000,2023-11-24t22:54:00.000,air canada rouge,1638,rv1638
departure,active,yul,a6,14,2023-11-24t19:40:00.000,2023-11-24t19:40:00.000,2023-11-24t19:53:00.000,yyz,3,2023-11-24t21:15:00.000,2023-11-24t20:48:00.000,porter,130,p3130
departure,active,yul,a1,15,2023-11-24t19:45:00.000,2023-11-24t19:42:00.000,2023-11-24t20:00:00.000,yyc,,2023-11-24t22:43:00.000,2023-11-24t22:20:00.000,swiss,4670,lx4670
departure,active,yul,c79,16,2023-11-24t19:45:00.000,2023-11-24t20:01:00.000,,ord,2,2023-11-24t21:23:00.000,,united airlines,8687,ua8687
departure,active,yul,c74,13,2023-11-24t19:50:00.000,2023-11-24t20:03:00.000,,dca,1,2023-11-24t21:45:00.000,,united airlines,8366,ua8366
departure,active,yul,a47,7,2023-11-24t20:00:00.000,2023-11-24t19:50:00.000,2023-11-24t20:06:00.000,ywg,,2023-11-24t22:17:00.000,2023-11-24t21:50:00.000,air canada,375,ac375
departure,active,yul,c73,10,2023-11-24t20:00:00.000,2023-11-24t20:10:00.000,,lga,b,2023-11-24t21:38:00.000,,united airlines,8400,ua8400
departure,active,yul,c87,15,2023-11-24t20:00:00.000,2023-11-24t20:15:00.000,,ewr,a,2023-11-24t21:44:00.000,,tap air portugal,8069,tp8069
departure,active,yul,a8,7,2023-11-24t20:00:00.000,2023-11-24t19:57:00.000,2023-11-24t20:07:00.000,yhz,,2023-11-24t22:41:00.000,2023-11-24t22:20:00.000,air transat,7829,ts7829
departure,active,yul,,0,2023-11-24t20:00:00.000,2023-11-24t20:00:00.000,2023-11-24t19:57:00.000,yqb,,2023-11-24t21:05:00.000,2023-11-24t20:29:00.000,sunwing,9316,wg9316
departure,active,yul,a48,20,2023-11-24t20:10:00.000,2023-11-24t20:15:00.000,2023-11-24t20:30:00.000,yyz,1,2023-11-24t21:46:00.000,2023-11-24t21:27:00.000,eva air,3089,br3089
departure,active,yul,a66,5,2023-11-24t20:15:00.000,2023-11-24t20:15:00.000,2023-11-24t20:20:00.000,lis,1,2023-11-25t07:50:00.000,2023-11-25t07:06:00.000,porter airlines,7680,pd7680
