Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,55,7,2024-01-28t19:05:00.000,2024-01-28t19:05:00.000,2024-01-28t19:12:00.000,cdg,2e,2024-01-29t08:05:00.000,2024-01-29t07:19:00.000,delta air lines,8612,dl8612
departure,active,yul,a57,16,2024-01-28t19:05:00.000,2024-01-28t19:27:00.000,2024-01-28t19:20:00.000,ams,,2024-01-29t08:05:00.000,2024-01-29t07:30:00.000,air france,8276,af8276
departure,active,yul,a49,30,2024-01-28t19:10:00.000,2024-01-28t19:40:00.000,,yyz,1,2024-01-28t20:46:00.000,,azul,7807,ad7807
departure,active,yul,a6,24,2024-01-28t19:25:00.000,2024-01-28t19:40:00.000,2024-01-28t19:49:00.000,yyz,3,2024-01-28t21:00:00.000,2024-01-28t20:48:00.000,porter,130,p3130
departure,active,yul,a59,17,2024-01-28t19:40:00.000,2024-01-28t19:43:00.000,2024-01-28t19:57:00.000,lhr,2,2024-01-29t07:10:00.000,2024-01-29t06:47:00.000,aegean airlines,3089,a33089
departure,active,yul,a7,40,2024-01-28t19:45:00.000,2024-01-28t19:58:00.000,2024-01-28t20:24:00.000,yyc,,2024-01-28t22:43:00.000,2024-01-28t22:32:00.000,swiss,4670,lx4670
departure,active,yul,c83,11,2024-01-28t19:45:00.000,2024-01-28t19:42:00.000,2024-01-28t19:55:00.000,ord,2,2024-01-28t21:23:00.000,2024-01-28t20:44:00.000,united airlines,8687,ua8687
departure,active,yul,c86,2,2024-01-28t19:50:00.000,2024-01-28t19:56:00.000,2024-01-28t19:52:00.000,dca,1,2024-01-28t21:45:00.000,2024-01-28t21:14:00.000,united airlines,8366,ua8366
departure,active,yul,a47,9,2024-01-28t20:00:00.000,2024-01-28t20:00:00.000,2024-01-28t20:09:00.000,ywg,,2024-01-28t22:17:00.000,2024-01-28t21:48:00.000,air canada,375,ac375
departure,active,yul,c77,43,2024-01-28t20:00:00.000,2024-01-28t20:43:00.000,,lga,b,2024-01-28t21:38:00.000,,united airlines,8400,ua8400
