Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,55,36,2023-12-20t19:05:00.000,2023-12-20t19:17:00.000,2023-12-20t19:41:00.000,cdg,2e,2023-12-21t08:05:00.000,2023-12-21t07:47:00.000,delta air lines,8612,dl8612
departure,active,yul,a68,33,2023-12-20t19:05:00.000,2023-12-20t19:20:00.000,2023-12-20t19:37:00.000,ams,,2023-12-21t08:05:00.000,2023-12-21t07:47:00.000,air france,8276,af8276
departure,active,yul,a47,22,2023-12-20t19:10:00.000,2023-12-20t19:05:00.000,2023-12-20t19:31:00.000,yyz,1,2023-12-20t20:46:00.000,2023-12-20t20:22:00.000,azul,7807,ad7807
departure,active,yul,a6,18,2023-12-20t19:25:00.000,2023-12-20t19:21:00.000,2023-12-20t19:43:00.000,yyz,3,2023-12-20t21:00:00.000,2023-12-20t20:33:00.000,porter,130,p3130
departure,active,yul,a60,41,2023-12-20t19:40:00.000,2023-12-20t19:47:00.000,2023-12-20t20:20:00.000,lhr,2,2023-12-21t07:10:00.000,2023-12-21t07:13:00.000,aegean airlines,3089,a33089
departure,active,yul,a49,29,2023-12-20t19:45:00.000,2023-12-20t19:46:00.000,2023-12-20t20:13:00.000,yyc,,2023-12-20t22:43:00.000,2023-12-20t22:28:00.000,lufthansa,6844,lh6844
departure,active,yul,c77,1,2023-12-20t19:45:00.000,2023-12-20t19:46:00.000,,ord,2,2023-12-20t21:23:00.000,,united airlines,8687,ua8687
departure,active,yul,c74,26,2023-12-20t19:50:00.000,2023-12-20t20:11:00.000,2023-12-20t20:15:00.000,dca,1,2023-12-20t21:45:00.000,2023-12-20t21:52:00.000,united airlines,8366,ua8366
departure,active,yul,a1,30,2023-12-20t20:00:00.000,2023-12-20t20:30:00.000,,ywg,,2023-12-20t22:17:00.000,,lufthansa,6556,lh6556
departure,active,yul,c73,22,2023-12-20t20:00:00.000,2023-12-20t20:22:00.000,,lga,b,2023-12-20t21:38:00.000,,united airlines,8400,ua8400
departure,active,yul,c88,21,2023-12-20t20:00:00.000,2023-12-20t20:21:00.000,,ewr,a,2023-12-20t21:44:00.000,,tap air portugal,8069,tp8069
departure,active,yul,a8,17,2023-12-20t20:00:00.000,2023-12-20t20:00:00.000,2023-12-20t20:17:00.000,yhz,,2023-12-20t22:41:00.000,2023-12-20t22:37:00.000,air transat,7829,ts7829
departure,active,yul,a48,27,2023-12-20t20:10:00.000,2023-12-20t20:20:00.000,2023-12-20t20:37:00.000,yyz,1,2023-12-20t21:46:00.000,2023-12-20t21:29:00.000,eva air,3089,br3089
