Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,a64,41,2023-09-30t20:00:00.000,2023-09-30t20:21:00.000,2023-09-30t20:41:00.000,cdg,2b,2023-10-01t08:50:00.000,2023-10-01t08:41:00.000,aegean airlines,3063,a33063
departure,active,yul,a6,18,2023-09-30t20:00:00.000,2023-09-30t20:04:00.000,2023-09-30t20:17:00.000,yqb,,2023-09-30t20:55:00.000,2023-09-30t20:44:00.000,lufthansa,6640,lh6640
departure,active,yul,c85,26,2023-09-30t20:00:00.000,2023-09-30t20:26:00.000,,lga,b,2023-09-30t21:30:00.000,,united airlines,8400,ua8400
departure,active,yul,,25,2023-09-30t20:01:00.000,2023-09-30t20:36:00.000,2023-09-30t20:26:00.000,lga,,2023-09-30t21:14:00.000,2023-09-30t21:14:00.000,air canada,646,ac646
departure,active,yul,c89,21,2023-09-30t20:00:00.000,2023-09-30t20:21:00.000,,dca,1,2023-09-30t21:51:00.000,,united airlines,8366,ua8366
departure,active,yul,a57,51,2023-09-30t20:05:00.000,2023-09-30t20:56:00.000,,bcn,1,2023-10-01t09:40:00.000,,lufthansa,6631,lh6631
departure,active,yul,a48,34,2023-09-30t20:10:00.000,2023-09-30t20:40:00.000,2023-09-30t20:44:00.000,yyz,1,2023-09-30t21:34:00.000,2023-09-30t21:38:00.000,azul,7807,ad7807
departure,active,yul,a2,21,2023-09-30t20:15:00.000,2023-09-30t20:17:00.000,2023-09-30t20:35:00.000,yyt,,2023-10-01t00:08:00.000,2023-10-01t00:07:00.000,lufthansa,6732,lh6732
departure,active,yul,a63,25,2023-09-30t20:20:00.000,2023-09-30t20:45:00.000,,gva,1,2023-10-01t09:50:00.000,,lufthansa,6829,lh6829
departure,active,yul,a61,20,2023-09-30t20:25:00.000,2023-09-30t20:45:00.000,,cdg,2b,2023-10-01t09:20:00.000,,lufthansa,6819,lh6819
departure,active,yul,a68,16,2023-09-30t20:25:00.000,2023-09-30t20:41:00.000,,fco,3,2023-10-01t10:25:00.000,,westjet,5311,ws5311
departure,active,yul,a47,38,2023-09-30t20:30:00.000,2023-09-30t20:45:00.000,2023-09-30t21:08:00.000,ywg,,2023-09-30t22:39:00.000,2023-09-30t22:35:00.000,lufthansa,6556,lh6556
departure,active,yul,a9,23,2023-09-30t20:30:00.000,2023-09-30t20:36:00.000,2023-09-30t20:52:00.000,yvr,d,2023-09-30t23:15:00.000,2023-09-30t22:52:00.000,porter airlines,7772,pd7772
departure,active,yul,a49,39,2023-09-30t20:35:00.000,2023-09-30t20:55:00.000,2023-09-30t21:14:00.000,yqm,,2023-09-30t22:53:00.000,2023-09-30t23:16:00.000,lufthansa,6774,lh6774
departure,active,yul,a66,16,2023-09-30t20:35:00.000,2023-09-30t20:35:00.000,2023-09-30t20:51:00.000,lys,1,2023-10-01t09:30:00.000,2023-10-01t09:32:00.000,porter airlines,7572,pd7572
departure,active,yul,a5,45,2023-09-30t20:45:00.000,2023-09-30t21:30:00.000,,yeg,,2023-09-30t23:24:00.000,,emirates,5789,ek5789
departure,active,yul,a57,115,2023-09-30t20:50:00.000,2023-09-30t22:45:00.000,,muc,2,2023-10-01t10:10:00.000,,air canada,9098,ac9098
departure,active,yul,a32,61,2023-09-30t21:10:00.000,2023-09-30t22:11:00.000,,yfc,,2023-09-30t23:26:00.000,,united airlines,8164,ua8164
departure,active,yul,a50,10,2023-09-30t21:15:00.000,2023-09-30t21:15:00.000,2023-09-30t21:24:00.000,nce,1,2023-10-01t10:55:00.000,2023-10-01t10:29:00.000,brussels airlines,9660,sn9660
departure,active,yul,a56,46,2023-09-30t21:25:00.000,2023-09-30t21:36:00.000,2023-09-30t22:10:00.000,fra,1,2023-10-01t11:00:00.000,,lufthansa,6751,lh6751
departure,active,yul,a48,15,2023-09-30t21:30:00.000,2023-09-30t21:29:00.000,2023-09-30t21:45:00.000,yyz,1,2023-09-30t22:54:00.000,2023-09-30t22:38:00.000,eva air,3091,br3091
departure,active,yul,a27,5,2023-09-30t21:30:00.000,2023-09-30t21:35:00.000,,yow,,2023-09-30t22:13:00.000,,lufthansa,6720,lh6720
departure,active,yul,a67,22,2023-09-30t21:30:00.000,2023-09-30t21:28:00.000,2023-09-30t21:52:00.000,cdg,3,2023-10-01t10:20:00.000,2023-10-01t10:06:00.000,porter airlines,7110,pd7110
departure,active,yul,a51,26,2023-09-30t21:50:00.000,2023-09-30t21:54:00.000,2023-09-30t22:15:00.000,del,3,2023-10-01t21:45:00.000,2023-10-01t21:19:00.000,united airlines,8064,ua8064
departure,active,yul,a65,16,2023-09-30t21:50:00.000,2023-09-30t21:45:00.000,2023-09-30t22:06:00.000,cmn,2,2023-10-01t09:30:00.000,2023-10-01t09:12:00.000,royal air maroc,209,at209
departure,active,yul,a52,50,2023-09-30t22:00:00.000,2023-09-30t22:50:00.000,,lhr,2,2023-10-01t09:35:00.000,,aegean airlines,3089,a33089
departure,active,yul,a51,195,2023-09-30t22:00:00.000,2023-10-01t01:15:00.000,,yqb,,2023-09-30t22:55:00.000,,lufthansa,6662,lh6662
departure,active,yul,55,8,2023-09-30t22:00:00.000,2023-09-30t22:12:00.000,2023-09-30t22:08:00.000,cdg,2e,2023-10-01t11:00:00.000,2023-10-01t10:17:00.000,delta air lines,8613,dl8613
departure,active,yul,a1,12,2023-09-30t22:05:00.000,2023-09-30t22:00:00.000,2023-09-30t22:17:00.000,yhz,,2023-10-01t00:35:00.000,2023-10-01t00:29:00.000,lufthansa,6594,lh6594
departure,active,yul,,18,2023-09-30t22:05:00.000,2023-09-30t22:05:00.000,2023-09-30t22:22:00.000,lhr,5,2023-10-01t09:35:00.000,2023-10-01t09:10:00.000,finnair,5994,ay5994
departure,active,yul,a64,23,2023-09-30t22:05:00.000,2023-09-30t22:05:00.000,2023-09-30t22:27:00.000,lgw,n,2023-10-01t09:50:00.000,2023-10-01t09:38:00.000,porter airlines,7728,pd7728
departure,active,yul,a4,4,2023-09-30t22:15:00.000,2023-09-30t22:15:00.000,2023-09-30t22:18:00.000,yyz,3,2023-09-30t23:40:00.000,2023-09-30t23:05:00.000,air transat,7732,ts7732
departure,active,yul,a49,22,2023-09-30t22:30:00.000,2023-09-30t22:33:00.000,2023-09-30t22:52:00.000,yyz,1,2023-09-30t23:54:00.000,2023-09-30t23:46:00.000,air canada,431,ac431
departure,active,yul,a63,12,2023-09-30t22:30:00.000,2023-09-30t22:30:00.000,2023-09-30t22:41:00.000,ams,,2023-10-01t11:25:00.000,2023-10-01t10:59:00.000,porter airlines,7324,pd7324
departure,active,yul,a60,21,2023-09-30t22:35:00.000,2023-09-30t22:35:00.000,2023-09-30t22:55:00.000,doh,,2023-10-01t17:35:00.000,2023-10-01t17:21:00.000,malaysia airlines,9296,mh9296
departure,cancelled,yul,a60,0,2023-09-30t22:45:00.000,,,bog,1,2023-10-01t04:00:00.000,,air canada,98,ac98
departure,active,yul,a47,37,2023-09-30t22:50:00.000,2023-09-30t23:10:00.000,2023-09-30t23:26:00.000,yvr,m,2023-10-01t01:29:00.000,2023-10-01t01:23:00.000,lufthansa,6663,lh6663
departure,active,yul,a61,13,2023-09-30t23:25:00.000,2023-09-30t23:17:00.000,2023-09-30t23:37:00.000,kef,,2023-10-01t08:35:00.000,2023-10-01t08:06:00.000,lufthansa,6539,lh6539
