Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,a61,23,2024-01-12t19:00:00.000,2024-01-12t19:00:00.000,2024-01-12t19:22:00.000,lhr,2,2024-01-13t06:30:00.000,2024-01-13t06:11:00.000,aegean airlines,3089,a33089
departure,active,yul,a63,33,2024-01-12t19:05:00.000,2024-01-12t19:29:00.000,2024-01-12t19:37:00.000,cdg,2e,2024-01-13t08:05:00.000,2024-01-13t07:45:00.000,delta air lines,8612,dl8612
departure,active,yul,a57,0,2024-01-12t19:05:00.000,2024-01-12t19:05:00.000,,ams,,2024-01-13t08:05:00.000,,air france,8276,af8276
departure,active,yul,a49,115,2024-01-12t19:10:00.000,2024-01-12t21:05:00.000,,yyz,1,2024-01-12t20:46:00.000,,azul,7807,ad7807
departure,active,yul,a6,30,2024-01-12t19:25:00.000,2024-01-12t19:55:00.000,,yyz,3,2024-01-12t21:00:00.000,,porter,130,p3130
departure,active,yul,c86,21,2024-01-12t19:35:00.000,2024-01-12t19:22:00.000,2024-01-12t19:55:00.000,las,3,2024-01-12t22:25:00.000,2024-01-12t22:38:00.000,air canada rouge,1709,rv1709
departure,active,yul,a48,45,2024-01-12t19:45:00.000,2024-01-12t20:30:00.000,,yyc,,2024-01-12t22:43:00.000,,swiss,4670,lx4670
departure,cancelled,yul,c73,21,2024-01-12t19:45:00.000,2024-01-12t20:06:00.000,,ord,2,2024-01-12t21:23:00.000,,united airlines,8687,ua8687
departure,active,yul,c76,1,2024-01-12t19:50:00.000,2024-01-12t20:11:00.000,2024-01-12t19:51:00.000,dca,1,2024-01-12t21:45:00.000,2024-01-12t21:14:00.000,united airlines,8366,ua8366
departure,active,yul,a4,12,2024-01-12t20:00:00.000,2024-01-12t19:55:00.000,2024-01-12t20:11:00.000,ywg,,2024-01-12t22:17:00.000,2024-01-12t21:48:00.000,air canada,375,ac375
departure,active,yul,c73,19,2024-01-12t20:00:00.000,2024-01-12t20:19:00.000,,lga,b,2024-01-12t21:38:00.000,,united airlines,8400,ua8400
departure,active,yul,c88,21,2024-01-12t20:00:00.000,2024-01-12t20:21:00.000,,ewr,a,2024-01-12t21:44:00.000,,tap air portugal,8069,tp8069
departure,active,yul,a8,5,2024-01-12t20:00:00.000,2024-01-12t20:00:00.000,2024-01-12t20:05:00.000,yhz,,2024-01-12t22:41:00.000,2024-01-12t22:27:00.000,air transat,7829,ts7829
