Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,a11,16,2023-10-08t20:00:00.000,2023-10-08t20:03:00.000,2023-10-08t20:16:00.000,yqb,,2023-10-08t20:55:00.000,2023-10-08t20:44:00.000,lufthansa,6646,lh6646
departure,active,yul,a52,270,2023-10-08t20:00:00.000,2023-10-09t00:30:00.000,,cdg,2b,2023-10-09t08:50:00.000,,aegean airlines,3063,a33063
departure,active,yul,c74,65,2023-10-08t20:00:00.000,2023-10-08t21:05:00.000,,lga,b,2023-10-08t21:30:00.000,,united airlines,8400,ua8400
departure,active,yul,c87,60,2023-10-08t20:00:00.000,2023-10-08t21:00:00.000,,dca,1,2023-10-08t21:51:00.000,,united airlines,8366,ua8366
departure,active,yul,a6,8,2023-10-08t20:00:00.000,2023-10-08t20:00:00.000,2023-10-08t20:07:00.000,yhz,,2023-10-08t22:41:00.000,2023-10-08t22:31:00.000,air transat,7829,ts7829
departure,active,yul,a58,24,2023-10-08t20:05:00.000,2023-10-08t20:06:00.000,2023-10-08t20:29:00.000,bcn,1,2023-10-09t09:40:00.000,2023-10-09t09:13:00.000,lufthansa,6631,lh6631
departure,active,yul,a48,52,2023-10-08t20:10:00.000,2023-10-08t20:40:00.000,2023-10-08t21:01:00.000,yyz,1,2023-10-08t21:34:00.000,2023-10-08t21:55:00.000,azul,7807,ad7807
departure,active,yul,a49,140,2023-10-08t20:15:00.000,2023-10-08t22:35:00.000,,yyt,,2023-10-09t00:08:00.000,,lufthansa,6732,lh6732
departure,active,yul,a64,44,2023-10-08t20:20:00.000,2023-10-08t20:32:00.000,2023-10-08t21:04:00.000,gva,1,2023-10-09t09:50:00.000,,lufthansa,6829,lh6829
departure,active,yul,a67,8,2023-10-08t20:25:00.000,2023-10-08t20:25:00.000,2023-10-08t20:33:00.000,fco,3,2023-10-09t10:25:00.000,2023-10-09t10:00:00.000,westjet,5311,ws5311
departure,active,yul,a2,27,2023-10-08t20:30:00.000,2023-10-08t20:41:00.000,2023-10-08t20:57:00.000,ywg,,2023-10-08t22:39:00.000,2023-10-08t22:26:00.000,lufthansa,6556,lh6556
departure,active,yul,a9,39,2023-10-08t20:30:00.000,2023-10-08t20:45:00.000,2023-10-08t21:09:00.000,yvr,d,2023-10-08t23:15:00.000,2023-10-08t23:09:00.000,porter airlines,7772,pd7772
departure,active,yul,a49,21,2023-10-08t20:35:00.000,2023-10-08t20:39:00.000,2023-10-08t20:55:00.000,yqm,,2023-10-08t22:53:00.000,2023-10-08t22:57:00.000,lufthansa,6774,lh6774
departure,active,yul,a7,9,2023-10-08t20:45:00.000,2023-10-08t20:39:00.000,2023-10-08t20:54:00.000,yyc,,2023-10-08t23:35:00.000,2023-10-08t22:56:00.000,porter airlines,7124,pd7124
departure,active,yul,a61,22,2023-10-08t20:50:00.000,2023-10-08t20:50:00.000,2023-10-08t21:12:00.000,muc,2,2023-10-09t10:10:00.000,2023-10-09t09:49:00.000,air canada,9098,ac9098
departure,active,yul,a6,8,2023-10-08t20:55:00.000,2023-10-08t20:55:00.000,2023-10-08t21:02:00.000,ytz,,2023-10-08t22:14:00.000,2023-10-08t22:03:00.000,porter airlines,2462,pd2462
departure,active,yul,a48,30,2023-10-08t21:00:00.000,2023-10-08t21:30:00.000,,yeg,,2023-10-08t23:39:00.000,,emirates,5789,ek5789
departure,active,yul,a4,32,2023-10-08t21:10:00.000,2023-10-08t21:31:00.000,2023-10-08t21:42:00.000,yfc,,2023-10-08t23:21:00.000,2023-10-08t23:42:00.000,turkish airlines,9116,tk9116
departure,active,yul,a68,24,2023-10-08t21:15:00.000,2023-10-08t21:15:00.000,2023-10-08t21:39:00.000,nce,1,2023-10-09t10:55:00.000,2023-10-09t10:38:00.000,brussels airlines,9660,sn9660
departure,active,yul,a50,13,2023-10-08t21:20:00.000,2023-10-08t21:15:00.000,2023-10-08t21:32:00.000,gru,3,2023-10-09t08:15:00.000,2023-10-09t07:59:00.000,azul,7802,ad7802
departure,active,yul,a60,35,2023-10-08t21:25:00.000,2023-10-08t22:00:00.000,,cdg,2b,2023-10-09t10:20:00.000,,lufthansa,6819,lh6819
departure,active,yul,a56,28,2023-10-08t21:25:00.000,2023-10-08t21:25:00.000,2023-10-08t21:53:00.000,vce,,2023-10-09t11:10:00.000,2023-10-09t10:59:00.000,air transat,408,ts408
departure,active,yul,a47,35,2023-10-08t21:30:00.000,2023-10-08t21:50:00.000,2023-10-08t22:04:00.000,yeg,,2023-10-09t00:09:00.000,2023-10-08t23:56:00.000,air canada,339,ac339
departure,active,yul,a28,16,2023-10-08t21:30:00.000,2023-10-08t21:46:00.000,,yow,,2023-10-08t22:13:00.000,,lufthansa,6720,lh6720
departure,active,yul,a47,124,2023-10-08t21:30:00.000,2023-10-08t23:34:00.000,,yyz,1,2023-10-08t22:54:00.000,,eva air,3091,br3091
