Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,55,34,2023-11-20t19:05:00.000,2023-11-20t19:05:00.000,2023-11-20t19:39:00.000,cdg,2e,2023-11-21t08:05:00.000,2023-11-21t09:01:00.000,delta air lines,8612,dl8612
departure,active,yul,a65,32,2023-11-20t19:05:00.000,2023-11-20t19:15:00.000,2023-11-20t19:37:00.000,ams,,2023-11-21t08:05:00.000,2023-11-21t08:55:00.000,air france,8276,af8276
departure,active,yul,a48,20,2023-11-20t19:10:00.000,2023-11-20t19:03:00.000,2023-11-20t19:30:00.000,yyz,1,2023-11-20t20:46:00.000,2023-11-20t20:29:00.000,azul,7807,ad7807
departure,active,yul,a65,120,2023-11-20t19:40:00.000,2023-11-20t21:40:00.000,,lhr,2,2023-11-21t07:10:00.000,,aegean airlines,3089,a33089
departure,active,yul,c76,21,2023-11-20t19:40:00.000,2023-11-20t19:42:00.000,2023-11-20t20:00:00.000,mco,b,2023-11-20t23:18:00.000,2023-11-20t22:52:00.000,air canada rouge,1638,rv1638
departure,active,yul,a6,20,2023-11-20t19:40:00.000,2023-11-20t19:38:00.000,2023-11-20t19:59:00.000,yyz,3,2023-11-20t21:15:00.000,2023-11-20t20:55:00.000,porter,130,p3130
departure,active,yul,a47,18,2023-11-20t19:45:00.000,2023-11-20t19:43:00.000,2023-11-20t20:02:00.000,yyc,,2023-11-20t22:43:00.000,2023-11-20t22:22:00.000,lufthansa,6844,lh6844
departure,active,yul,c85,18,2023-11-20t19:45:00.000,2023-11-20t20:03:00.000,,ord,2,2023-11-20t21:23:00.000,,united airlines,8687,ua8687
departure,active,yul,c79,32,2023-11-20t19:50:00.000,2023-11-20t20:22:00.000,,dca,1,2023-11-20t21:45:00.000,,united airlines,8366,ua8366
departure,active,yul,a2,14,2023-11-20t20:00:00.000,2023-11-20t19:54:00.000,2023-11-20t20:14:00.000,ywg,,2023-11-20t22:17:00.000,2023-11-20t21:58:00.000,lufthansa,6556,lh6556
departure,active,yul,c84,24,2023-11-20t20:00:00.000,2023-11-20t20:24:00.000,,lga,b,2023-11-20t21:38:00.000,,united airlines,8400,ua8400
departure,active,yul,c83,20,2023-11-20t20:00:00.000,2023-11-20t20:20:00.000,,ewr,a,2023-11-20t21:44:00.000,,tap air portugal,8069,tp8069
departure,active,yul,a8,5,2023-11-20t20:00:00.000,2023-11-20t20:03:00.000,2023-11-20t20:04:00.000,yhz,,2023-11-20t22:41:00.000,2023-11-20t22:22:00.000,air transat,7829,ts7829
departure,active,yul,a49,13,2023-11-20t20:10:00.000,2023-11-20t20:03:00.000,2023-11-20t20:23:00.000,yyz,1,2023-11-20t21:46:00.000,2023-11-20t21:18:00.000,eva air,3089,br3089
departure,active,yul,a59,43,2023-11-20t20:15:00.000,2023-11-20t20:45:00.000,2023-11-20t20:57:00.000,muc,2,2023-11-21t09:30:00.000,2023-11-21t09:38:00.000,air canada,9098,ac9098
departure,active,yul,a68,18,2023-11-20t20:20:00.000,2023-11-20t20:20:00.000,2023-11-20t20:38:00.000,cdg,3,2023-11-21t09:20:00.000,2023-11-21t08:49:00.000,porter airlines,7110,pd7110
departure,active,yul,a57,30,2023-11-20t20:30:00.000,2023-11-20t20:23:00.000,2023-11-20t20:59:00.000,del,3,2023-11-21t21:50:00.000,2023-11-21t21:04:00.000,united airlines,8041,ua8041
departure,active,yul,a61,41,2023-11-20t20:30:00.000,2023-11-20t20:40:00.000,2023-11-20t21:11:00.000,mxp,1,2023-11-21t10:25:00.000,,lufthansa,6757,lh6757
departure,active,yul,a60,21,2023-11-20t20:35:00.000,2023-11-20t20:35:00.000,2023-11-20t20:55:00.000,cmn,2,2023-11-21t09:10:00.000,2023-11-21t08:45:00.000,royal air maroc,209,at209
departure,active,yul,a47,45,2023-11-20t20:45:00.000,2023-11-20t21:30:00.000,,yeg,,2023-11-20t23:37:00.000,,lufthansa,6711,lh6711
departure,active,yul,a9,46,2023-11-20t20:45:00.000,2023-11-20t21:31:00.000,,yow,,2023-11-20t21:38:00.000,,lufthansa,6692,lh6692
departure,active,yul,a56,0,2023-11-20t20:45:00.000,2023-11-20t20:45:00.000,,lhr,5,2023-11-21t08:20:00.000,,finnair,5994,ay5994
departure,active,yul,a28,31,2023-11-20t20:50:00.000,2023-11-20t21:11:00.000,2023-11-20t21:20:00.000,yfc,,2023-11-20t23:03:00.000,2023-11-20t23:12:00.000,united airlines,8164,ua8164
departure,active,yul,a12,23,2023-11-20t20:50:00.000,2023-11-20t21:11:00.000,2023-11-20t21:13:00.000,yqm,,2023-11-20t23:20:00.000,2023-11-20t23:12:00.000,lufthansa,6774,lh6774
departure,active,yul,a64,29,2023-11-20t20:50:00.000,2023-11-20t20:50:00.000,2023-11-20t21:19:00.000,doh,,2023-11-21t17:00:00.000,2023-11-21t16:34:00.000,malaysia airlines,9296,mh9296
