Type,Status,Departure IATA Code,Departure Gate,Departure Delay (min),Scheduled Departure Time,Estimated Departure Time,Actual Departure Time,Arrival IATA Code,Arrival Terminal,Scheduled Arrival Time,Estimated Arrival Time,Airline Name,Flight Number,IATA Flight Number
departure,active,yul,a6,35,2023-10-04t20:00:00.000,2023-10-04t20:25:00.000,2023-10-04t20:35:00.000,yqb,,2023-10-04t20:55:00.000,2023-10-04t21:06:00.000,lufthansa,6646,lh6646
departure,active,yul,a52,45,2023-10-04t20:00:00.000,2023-10-04t20:45:00.000,,cdg,2b,2023-10-05t08:50:00.000,,aegean airlines,3063,a33063
departure,active,yul,c73,28,2023-10-04t20:00:00.000,2023-10-04t20:28:00.000,,lga,b,2023-10-04t21:30:00.000,,united airlines,8400,ua8400
departure,active,yul,c89,25,2023-10-04t20:00:00.000,2023-10-04t20:25:00.000,,dca,1,2023-10-04t21:51:00.000,,united airlines,8366,ua8366
departure,active,yul,a8,7,2023-10-04t20:00:00.000,2023-10-04t20:00:00.000,2023-10-04t20:07:00.000,yhz,,2023-10-04t22:41:00.000,2023-10-04t22:31:00.000,air transat,7829,ts7829
departure,active,yul,a60,43,2023-10-04t20:05:00.000,2023-10-04t20:14:00.000,2023-10-04t20:47:00.000,bcn,1,2023-10-05t09:40:00.000,2023-10-05t09:32:00.000,lufthansa,6631,lh6631
departure,active,yul,a47,43,2023-10-04t20:10:00.000,2023-10-04t20:25:00.000,2023-10-04t20:53:00.000,yyz,1,2023-10-04t21:34:00.000,2023-10-04t21:31:00.000,azul,7807,ad7807
departure,active,yul,a2,31,2023-10-04t20:15:00.000,2023-10-04t20:15:00.000,2023-10-04t20:45:00.000,yyt,,2023-10-05t00:08:00.000,2023-10-05t00:18:00.000,lufthansa,6686,lh6686
departure,active,yul,a7,50,2023-10-04t20:30:00.000,2023-10-04t21:03:00.000,2023-10-04t21:19:00.000,ywg,,2023-10-04t22:39:00.000,2023-10-04t22:50:00.000,lufthansa,6556,lh6556
departure,active,yul,a11,0,2023-10-04t20:30:00.000,2023-10-04t20:30:00.000,,yvr,d,2023-10-04t23:15:00.000,,porter airlines,7772,pd7772
departure,active,yul,a15,34,2023-10-04t20:35:00.000,2023-10-04t20:53:00.000,2023-10-04t21:09:00.000,yqm,,2023-10-04t22:53:00.000,2023-10-04t23:10:00.000,lufthansa,6774,lh6774
departure,active,yul,a1,36,2023-10-04t20:45:00.000,2023-10-04t21:00:00.000,2023-10-04t21:21:00.000,yeg,,2023-10-04t23:24:00.000,2023-10-04t23:24:00.000,emirates,5789,ek5789
departure,active,yul,a9,28,2023-10-04t20:45:00.000,2023-10-04t20:45:00.000,2023-10-04t21:13:00.000,yyc,,2023-10-04t23:35:00.000,2023-10-04t23:20:00.000,porter airlines,7124,pd7124
departure,active,yul,,28,2023-10-04t20:01:00.000,2023-10-04t20:21:00.000,2023-10-04t20:28:00.000,lga,,2023-10-04t21:18:00.000,2023-10-04t21:25:00.000,air canada,646,ac646
departure,active,yul,,25,2023-10-04t20:01:00.000,2023-10-04t20:21:00.000,2023-10-04t20:25:00.000,dca,,2023-10-04t21:45:00.000,2023-10-04t21:50:00.000,air canada,825,ac825
departure,active,yul,a59,35,2023-10-04t20:50:00.000,2023-10-04t21:06:00.000,2023-10-04t21:24:00.000,muc,2,2023-10-05t10:10:00.000,2023-10-05t10:04:00.000,air canada,9098,ac9098
departure,active,yul,a8,15,2023-10-04t20:55:00.000,2023-10-04t20:55:00.000,2023-10-04t21:09:00.000,ytz,,2023-10-04t22:14:00.000,2023-10-04t22:14:00.000,porter airlines,2462,pd2462
departure,active,yul,a27,43,2023-10-04t21:10:00.000,2023-10-04t21:30:00.000,2023-10-04t21:53:00.000,yfc,,2023-10-04t23:21:00.000,2023-10-04t23:54:00.000,turkish airlines,9116,tk9116
departure,active,yul,a51,52,2023-10-04t21:20:00.000,2023-10-04t21:50:00.000,2023-10-04t22:12:00.000,gru,3,2023-10-05t08:15:00.000,2023-10-05t08:39:00.000,azul,7802,ad7802
departure,active,yul,a50,36,2023-10-04t21:25:00.000,2023-10-04t21:40:00.000,2023-10-04t22:00:00.000,fra,1,2023-10-05t11:00:00.000,2023-10-05t10:36:00.000,lufthansa,6751,lh6751
departure,active,yul,a63,26,2023-10-04t21:25:00.000,2023-10-04t21:50:00.000,2023-10-04t21:51:00.000,cdg,2b,2023-10-05t10:20:00.000,2023-10-05t09:55:00.000,lufthansa,6819,lh6819
departure,active,yul,a30,45,2023-10-04t21:30:00.000,2023-10-04t22:15:00.000,,yow,,2023-10-04t22:13:00.000,,lufthansa,6720,lh6720
departure,active,yul,a49,48,2023-10-04t21:30:00.000,2023-10-04t22:18:00.000,,yyz,1,2023-10-04t22:54:00.000,,eva air,3091,br3091
departure,active,yul,a65,26,2023-10-04t21:30:00.000,2023-10-04t21:35:00.000,2023-10-04t21:55:00.000,cdg,3,2023-10-05t10:20:00.000,2023-10-05t10:10:00.000,porter airlines,7110,pd7110
departure,active,yul,a61,30,2023-10-04t21:40:00.000,2023-10-04t21:52:00.000,2023-10-04t22:10:00.000,lis,1,2023-10-05t09:20:00.000,2023-10-05t09:06:00.000,lufthansa,6547,lh6547
departure,active,yul,a58,20,2023-10-04t21:45:00.000,2023-10-04t22:05:00.000,,ist,,2023-10-05t14:05:00.000,,air serbia,8279,ju8279
departure,active,yul,a55,18,2023-10-04t21:50:00.000,2023-10-04t22:08:00.000,,cmn,2,2023-10-05t09:30:00.000,,royal air maroc,209,at209
departure,active,yul,a60,46,2023-10-04t22:00:00.000,2023-10-04t22:17:00.000,2023-10-04t22:45:00.000,lhr,2,2023-10-05t09:35:00.000,2023-10-05t09:38:00.000,aegean airlines,3089,a33089
departure,active,yul,a4,33,2023-10-04t22:00:00.000,2023-10-04t22:33:00.000,,yqb,,2023-10-04t22:55:00.000,,lufthansa,6662,lh6662
departure,active,yul,57,19,2023-10-04t22:00:00.000,2023-10-04t22:00:00.000,2023-10-04t22:19:00.000,cdg,2e,2023-10-05t11:00:00.000,2023-10-05t10:25:00.000,delta air lines,8613,dl8613
departure,active,yul,a11,50,2023-10-04t22:00:00.000,2023-10-04t22:50:00.000,,yvr,,2023-10-05t00:30:00.000,,flair airlines,103,f8103
departure,active,yul,a47,46,2023-10-04t22:05:00.000,2023-10-04t22:50:00.000,2023-10-04t22:51:00.000,yhz,,2023-10-05t00:35:00.000,,lufthansa,6594,lh6594
departure,active,yul,,34,2023-10-04t22:05:00.000,2023-10-04t22:05:00.000,2023-10-04t22:39:00.000,lhr,5,2023-10-05t09:35:00.000,2023-10-05t09:29:00.000,finnair,5994,ay5994
departure,active,yul,a52,43,2023-10-04t22:10:00.000,2023-10-04t22:10:00.000,2023-10-04t22:53:00.000,ams,,2023-10-05t11:00:00.000,2023-10-05t10:51:00.000,lufthansa,6815,lh6815
departure,active,yul,a6,40,2023-10-04t22:15:00.000,2023-10-04t22:55:00.000,,yyz,3,2023-10-04t23:40:00.000,,air transat,7732,ts7732
departure,active,yul,a67,22,2023-10-04t22:20:00.000,2023-10-04t22:13:00.000,2023-10-04t22:42:00.000,lys,1,2023-10-05t11:15:00.000,2023-10-05t11:21:00.000,porter airlines,7572,pd7572
departure,active,yul,a64,0,2023-10-04t22:35:00.000,2023-10-04t22:35:00.000,,doh,,2023-10-05t17:35:00.000,,malaysia airlines,9296,mh9296
departure,active,yul,a66,9,2023-10-04t22:35:00.000,2023-10-04t22:21:00.000,2023-10-04t22:44:00.000,mrs,1a,2023-10-05t11:45:00.000,2023-10-05t11:40:00.000,westjet,5315,ws5315
departure,active,yul,a56,26,2023-10-04t22:40:00.000,2023-10-04t22:55:00.000,2023-10-04t23:06:00.000,lis,1,2023-10-05t10:30:00.000,2023-10-05t10:12:00.000,tap air portugal,254,tp254
departure,active,yul,a15,8,2023-10-04t22:50:00.000,2023-10-04t22:50:00.000,2023-10-04t22:57:00.000,yeg,,2023-10-05t01:25:00.000,2023-10-05t00:56:00.000,flair airlines,129,f8129
departure,active,yul,50,11,2023-10-04t23:10:00.000,2023-10-04t23:20:00.000,2023-10-04t23:20:00.000,mex,2,2023-10-05t02:45:00.000,2023-10-05t02:04:00.000,westjet,6106,ws6106
departure,active,yul,,10,2023-10-04t23:30:00.000,2023-10-04t23:45:00.000,2023-10-04t23:40:00.000,hou,,2023-10-05t02:20:00.000,2023-10-05t02:15:00.000,sun country airlines,8709,sy8709
departure,active,yul,a63,14,2023-10-04t23:40:00.000,2023-10-04t23:40:00.000,2023-10-04t23:54:00.000,mad,1,2023-10-05t12:40:00.000,2023-10-05t12:20:00.000,air transat,384,ts384
