Status,Departure Gate,Arrival IATA Code,Scheduled Departure Time,Departure Delay (min),Airline Name,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Rain 1h,Snow 1h
scheduled,A57,AMS,2024-02-19 19:00:00,122.0,KLM,-8.83,-15.83,1023,61,8.75,240,20,Clouds,0.0,0.0
landed,C88,ATL,2024-02-19 18:00:00,25.0,Air Canada,-9.02,-14.48,1023,62,3.13,248,48,Clouds,0.0,0.0
landed,C84,ATL,2024-02-19 07:00:00,13.0,Delta Air Lines,-7.43,-14.43,1011,76,5.99,280,6,Clear,0.0,0.0
landed,C86,ATL,2024-02-19 18:00:00,34.0,Delta Air Lines,-9.02,-14.48,1023,62,3.13,248,48,Clouds,0.0,0.0
landed,C84,ATL,2024-02-19 13:00:00,7.0,Delta Air Lines,-11.77,-17.22,1021,70,2.68,293,7,Clear,0.0,0.0
landed,A58,BCN,2024-02-19 18:00:00,41.0,Air Canada,-9.02,-14.48,1023,62,3.13,248,48,Clouds,0.0,0.0
landed,A52,BGI,2024-02-19 09:00:00,52.0,Air Canada,-9.73,-16.73,1014,73,5.61,274,6,Clear,0.0,0.0
landed,,BNA,2024-02-19 13:00:00,9.0,JetRight,-11.77,-17.22,1021,70,2.68,293,7,Clear,0.0,0.0
landed,C85,BOS,2024-02-19 08:00:00,42.0,Air Canada,-8.57,-14.92,1011,70,4.12,300,100,Clouds,0.0,0.0
landed,C75,BOS,2024-02-19 13:00:00,27.0,Air Canada,-11.77,-17.22,1021,70,2.68,293,7,Clear,0.0,0.0
landed,C73,BOS,2024-02-19 16:00:00,35.0,Air Canada,-10.09,-17.09,1023,63,4.47,248,23,Clouds,0.0,0.0
landed,A64,BRU,2024-02-19 18:00:00,29.0,Air Canada,-9.02,-14.48,1023,62,3.13,248,48,Clouds,0.0,0.0
landed,,BWI,2024-02-19 08:00:00,,Chrono Aviation,-8.57,-14.92,1011,70,4.12,300,100,Clouds,0.0,0.0
active,A66,CCC,2024-02-19 17:00:00,33.0,Air Transat,-9.12,-14.06,1023,63,2.68,248,38,Clouds,0.0,0.0
scheduled,A57,CCC,2024-02-19 06:00:00,37.0,Sunwing,-6.74,-10.66,1009,72,2.24,270,66,Clouds,0.0,0.0
landed,A63,CDG,2024-02-19 21:00:00,7.0,Air Canada,-8.58,-14.43,1024,60,3.58,270,100,Clouds,0.0,0.0
landed,A60,CDG,2024-02-19 18:00:00,34.0,Air Canada,-9.02,-14.48,1023,62,3.13,248,48,Clouds,0.0,0.0
cancelled,A61,CDG,2024-02-19 17:00:00,,Air France,-9.12,-14.06,1023,63,2.68,248,38,Clouds,0.0,0.0
landed,55,CDG,2024-02-19 19:00:00,40.0,Air France,-8.83,-15.83,1023,61,8.75,240,20,Clouds,0.0,0.0
landed,,CDG,2024-02-19 20:00:00,30.0,Air France,-8.43,-15.43,1023,60,6.69,240,20,Clouds,0.0,0.0
landed,A66,CDG,2024-02-19 20:00:00,29.0,Air Transat,-8.43,-15.43,1023,60,6.69,240,20,Clouds,0.0,0.0
landed,C81,CLT,2024-02-19 14:00:00,15.0,American Airlines,-11.14,-16.47,1022,67,2.68,270,7,Clear,0.0,0.0
landed,C85,CLT,2024-02-19 07:00:00,23.0,American Airlines,-7.43,-14.43,1011,76,5.99,280,6,Clear,0.0,0.0
landed,A60,CMN,2024-02-19 20:00:00,88.0,Royal Air Maroc,-8.43,-15.43,1023,60,6.69,240,20,Clouds,0.0,0.0
landed,A63,CTG,2024-02-19 09:00:00,37.0,Air Transat,-9.73,-16.73,1014,73,5.61,274,6,Clear,0.0,0.0
landed,A52,CUN,2024-02-19 08:00:00,31.0,Air Canada,-8.57,-14.92,1011,70,4.12,300,100,Clouds,0.0,0.0
landed,,CUN,2024-02-19 13:00:00,75.0,Flair Airlines,-11.77,-17.22,1021,70,2.68,293,7,Clear,0.0,0.0
landed,A63,CUN,2024-02-19 17:00:00,91.0,Air Canada Rouge,-9.12,-14.06,1023,63,2.68,248,38,Clouds,0.0,0.0
landed,A64,CUN,2024-02-19 07:00:00,32.0,Air Transat,-7.43,-14.43,1011,76,5.99,280,6,Clear,0.0,0.0
landed,A66,CUN,2024-02-19 14:00:00,34.0,Air Transat,-11.14,-16.47,1022,67,2.68,270,7,Clear,0.0,0.0
landed,A61,CUN,2024-02-19 11:00:00,22.0,Sunwing,-11.35,-15.29,1018,70,1.79,270,7,Clear,0.0,0.0
landed,A68,CUN,2024-02-19 16:00:00,68.0,Sunwing,-10.09,-17.09,1023,63,4.47,248,23,Clouds,0.0,0.0
scheduled,A67,CZM,2024-02-19 09:00:00,51.0,Air Canada Rouge,-9.73,-16.73,1014,73,5.61,274,6,Clear,0.0,0.0
landed,,DCA,2024-02-19 19:00:00,11.0,Air Canada,-8.83,-15.83,1023,61,8.75,240,20,Clouds,0.0,0.0
landed,C87,DCA,2024-02-19 08:00:00,29.0,Air Canada,-8.57,-14.92,1011,70,4.12,300,100,Clouds,0.0,0.0
landed,C86,DCA,2024-02-19 13:00:00,39.0,Air Canada,-11.77,-17.22,1021,70,2.68,293,7,Clear,0.0,0.0
scheduled,C88,DCA,2024-02-19 19:00:00,21.0,Air Canada,-8.83,-15.83,1023,61,8.75,240,20,Clouds,0.0,0.0
scheduled,,DCA,2024-02-19 19:00:00,21.0,Jazz,-8.83,-15.83,1023,61,8.75,240,20,Clouds,0.0,0.0
landed,A56,DEL,2024-02-19 20:00:00,28.0,Air Canada,-8.43,-15.43,1023,60,6.69,240,20,Clouds,0.0,0.0
landed,C77,DEN,2024-02-19 08:00:00,15.0,Air Canada,-8.57,-14.92,1011,70,4.12,300,100,Clouds,0.0,0.0
landed,C81,DFW,2024-02-19 15:00:00,46.0,American Airlines,-10.45,-15.65,1023,63,2.68,293,8,Clear,0.0,0.0
landed,C76,DFW,2024-02-19 18:00:00,30.0,Air Canada,-9.02,-14.48,1023,62,3.13,248,48,Clouds,0.0,0.0
landed,A55,DOH,2024-02-19 20:00:00,27.0,Qatar Airways,-8.43,-15.43,1023,60,6.69,240,20,Clouds,0.0,0.0
scheduled,C89,DTW,2024-02-19 13:00:00,103.0,Air Canada,-11.77,-17.22,1021,70,2.68,293,7,Clear,0.0,0.0
landed,A66,ALG,2024-03-19 16:00:00,19.0,Air Algerie,-2.13,-8.5,1005,66,6.69,260,100,Clouds,0.0,0.0
landed,C84,ATL,2024-03-19 13:00:00,18.0,Delta Air Lines,-4.29,-11.27,1005,76,6.69,270,100,Clouds,0.0,0.0
landed,C86,ATL,2024-03-19 07:00:00,29.0,Delta Air Lines,-1.75,-4.8,1004,81,2.24,293,99,Clouds,0.0,0.0
landed,C86,ATL,2024-03-19 18:00:00,15.0,Delta Air Lines,-0.36,-4.74,1004,61,4.02,270,92,Clouds,0.0,0.0
active,A65,AZS,2024-03-19 07:00:00,24.0,Air Transat,-1.75,-4.8,1004,81,2.24,293,99,Clouds,0.0,0.0
landed,A51,BOG,2024-03-19 22:00:00,39.0,Air Canada,0.51,-0.91,1002,66,1.34,293,100,Clouds,0.0,0.0
landed,C76,BOS,2024-03-19 08:00:00,38.0,Air Canada,-2.4,-8.59,1004,80,6.17,290,100,Clouds,0.0,0.0
landed,C77,BOS,2024-03-19 16:00:00,7.0,Air Canada,-2.13,-8.5,1005,66,6.69,260,100,Clouds,0.0,0.0
landed,C83,BOS,2024-03-19 13:00:00,7.0,Air Canada,-4.29,-11.27,1005,76,6.69,270,100,Clouds,0.0,0.0
landed,A59,BRU,2024-03-19 19:00:00,14.0,Air Canada,0.05,-3.55,1003,61,3.13,270,100,Clouds,0.0,0.0
scheduled,,BUF,2024-03-19 20:00:00,,Global Air Charters,0.05,-3.55,1002,63,3.13,293,100,Clouds,0.0,0.0
active,A64,CCC,2024-03-19 16:00:00,20.0,Air Transat,-2.13,-8.5,1005,66,6.69,260,100,Clouds,0.0,0.0
landed,A59,CCC,2024-03-19 06:00:00,27.0,Sunwing,-1.14,-6.72,1003,80,5.66,310,100,Clouds,0.0,0.0
landed,A52,CDG,2024-03-19 22:00:00,29.0,Air Canada,0.51,-0.91,1002,66,1.34,293,100,Clouds,0.0,0.0
landed,A61,CDG,2024-03-19 19:00:00,16.0,Air Canada,0.05,-3.55,1003,61,3.13,270,100,Clouds,0.0,0.0
landed,57,CDG,2024-03-19 18:00:00,26.0,Air France,-0.36,-4.74,1004,61,4.02,270,92,Clouds,0.0,0.0
landed,55,CDG,2024-03-19 20:00:00,28.0,Air France,0.05,-3.55,1002,63,3.13,293,100,Clouds,0.0,0.0
landed,A57,CDG,2024-03-19 20:00:00,,Air Transat,0.05,-3.55,1002,63,3.13,293,100,Clouds,0.0,0.0
landed,C79,CLT,2024-03-19 14:00:00,61.0,American Airlines,-3.6,-9.83,1005,73,5.66,300,100,Clouds,0.0,0.0
landed,C85,CLT,2024-03-19 07:00:00,18.0,American Airlines,-1.75,-4.8,1004,81,2.24,293,99,Clouds,0.0,0.0
scheduled,,CMH,2024-03-19 07:00:00,,empty,-1.75,-4.8,1004,81,2.24,293,99,Clouds,0.0,0.0
landed,,CMH,2024-03-19 07:00:00,2.0,Flightpath Charter Airways,-1.75,-4.8,1004,81,2.24,293,99,Clouds,0.0,0.0
landed,A56,CMN,2024-03-19 19:00:00,16.0,Air Canada,0.05,-3.55,1003,61,3.13,270,100,Clouds,0.0,0.0
landed,A64,CMN,2024-03-19 21:00:00,20.0,Royal Air Maroc,0.24,-4.4,1002,64,4.63,240,75,Clouds,0.0,0.0
landed,A57,CUN,2024-03-19 08:00:00,19.0,Air Canada,-2.4,-8.59,1004,80,6.17,290,100,Clouds,0.0,0.0
active,A17,CUN,2024-03-19 13:00:00,505.0,Flair Airlines,-4.29,-11.27,1005,76,6.69,270,100,Clouds,0.0,0.0
landed,A67,CUN,2024-03-19 17:00:00,60.0,Air Canada Rouge,-1.07,-4.0,1004,63,2.24,248,91,Clouds,0.0,0.0
landed,A63,CUN,2024-03-19 07:00:00,40.0,Air Transat,-1.75,-4.8,1004,81,2.24,293,99,Clouds,0.0,0.0
landed,A63,CUN,2024-03-19 14:00:00,29.0,Air Transat,-3.6,-9.83,1005,73,5.66,300,100,Clouds,0.0,0.0
landed,A59,CUN,2024-03-19 09:00:00,39.0,Sunwing,-3.17,-9.57,1004,80,6.17,270,100,Clouds,0.0,0.0
landed,A61,CUN,2024-03-19 07:00:00,43.0,Sunwing,-1.75,-4.8,1004,81,2.24,293,99,Clouds,0.0,0.0
scheduled,,DCA,2024-03-19 13:00:00,19.0,empty,-4.29,-11.27,1005,76,6.69,270,100,Clouds,0.0,0.0
active,,DCA,2024-03-19 13:00:00,19.0,Air Canada,-4.29,-11.27,1005,76,6.69,270,100,Clouds,0.0,0.0
landed,C83,DCA,2024-03-19 08:00:00,37.0,Air Canada,-2.4,-8.59,1004,80,6.17,290,100,Clouds,0.0,0.0
landed,C85,DCA,2024-03-19 13:00:00,20.0,Air Canada,-4.29,-11.27,1005,76,6.69,270,100,Clouds,0.0,0.0
landed,C84,DCA,2024-03-19 19:00:00,31.0,Air Canada,0.05,-3.55,1003,61,3.13,270,100,Clouds,0.0,0.0
scheduled,,DCA,2024-03-19 13:00:00,21.0,Jazz,-4.29,-11.27,1005,76,6.69,270,100,Clouds,0.0,0.0
landed,A51,DEL,2024-03-19 20:00:00,2.0,Air Canada,0.05,-3.55,1002,63,3.13,293,100,Clouds,0.0,0.0
landed,C77,DEN,2024-03-19 08:00:00,26.0,Air Canada,-2.4,-8.59,1004,80,6.17,290,100,Clouds,0.0,0.0
landed,C75,DFW,2024-03-19 18:00:00,12.0,Air Canada,-0.36,-4.74,1004,61,4.02,270,92,Clouds,0.0,0.0
landed,A63,DOH,2024-03-19 21:00:00,43.0,Qatar Airways,0.24,-4.4,1002,64,4.63,240,75,Clouds,0.0,0.0
landed,C86,DTW,2024-03-19 17:00:00,14.0,Delta Air Lines,-1.07,-4.0,1004,63,2.24,248,91,Clouds,0.0,0.0
landed,C88,DTW,2024-03-19 07:00:00,30.0,Delta Air Lines,-1.75,-4.8,1004,81,2.24,293,99,Clouds,0.0,0.0
landed,C87,DTW,2024-03-19 13:00:00,9.0,Delta Air Lines,-4.29,-11.27,1005,76,6.69,270,100,Clouds,0.0,0.0
landed,A55,DOH,2024-03-17 21:00:00,45.0,Qatar Airways,5.48,1.64,998,80,5.66,240,75,Clouds,0.0,0.0
landed,C89,DTW,2024-03-17 13:00:00,10.0,Air Canada,3.47,-0.65,996,96,5.14,260,100,Mist,0.0,0.0
landed,C84,DTW,2024-03-17 17:00:00,40.0,Delta Air Lines,6.19,2.86,998,78,4.92,270,99,Clouds,0.0,0.0
landed,C86,DTW,2024-03-17 07:00:00,14.0,Delta Air Lines,3.31,0.41,998,93,3.09,150,100,Rain,1.53,0.0
landed,C82,DTW,2024-03-17 13:00:00,15.0,Delta Air Lines,3.47,-0.65,996,96,5.14,260,100,Mist,0.0,0.0
landed,A63,DXB,2024-03-17 10:00:00,4.0,Emirates,3.36,1.39,995,95,2.06,160,100,Clouds,0.0,0.0
scheduled,,EWR,2024-03-17 15:00:00,,empty,4.42,0.31,997,91,5.66,250,100,Clouds,0.0,0.0
active,C87,EWR,2024-03-17 08:00:00,28.0,Air Canada,3.25,0.46,996,95,2.93,137,100,Clouds,0.0,0.0
landed,C85,EWR,2024-03-17 13:00:00,20.0,Air Canada,3.47,-0.65,996,96,5.14,260,100,Mist,0.0,0.0
scheduled,C88,EWR,2024-03-17 15:00:00,21.0,Air Canada,4.42,0.31,997,91,5.66,250,100,Clouds,0.0,0.0
landed,C77,EWR,2024-03-17 20:00:00,70.0,Air Canada,5.19,0.35,998,84,8.23,230,75,Clouds,0.0,0.0
landed,,EWR,2024-03-17 08:00:00,28.0,Air Canada,3.25,0.46,996,95,2.93,137,100,Clouds,0.0,0.0
landed,,EWR,2024-03-17 15:00:00,18.0,Air Canada,4.42,0.31,997,91,5.66,250,100,Clouds,0.0,0.0
,,EWR,2024-03-17 20:00:00,68.0,Air Canada,5.19,0.35,998,84,8.23,230,75,Clouds,0.0,0.0
scheduled,,EWR,2024-03-17 08:00:00,,Jazz,3.25,0.46,996,95,2.93,137,100,Clouds,0.0,0.0
scheduled,,EWR,2024-03-17 15:00:00,21.0,Jazz,4.42,0.31,997,91,5.66,250,100,Clouds,0.0,0.0
scheduled,,EWR,2024-03-17 20:00:00,,Jazz,5.19,0.35,998,84,8.23,230,75,Clouds,0.0,0.0
landed,C80,EWR,2024-03-17 07:00:00,62.0,United Airlines,3.31,0.41,998,93,3.09,150,100,Rain,1.53,0.0
landed,C82,EWR,2024-03-17 11:00:00,11.0,United Airlines,3.12,-0.52,996,95,4.12,250,100,Mist,0.0,0.0
landed,A50,FCO,2024-03-17 20:00:00,15.0,Air Canada,5.19,0.35,998,84,8.23,230,75,Clouds,0.0,0.0
landed,C56,FLL,2024-03-17 08:00:00,47.0,Air Canada,3.25,0.46,996,95,2.93,137,100,Clouds,0.0,0.0
landed,C56,FLL,2024-03-17 14:00:00,5.0,Air Canada,3.73,-0.06,997,94,4.63,280,100,Clouds,0.0,0.0
cancelled,C77,FLL,2024-03-17 15:00:00,35.0,Flair Airlines,4.42,0.31,997,91,5.66,250,100,Clouds,0.0,0.0
landed,C75,FLL,2024-03-17 07:00:00,34.0,Air Canada Rouge,3.31,0.41,998,93,3.09,150,100,Rain,1.53,0.0
landed,C75,FLL,2024-03-17 16:00:00,38.0,Air Canada Rouge,5.2,0.7,997,86,7.2,270,75,Clouds,0.0,0.0
landed,C56,FLL,2024-03-17 06:00:00,34.0,Air Transat,3.28,0.16,998,92,3.37,122,100,Rain,0.39,0.0
landed,C82,FLL,2024-03-17 16:00:00,50.0,Air Transat,5.2,0.7,997,86,7.2,270,75,Clouds,0.0,0.0
landed,A58,FRA,2024-03-17 19:00:00,27.0,Air Canada,6.27,2.08,998,73,7.2,210,75,Clouds,0.0,0.0
landed,A63,GRU,2024-03-17 21:00:00,21.0,Air Canada,5.48,1.64,998,80,5.66,240,75,Clouds,0.0,0.0
scheduled,A51,GVA,2024-03-17 21:00:00,116.0,Air Canada,5.48,1.64,998,80,5.66,240,75,Clouds,0.0,0.0
scheduled,A66,HOG,2024-03-17 07:00:00,50.0,Air Transat,3.31,0.41,998,93,3.09,150,100,Rain,1.53,0.0
landed,A66,HOG,2024-03-17 16:00:00,32.0,Sunwing,5.2,0.7,997,86,7.2,270,75,Clouds,0.0,0.0
landed,C81,IAD,2024-03-17 13:00:00,21.0,Air Canada,3.47,-0.65,996,96,5.14,260,100,Mist,0.0,0.0
landed,C82,IAD,2024-03-17 09:00:00,15.0,United Airlines,3.66,1.25,995,94,2.57,110,100,Clouds,0.0,0.0
landed,C80,IAD,2024-03-17 18:00:00,31.0,United Airlines,7.41,5.32,998,68,3.13,270,88,Clouds,0.0,0.0
landed,C77,IAH,2024-03-17 09:00:00,28.0,Air Canada,3.66,1.25,995,94,2.57,110,100,Clouds,0.0,0.0
cancelled,,ISP,2024-03-17 19:00:00,6.0,NetJets Aviation,6.27,2.08,998,73,7.2,210,75,Clouds,0.0,0.0
landed,A61,IST,2024-03-17 21:00:00,11.0,Turkish Airlines,5.48,1.64,998,80,5.66,240,75,Clouds,0.0,0.0
scheduled,C85,JFK,2024-03-17 18:00:00,21.0,Air Canada,7.41,5.32,998,68,3.13,270,88,Clouds,0.0,0.0
landed,,JFK,2024-03-17 18:00:00,27.0,Air Canada,7.41,5.32,998,68,3.13,270,88,Clouds,0.0,0.0
landed,A67,AGP,2024-02-24 20:00:00,28.0,Air Transat,-8.56,-12.8,1013,43,2.24,270,33,Clouds,0.0,0.0
landed,A60,ALG,2024-02-24 15:00:00,91.0,Air Algerie,-13.29,-13.29,1014,57,0.89,45,1,Clear,0.0,0.0
landed,C82,ATL,2024-02-24 18:00:00,33.0,Air Canada,-10.21,-14.74,1013,46,2.24,270,2,Clear,0.0,0.0
landed,C84,ATL,2024-02-24 07:00:00,13.0,Delta Air Lines,-11.96,-16.79,1008,64,2.24,0,31,Clouds,0.0,0.0
active,C86,ATL,2024-02-24 15:00:00,27.0,Delta Air Lines,-13.29,-13.29,1014,57,0.89,45,1,Clear,0.0,0.0
active,A59,AZS,2024-02-24 14:00:00,40.0,Air Canada Rouge,-14.86,-19.35,1014,61,1.79,338,1,Clear,0.0,0.0
landed,A56,BOG,2024-02-24 21:00:00,46.0,Air Canada,-8.23,-12.41,1014,44,2.24,293,55,Clouds,0.0,0.0
landed,C80,BOS,2024-02-24 08:00:00,37.0,Air Canada,-13.21,-18.26,1009,65,2.24,338,20,Clouds,0.0,0.0
landed,C79,BOS,2024-02-24 13:00:00,20.0,Air Canada,-15.51,-15.51,1013,65,0.89,338,3,Clear,0.0,0.0
active,C73,BOS,2024-02-24 16:00:00,8.0,Air Canada,-12.26,-15.36,1014,52,1.34,293,1,Clear,0.0,0.0
landed,A52,BRU,2024-02-24 18:00:00,39.0,Air Canada,-10.21,-14.74,1013,46,2.24,270,2,Clear,0.0,0.0
active,,BTV,2024-02-24 11:00:00,25.0,PlaneSense,-15.66,-20.27,1012,68,1.79,338,11,Clouds,0.0,0.0
scheduled,A66,CCC,2024-02-24 14:00:00,53.0,Air Transat,-14.86,-19.35,1014,61,1.79,338,1,Clear,0.0,0.0
scheduled,A65,CCC,2024-02-24 17:00:00,30.0,Sunwing,-11.19,-15.11,1013,50,1.79,293,1,Clear,0.0,0.0
landed,A63,CDG,2024-02-24 21:00:00,18.0,Air Canada,-8.23,-12.41,1014,44,2.24,293,55,Clouds,0.0,0.0
landed,A57,CDG,2024-02-24 18:00:00,32.0,Air Canada,-10.21,-14.74,1013,46,2.24,270,2,Clear,0.0,0.0
landed,A63,CDG,2024-02-24 17:00:00,20.0,Air France,-11.19,-15.11,1013,50,1.79,293,1,Clear,0.0,0.0
landed,A55,CDG,2024-02-24 19:00:00,23.0,Air France,-9.39,-13.77,1013,44,2.24,293,6,Clear,0.0,0.0
landed,A64,CDG,2024-02-24 20:00:00,45.0,Air Transat,-8.56,-12.8,1013,43,2.24,270,33,Clouds,0.0,0.0
active,C83,CLT,2024-02-24 14:00:00,40.0,American Airlines,-14.86,-19.35,1014,61,1.79,338,1,Clear,0.0,0.0
landed,C83,CLT,2024-02-24 07:00:00,50.0,American Airlines,-11.96,-16.79,1008,64,2.24,0,31,Clouds,0.0,0.0
landed,A61,CMN,2024-02-24 20:00:00,14.0,Royal Air Maroc,-8.56,-12.8,1013,43,2.24,270,33,Clouds,0.0,0.0
landed,A65,CTG,2024-02-24 09:00:00,35.0,Air Transat,-13.91,-19.77,1010,67,2.68,338,15,Clouds,0.0,0.0
landed,A55,CUN,2024-02-24 08:00:00,3.0,Air Canada,-13.21,-18.26,1009,65,2.24,338,20,Clouds,0.0,0.0
active,A52,CUN,2024-02-24 13:00:00,21.0,Flair Airlines,-15.51,-15.51,1013,65,0.89,338,3,Clear,0.0,0.0
landed,A61,CUN,2024-02-24 17:00:00,59.0,Air Canada Rouge,-11.19,-15.11,1013,50,1.79,293,1,Clear,0.0,0.0
landed,A65,CUN,2024-02-24 07:00:00,34.0,Air Transat,-11.96,-16.79,1008,64,2.24,0,31,Clouds,0.0,0.0
active,A68,CUN,2024-02-24 14:00:00,18.0,Air Transat,-14.86,-19.35,1014,61,1.79,338,1,Clear,0.0,0.0
landed,A55,CUN,2024-02-24 11:00:00,11.0,Sunwing,-15.66,-20.27,1012,68,1.79,338,11,Clouds,0.0,0.0
landed,A57,CUN,2024-02-24 09:00:00,31.0,Sunwing,-13.91,-19.77,1010,67,2.68,338,15,Clouds,0.0,0.0
landed,C84,DCA,2024-02-24 08:00:00,16.0,Air Canada,-13.21,-18.26,1009,65,2.24,338,20,Clouds,0.0,0.0
landed,C76,DCA,2024-02-24 13:00:00,9.0,Air Canada,-15.51,-15.51,1013,65,0.89,338,3,Clear,0.0,0.0
landed,C73,DCA,2024-02-24 19:00:00,54.0,Air Canada,-9.39,-13.77,1013,44,2.24,293,6,Clear,0.0,0.0
unknown,,DCA,2024-02-24 19:00:00,,Jazz,-9.39,-13.77,1013,44,2.24,293,6,Clear,0.0,0.0
scheduled,C76,DEN,2024-02-24 08:00:00,85.0,Air Canada,-13.21,-18.26,1009,65,2.24,338,20,Clouds,0.0,0.0
landed,C79,DFW,2024-02-24 15:00:00,18.0,American Airlines,-13.29,-13.29,1014,57,0.89,45,1,Clear,0.0,0.0
landed,C74,DFW,2024-02-24 18:00:00,13.0,Air Canada,-10.21,-14.74,1013,46,2.24,270,2,Clear,0.0,0.0
scheduled,,DLH,2024-02-24 09:00:00,,empty,-13.91,-19.77,1010,67,2.68,338,15,Clouds,0.0,0.0
scheduled,,DLH,2024-02-24 09:00:00,6.0,NetJets Aviation,-13.91,-19.77,1010,67,2.68,338,15,Clouds,0.0,0.0
active,,DLH,2024-02-24 09:00:00,,NetJets Aviation,-13.91,-19.77,1010,67,2.68,338,15,Clouds,0.0,0.0
landed,A55,DOH,2024-02-24 20:00:00,24.0,Qatar Airways,-8.56,-12.8,1013,43,2.24,270,33,Clouds,0.0,0.0
landed,C82,DTW,2024-02-24 13:00:00,19.0,Air Canada,-15.51,-15.51,1013,65,0.89,338,3,Clear,0.0,0.0
landed,C87,DTW,2024-02-24 06:00:00,8.0,Delta Air Lines,-10.58,-16.86,1007,62,3.58,338,100,Clouds,0.0,0.0
landed,C86,DTW,2024-02-24 13:00:00,18.0,Delta Air Lines,-15.51,-15.51,1013,65,0.89,338,3,Clear,0.0,0.0
landed,A63,DXB,2024-02-24 09:00:00,16.0,Emirates,-13.91,-19.77,1010,67,2.68,338,15,Clouds,0.0,0.0
landed,C85,EWR,2024-02-24 08:00:00,39.0,Air Canada,-13.21,-18.26,1009,65,2.24,338,20,Clouds,0.0,0.0
landed,A63,DXB,2024-03-07 09:00:00,22.0,Emirates,2.74,-0.64,1019,67,3.58,45,100,Clouds,0.0,0.0
landed,C88,EWR,2024-03-07 08:00:00,41.0,Air Canada,2.91,-0.11,1019,68,3.13,68,100,Clouds,0.0,0.0
scheduled,C76,EWR,2024-03-07 13:00:00,102.0,Air Canada,2.24,1.04,1021,64,1.34,23,100,Clouds,0.0,0.0
landed,C87,EWR,2024-03-07 15:00:00,49.0,Air Canada,3.81,0.98,1022,58,3.13,0,100,Clouds,0.0,0.0
landed,C82,EWR,2024-03-07 07:00:00,18.0,United Airlines,3.47,1.34,1019,69,2.24,23,100,Clouds,0.0,0.0
landed,C84,EWR,2024-03-07 11:00:00,8.0,United Airlines,2.39,1.21,1020,66,1.34,68,100,Clouds,0.0,0.0
landed,A56,FDF,2024-03-07 09:00:00,3.0,Air Canada,2.74,-0.64,1019,67,3.58,45,100,Clouds,0.0,0.0
landed,A65,FDF,2024-03-07 07:00:00,33.0,Air Transat,3.47,1.34,1019,69,2.24,23,100,Clouds,0.0,0.0
landed,C73,FLL,2024-03-07 08:00:00,16.0,Air Canada,2.91,-0.11,1019,68,3.13,68,100,Clouds,0.0,0.0
landed,C56,FLL,2024-03-07 13:00:00,17.0,Air Canada,2.24,1.04,1021,64,1.34,23,100,Clouds,0.0,0.0
scheduled,C82,FLL,2024-03-07 14:00:00,114.0,Flair Airlines,2.83,0.58,1022,61,2.24,23,100,Clouds,0.0,0.0
landed,C75,FLL,2024-03-07 07:00:00,10.0,Air Canada Rouge,3.47,1.34,1019,69,2.24,23,100,Clouds,0.0,0.0
landed,C77,FLL,2024-03-07 16:00:00,8.0,Air Canada Rouge,4.64,-0.37,1022,59,8.23,10,75,Clouds,0.0,0.0
landed,C82,FLL,2024-03-07 18:00:00,21.0,Air Canada Rouge,6.43,4.81,1023,52,2.24,0,100,Clouds,0.0,0.0
landed,C58,FLL,2024-03-07 06:00:00,23.0,Air Transat,3.72,1.63,1019,68,2.24,45,100,Clouds,0.0,0.0
landed,C86,FLL,2024-03-07 16:00:00,5.0,Air Transat,4.64,-0.37,1022,59,8.23,10,75,Clouds,0.0,0.0
landed,A64,FRA,2024-03-07 18:00:00,25.0,Air Canada,6.43,4.81,1023,52,2.24,0,100,Clouds,0.0,0.0
landed,A52,GRU,2024-03-07 21:00:00,27.0,Air Canada,7.5,7.5,1023,50,0.89,68,94,Clouds,0.0,0.0
landed,A58,GVA,2024-03-07 20:00:00,34.0,Air Canada,7.38,6.34,1023,51,1.79,0,97,Clouds,0.0,0.0
landed,A67,HOG,2024-03-07 15:00:00,5.0,Air Transat,3.81,0.98,1022,58,3.13,0,100,Clouds,0.0,0.0
landed,A59,HOG,2024-03-07 07:00:00,21.0,Sunwing,3.47,1.34,1019,69,2.24,23,100,Clouds,0.0,0.0
landed,C83,IAD,2024-03-07 13:00:00,7.0,Air Canada,2.24,1.04,1021,64,1.34,23,100,Clouds,0.0,0.0
landed,C82,IAD,2024-03-07 09:00:00,9.0,United Airlines,2.74,-0.64,1019,67,3.58,45,100,Clouds,0.0,0.0
landed,C80,IAD,2024-03-07 18:00:00,28.0,United Airlines,6.43,4.81,1023,52,2.24,0,100,Clouds,0.0,0.0
landed,C83,IAH,2024-03-07 09:00:00,18.0,Air Canada,2.74,-0.64,1019,67,3.58,45,100,Clouds,0.0,0.0
scheduled,,ILM,2024-03-07 08:00:00,,Starlink Aviation,2.91,-0.11,1019,68,3.13,68,100,Clouds,0.0,0.0
active,C79,JFK,2024-03-07 18:00:00,24.0,Air Canada,6.43,4.81,1023,52,2.24,0,100,Clouds,0.0,0.0
landed,,JFK,2024-03-07 18:00:00,25.0,Air Canada,6.43,4.81,1023,52,2.24,0,100,Clouds,0.0,0.0
landed,C86,JFK,2024-03-07 12:00:00,9.0,Delta Air Lines,2.06,-0.75,1021,65,2.68,0,100,Clouds,0.0,0.0
