Status,Departure Gate,Arrival IATA Code,Scheduled Departure Time,Departure Delay (min),Airline Name,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Rain 1h,Snow 1h
active,A66,CCC,2024-02-08 16:00:00,37.0,Air Transat,1.76,0.36,1026,77,1.43,59,65,Clouds,0.0,0.0
active,A63,CCC,2024-02-08 06:00:00,9.0,Sunwing,-1.27,-1.27,1027,98,0.74,39,81,Clouds,0.0,0.0
landed,A63,CDG,2024-02-08 21:00:00,17.0,Air Canada,-0.61,-3.63,1024,99,2.39,49,100,Clouds,0.0,0.0
landed,A57,CDG,2024-02-08 17:00:00,4.0,Air France,2.36,0.74,1026,75,1.64,56,71,Clouds,0.0,0.0
landed,55,CDG,2024-02-08 19:00:00,13.0,Air France,-0.83,-4.06,1024,100,2.55,71,100,Clouds,0.0,0.0
landed,A67,CDG,2024-02-08 20:00:00,18.0,Air Transat,-0.83,-3.57,1024,100,2.12,69,100,Clouds,0.0,0.0
diverted,C88,CLT,2024-02-08 14:00:00,9.0,American Airlines,-0.21,-0.21,1027,79,0.45,45,93,Clouds,0.0,0.0
landed,C83,CLT,2024-02-08 07:00:00,37.0,American Airlines,-1.7,-1.7,1027,81,0.8,72,97,Clouds,0.0,0.0
diverted,A58,CMN,2024-02-08 18:00:00,35.0,Air Canada,2.18,0.69,1025,78,1.53,47,76,Clouds,0.0,0.0
landed,A60,CMN,2024-02-08 20:00:00,25.0,Royal Air Maroc,-0.83,-3.57,1024,100,2.12,69,100,Clouds,0.0,0.0
landed,A52,CUN,2024-02-08 08:00:00,40.0,Air Canada,-1.7,-1.7,1027,82,0.81,73,99,Clouds,0.0,0.0
landed,A64,CUN,2024-02-08 13:00:00,18.0,Flair Airlines,-2.0,-2.0,1027,86,0.45,68,100,Clouds,0.0,0.0
scheduled,A60,CUN,2024-02-08 17:00:00,93.0,Air Canada Rouge,2.36,0.74,1026,75,1.64,56,71,Clouds,0.0,0.0
landed,A60,CUN,2024-02-08 07:00:00,28.0,Air Transat,-1.7,-1.7,1027,81,0.8,72,97,Clouds,0.0,0.0
landed,A68,CUN,2024-02-08 14:00:00,20.0,Air Transat,-0.21,-0.21,1027,79,0.45,45,93,Clouds,0.0,0.0
landed,A59,CUN,2024-02-08 12:00:00,10.0,Sunwing,-2.37,-2.37,1027,85,1.12,75,100,Clouds,0.0,0.0
active,A68,CUN,2024-02-08 09:00:00,23.0,Sunwing,-1.63,-3.44,1027,83,1.4,86,99,Clouds,0.0,0.0
scheduled,A58,CUR,2024-02-08 09:00:00,217.0,Air Canada Rouge,-1.63,-3.44,1027,83,1.4,86,99,Clouds,0.0,0.0
landed,C83,DCA,2024-02-08 08:00:00,16.0,Air Canada,-1.7,-1.7,1027,82,0.81,73,99,Clouds,0.0,0.0
landed,C73,DCA,2024-02-08 13:00:00,7.0,Air Canada,-2.0,-2.0,1027,86,0.45,68,100,Clouds,0.0,0.0
landed,C81,DCA,2024-02-08 19:00:00,5.0,Air Canada,-0.83,-4.06,1024,100,2.55,71,100,Clouds,0.0,0.0
landed,C81,DEN,2024-02-08 08:00:00,61.0,Air Canada,-1.7,-1.7,1027,82,0.81,73,99,Clouds,0.0,0.0
landed,C73,DFW,2024-02-08 18:00:00,25.0,Air Canada,2.18,0.69,1025,78,1.53,47,76,Clouds,0.0,0.0
landed,A58,DOH,2024-02-08 20:00:00,40.0,Qatar Airways,-0.83,-3.57,1024,100,2.12,69,100,Clouds,0.0,0.0
landed,C87,DTW,2024-02-08 13:00:00,2.0,Air Canada,-2.0,-2.0,1027,86,0.45,68,100,Clouds,0.0,0.0
landed,C84,DTW,2024-02-08 06:00:00,12.0,Delta Air Lines,-1.27,-1.27,1027,98,0.74,39,81,Clouds,0.0,0.0
landed,C84,DTW,2024-02-08 13:00:00,6.0,Delta Air Lines,-2.0,-2.0,1027,86,0.45,68,100,Clouds,0.0,0.0
landed,A63,DXB,2024-02-08 09:00:00,15.0,Emirates,-1.63,-3.44,1027,83,1.4,86,99,Clouds,0.0,0.0
landed,C89,EWR,2024-02-08 08:00:00,74.0,Air Canada,-1.7,-1.7,1027,82,0.81,73,99,Clouds,0.0,0.0
landed,C74,EWR,2024-02-08 13:00:00,21.0,Air Canada,-2.0,-2.0,1027,86,0.45,68,100,Clouds,0.0,0.0
landed,C74,EWR,2024-02-08 15:00:00,12.0,Air Canada,1.19,1.19,1027,74,0.45,23,81,Clouds,0.0,0.0
scheduled,C82,EWR,2024-02-08 20:00:00,8.0,Air Canada,-0.83,-3.57,1024,100,2.12,69,100,Clouds,0.0,0.0
landed,,EWR,2024-02-08 20:00:00,8.0,Air Canada,-0.83,-3.57,1024,100,2.12,69,100,Clouds,0.0,0.0
scheduled,,EWR,2024-02-08 20:00:00,21.0,Jazz,-0.83,-3.57,1024,100,2.12,69,100,Clouds,0.0,0.0
landed,C80,EWR,2024-02-08 11:00:00,25.0,United Airlines,-1.91,-1.91,1027,85,0.71,72,99,Clouds,0.0,0.0
landed,C80,EWR,2024-02-08 07:00:00,13.0,United Airlines,-1.7,-1.7,1027,81,0.8,72,97,Clouds,0.0,0.0
landed,C82,DTW,2024-03-13 13:00:00,34.0,Air Canada,0.19,0.19,1014,81,0.89,45,97,Clouds,0.0,0.0
landed,C86,DTW,2024-03-13 17:00:00,10.0,Delta Air Lines,3.21,2.14,1014,71,1.34,68,99,Clouds,0.0,0.0
landed,C87,DTW,2024-03-13 07:00:00,19.0,Delta Air Lines,-1.2,-1.2,1013,79,0.45,90,51,Clouds,0.0,0.0
landed,C84,DTW,2024-03-13 13:00:00,15.0,Delta Air Lines,0.19,0.19,1014,81,0.89,45,97,Clouds,0.0,0.0
landed,A63,DXB,2024-03-13 10:00:00,7.0,Emirates,-2.34,-4.39,1014,85,1.48,88,69,Clouds,0.0,0.0
scheduled,C85,EWR,2024-03-13 08:00:00,21.0,Air Canada,-1.75,-3.87,1013,81,1.57,84,63,Clouds,0.0,0.0
scheduled,C88,EWR,2024-03-13 15:00:00,21.0,Air Canada,1.8,1.8,1014,74,0.89,45,99,Clouds,0.0,0.0
active,C74,EWR,2024-03-13 20:00:00,1.0,Air Canada,5.82,4.1,1012,65,2.24,45,99,Clouds,0.0,0.0
landed,,EWR,2024-03-13 08:00:00,18.0,Air Canada,-1.75,-3.87,1013,81,1.57,84,63,Clouds,0.0,0.0
landed,,EWR,2024-03-13 15:00:00,16.0,Air Canada,1.8,1.8,1014,74,0.89,45,99,Clouds,0.0,0.0
landed,,EWR,2024-03-13 20:00:00,1.0,Air Canada,5.82,4.1,1012,65,2.24,45,99,Clouds,0.0,0.0
scheduled,,EWR,2024-03-13 08:00:00,21.0,Jazz,-1.75,-3.87,1013,81,1.57,84,63,Clouds,0.0,0.0
scheduled,,EWR,2024-03-13 15:00:00,21.0,Jazz,1.8,1.8,1014,74,0.89,45,99,Clouds,0.0,0.0
scheduled,,EWR,2024-03-13 20:00:00,20.0,Jazz,5.82,4.1,1012,65,2.24,45,99,Clouds,0.0,0.0
landed,C82,EWR,2024-03-13 07:00:00,15.0,United Airlines,-1.2,-1.2,1013,79,0.45,90,51,Clouds,0.0,0.0
landed,C80,EWR,2024-03-13 11:00:00,2.0,United Airlines,-2.28,-2.28,1014,86,0.45,90,72,Clouds,0.0,0.0
landed,A60,FCO,2024-03-13 20:00:00,20.0,Air Canada,5.82,4.1,1012,65,2.24,45,99,Clouds,0.0,0.0
scheduled,A51,FDF,2024-03-13 09:00:00,98.0,Air Canada,-2.25,-2.25,1014,83,1.23,88,75,Clouds,0.0,0.0
landed,C73,FLL,2024-03-13 08:00:00,11.0,Air Canada,-1.75,-3.87,1013,81,1.57,84,63,Clouds,0.0,0.0
landed,C73,FLL,2024-03-13 14:00:00,50.0,Air Canada,1.44,1.44,1014,76,0.89,90,98,Clouds,0.0,0.0
landed,C82,FLL,2024-03-13 15:00:00,80.0,Flair Airlines,1.8,1.8,1014,74,0.89,45,99,Clouds,0.0,0.0
landed,C75,FLL,2024-03-13 07:00:00,19.0,Air Canada Rouge,-1.2,-1.2,1013,79,0.45,90,51,Clouds,0.0,0.0
landed,C75,FLL,2024-03-13 16:00:00,14.0,Air Canada Rouge,2.73,1.6,1014,72,1.34,45,99,Clouds,0.0,0.0
landed,C79,FLL,2024-03-13 06:00:00,19.0,Air Transat,-0.35,-0.35,1013,75,0.45,90,24,Clouds,0.0,0.0
landed,C83,FLL,2024-03-13 16:00:00,19.0,Air Transat,2.73,1.6,1014,72,1.34,45,99,Clouds,0.0,0.0
landed,A65,FRA,2024-03-13 19:00:00,5.0,Air Canada,4.9,3.02,1013,68,2.24,90,99,Clouds,0.0,0.0
active,,FRG,2024-03-13 13:00:00,,VistaJet,0.19,0.19,1014,81,0.89,45,97,Clouds,0.0,0.0
landed,A50,GRU,2024-03-13 21:00:00,12.0,Air Canada,5.91,4.65,1012,66,1.79,68,100,Clouds,0.0,0.0
landed,A56,GUA,2024-03-13 21:00:00,45.0,Flair Airlines,5.91,4.65,1012,66,1.79,68,100,Clouds,0.0,0.0
cancelled,,HPN,2024-03-13 14:00:00,6.0,empty,1.44,1.44,1014,76,0.89,90,98,Clouds,0.0,0.0
scheduled,,HPN,2024-03-13 14:00:00,,NetJets Aviation,1.44,1.44,1014,76,0.89,90,98,Clouds,0.0,0.0
landed,C80,IAD,2024-03-13 13:00:00,7.0,Air Canada,0.19,0.19,1014,81,0.89,45,97,Clouds,0.0,0.0
landed,C82,IAD,2024-03-13 09:00:00,25.0,United Airlines,-2.25,-2.25,1014,83,1.23,88,75,Clouds,0.0,0.0
landed,C80,IAD,2024-03-13 18:00:00,12.0,United Airlines,4.11,2.57,1013,69,1.79,90,99,Clouds,0.0,0.0
landed,C75,IAH,2024-03-13 09:00:00,1.0,Air Canada,-2.25,-2.25,1014,83,1.23,88,75,Clouds,0.0,0.0
landed,A65,IST,2024-03-13 21:00:00,23.0,Turkish Airlines,5.91,4.65,1012,66,1.79,68,100,Clouds,0.0,0.0
active,C73,JFK,2024-03-13 18:00:00,4.0,Air Canada,4.11,2.57,1013,69,1.79,90,99,Clouds,0.0,0.0
landed,,JFK,2024-03-13 18:00:00,4.0,Air Canada,4.11,2.57,1013,69,1.79,90,99,Clouds,0.0,0.0
landed,C84,JFK,2024-03-13 18:00:00,13.0,Delta Air Lines,4.11,2.57,1013,69,1.79,90,99,Clouds,0.0,0.0
landed,C86,JFK,2024-03-13 12:00:00,,Delta Air Lines,-1.26,-1.26,1014,85,0.45,23,77,Clouds,0.0,0.0
landed,A64,DOH,2024-03-03 20:00:00,36.0,Qatar Airways,5.82,4.74,1026,95,1.62,24,100,Clouds,0.0,0.0
landed,C87,DTW,2024-03-03 13:00:00,24.0,Air Canada,1.87,-0.87,1025,97,2.57,360,100,Mist,0.0,0.0
landed,C88,DTW,2024-03-03 06:00:00,17.0,Delta Air Lines,1.43,-0.18,1024,98,1.54,360,100,Mist,0.0,0.0
landed,C86,DTW,2024-03-03 13:00:00,8.0,Delta Air Lines,1.87,-0.87,1025,97,2.57,360,100,Mist,0.0,0.0
landed,C86,DTW,2024-03-03 17:00:00,16.0,Delta Air Lines,4.96,1.74,1026,95,4.12,10,100,Clouds,0.0,0.0
landed,A63,DXB,2024-03-03 09:00:00,12.0,Emirates,1.29,1.29,1024,97,0.45,338,100,Clouds,0.0,0.0
active,,EWR,2024-03-03 20:00:00,22.0,empty,5.82,4.74,1026,95,1.62,24,100,Clouds,0.0,0.0
landed,C87,EWR,2024-03-03 08:00:00,26.0,Air Canada,1.31,-2.0,1022,97,3.09,20,100,Drizzle,0.0,0.0
landed,C88,EWR,2024-03-03 13:00:00,13.0,Air Canada,1.87,-0.87,1025,97,2.57,360,100,Mist,0.0,0.0
landed,C73,EWR,2024-03-03 15:00:00,15.0,Air Canada,3.23,-0.68,1025,98,4.63,20,100,Mist,0.0,0.0
scheduled,C83,EWR,2024-03-03 20:00:00,21.0,Air Canada,5.82,4.74,1026,95,1.62,24,100,Clouds,0.0,0.0
active,,EWR,2024-03-03 20:00:00,24.0,Air Canada,5.82,4.74,1026,95,1.62,24,100,Clouds,0.0,0.0
scheduled,,EWR,2024-03-03 20:00:00,21.0,Jazz,5.82,4.74,1026,95,1.62,24,100,Clouds,0.0,0.0
landed,C82,EWR,2024-03-03 07:00:00,11.0,United Airlines,1.46,-2.21,1023,97,3.6,20,100,Drizzle,0.0,0.19
landed,C80,EWR,2024-03-03 11:00:00,13.0,United Airlines,1.56,-2.09,1024,98,3.6,360,100,Mist,0.0,0.0
landed,A59,FCO,2024-03-03 20:00:00,48.0,Air Canada,5.82,4.74,1026,95,1.62,24,100,Clouds,0.0,0.0
landed,C56,FLL,2024-03-03 08:00:00,55.0,Air Canada,1.31,-2.0,1022,97,3.09,20,100,Drizzle,0.0,0.0
diverted,C56,FLL,2024-03-03 13:00:00,71.0,Air Canada,1.87,-0.87,1025,97,2.57,360,100,Mist,0.0,0.0
landed,C85,FLL,2024-03-03 15:00:00,36.0,Flair Airlines,3.23,-0.68,1025,98,4.63,20,100,Mist,0.0,0.0
scheduled,,FLL,2024-03-03 18:00:00,,Starlink Aviation,5.55,3.1,1025,94,3.09,320,100,Clouds,0.0,0.0
landed,C75,FLL,2024-03-03 07:00:00,29.0,Air Canada Rouge,1.46,-2.21,1023,97,3.6,20,100,Drizzle,0.0,0.19
landed,C75,FLL,2024-03-03 16:00:00,30.0,Air Canada Rouge,4.08,0.66,1025,97,4.12,20,100,Mist,0.0,0.0
landed,C56,FLL,2024-03-03 06:00:00,4.0,Air Transat,1.43,-0.18,1024,98,1.54,360,100,Mist,0.0,0.0
landed,C82,FLL,2024-03-03 16:00:00,22.0,Air Transat,4.08,0.66,1025,97,4.12,20,100,Mist,0.0,0.0
landed,A66,FRA,2024-03-03 18:00:00,42.0,Air Canada,5.55,3.1,1025,94,3.09,320,100,Clouds,0.0,0.0
active,,FRG,2024-03-03 10:00:00,,NetJets Aviation,1.37,-1.93,1024,98,3.09,340,100,Fog,0.0,0.0
active,,FXE,2024-03-03 10:00:00,6.0,empty,1.37,-1.93,1024,98,3.09,340,100,Fog,0.0,0.0
landed,A50,GRU,2024-03-03 21:00:00,27.0,Air Canada,5.82,4.66,1026,95,1.68,22,99,Clouds,0.0,0.0
scheduled,A52,GVA,2024-03-03 20:00:00,105.0,Air Canada,5.82,4.74,1026,95,1.62,24,100,Clouds,0.0,0.0
active,A60,HOG,2024-03-03 07:00:00,25.0,Air Transat,1.46,-2.21,1023,97,3.6,20,100,Drizzle,0.0,0.19
landed,A63,HOG,2024-03-03 16:00:00,36.0,Sunwing,4.08,0.66,1025,97,4.12,20,100,Mist,0.0,0.0
landed,,HPN,2024-03-03 18:00:00,,Flexjet,5.55,3.1,1025,94,3.09,320,100,Clouds,0.0,0.0
landed,C83,IAD,2024-03-03 13:00:00,17.0,Air Canada,1.87,-0.87,1025,97,2.57,360,100,Mist,0.0,0.0
landed,C82,IAD,2024-03-03 09:00:00,19.0,United Airlines,1.29,1.29,1024,97,0.45,338,100,Clouds,0.0,0.0
landed,C80,IAD,2024-03-03 18:00:00,23.0,United Airlines,5.55,3.1,1025,94,3.09,320,100,Clouds,0.0,0.0
cancelled,C77,IAH,2024-03-03 09:00:00,10.0,Air Canada,1.29,1.29,1024,97,0.45,338,100,Clouds,0.0,0.0
scheduled,,ILM,2024-03-03 08:00:00,,Starlink Aviation,1.31,-2.0,1022,97,3.09,20,100,Drizzle,0.0,0.0
landed,A63,IST,2024-03-03 20:00:00,13.0,Turkish Airlines,5.82,4.74,1026,95,1.62,24,100,Clouds,0.0,0.0
scheduled,,JFK,2024-03-03 06:00:00,,Skyservice Business Aviation,1.43,-0.18,1024,98,1.54,360,100,Mist,0.0,0.0
cancelled,C82,JFK,2024-03-03 18:00:00,21.0,Air Canada,5.55,3.1,1025,94,3.09,320,100,Clouds,0.0,0.0
landed,C84,JFK,2024-03-03 12:00:00,17.0,Delta Air Lines,1.36,1.36,1025,98,0.45,0,100,Clouds,0.0,0.0
landed,A63,DXB,2024-03-25 10:00:00,2.0,Emirates,-4.89,-4.89,1034,81,0.45,23,5,Clear,0.0,0.0
active,,EWR,2024-03-25 20:00:00,,empty,6.75,4.52,1031,39,3.13,90,4,Clear,0.0,0.0
landed,C86,EWR,2024-03-25 08:00:00,15.0,Air Canada,-5.3,-7.72,1034,79,1.46,74,4,Clear,0.0,0.0
landed,C83,EWR,2024-03-25 13:00:00,9.0,Air Canada,-1.99,-3.74,1035,65,1.34,23,0,Clear,0.0,0.0
landed,C73,EWR,2024-03-25 15:00:00,9.0,Air Canada,1.85,-0.04,1034,46,1.79,68,1,Clear,0.0,0.0
active,C79,EWR,2024-03-25 20:00:00,12.0,Air Canada,6.75,4.52,1031,39,3.13,90,4,Clear,0.0,0.0
diverted,A51,EWR,2024-03-25 08:00:00,15.0,Air Canada,-5.3,-7.72,1034,79,1.46,74,4,Clear,0.0,0.0
scheduled,,EWR,2024-03-25 20:00:00,20.0,Air Canada,6.75,4.52,1031,39,3.13,90,4,Clear,0.0,0.0
scheduled,,EWR,2024-03-25 08:00:00,21.0,Jazz,-5.3,-7.72,1034,79,1.46,74,4,Clear,0.0,0.0
scheduled,,EWR,2024-03-25 20:00:00,20.0,Jazz,6.75,4.52,1031,39,3.13,90,4,Clear,0.0,0.0
scheduled,C79,EWR,2024-03-25 18:00:00,101.0,United Airlines,5.08,5.08,1033,40,0.89,113,6,Clear,0.0,0.0
landed,C80,EWR,2024-03-25 07:00:00,45.0,United Airlines,-4.71,-4.71,1034,78,0.98,122,3,Clear,0.0,0.0
landed,C80,EWR,2024-03-25 11:00:00,8.0,United Airlines,-5.47,-5.47,1035,84,0.89,68,6,Clear,0.0,0.0
active,,EWR,2024-03-25 18:00:00,,Republic Airways,5.08,5.08,1033,40,0.89,113,6,Clear,0.0,0.0
active,A55,FDF,2024-03-25 09:00:00,10.0,Air Canada,-5.1,-5.1,1034,81,0.45,0,5,Clear,0.0,0.0
landed,C56,FLL,2024-03-25 08:00:00,32.0,Air Canada,-5.3,-7.72,1034,79,1.46,74,4,Clear,0.0,0.0
landed,C56,FLL,2024-03-25 14:00:00,21.0,Air Canada,0.53,-2.57,1035,51,2.68,68,0,Clear,0.0,0.0
landed,C77,FLL,2024-03-25 15:00:00,63.0,Flair Airlines,1.85,-0.04,1034,46,1.79,68,1,Clear,0.0,0.0
landed,C76,FLL,2024-03-25 07:00:00,24.0,Air Canada Rouge,-4.71,-4.71,1034,78,0.98,122,3,Clear,0.0,0.0
landed,C75,FLL,2024-03-25 16:00:00,5.0,Air Canada Rouge,3.53,1.9,1034,42,1.79,68,2,Clear,0.0,0.0
landed,C79,FLL,2024-03-25 06:00:00,18.0,Air Transat,-4.65,-9.43,1034,75,3.35,50,1,Clear,0.0,0.0
landed,C79,FLL,2024-03-25 16:00:00,22.0,Air Transat,3.53,1.9,1034,42,1.79,68,2,Clear,0.0,0.0
landed,A67,FRA,2024-03-25 19:00:00,14.0,Air Canada,6.43,4.14,1032,38,3.13,90,2,Clear,0.0,0.0
scheduled,A68,HOG,2024-03-25 15:00:00,100.0,Air Transat,1.85,-0.04,1034,46,1.79,68,1,Clear,0.0,0.0
landed,A63,HOG,2024-03-25 07:00:00,29.0,Sunwing,-4.71,-4.71,1034,78,0.98,122,3,Clear,0.0,0.0
scheduled,,HPN,2024-03-25 18:00:00,,Talon Air,5.08,5.08,1033,40,0.89,113,6,Clear,0.0,0.0
landed,C74,IAD,2024-03-25 13:00:00,14.0,Air Canada,-1.99,-3.74,1035,65,1.34,23,0,Clear,0.0,0.0
landed,C80,IAD,2024-03-25 09:00:00,35.0,United Airlines,-5.1,-5.1,1034,81,0.45,0,5,Clear,0.0,0.0
landed,C80,IAD,2024-03-25 18:00:00,17.0,United Airlines,5.08,5.08,1033,40,0.89,113,6,Clear,0.0,0.0
landed,C82,IAH,2024-03-25 09:00:00,28.0,Air Canada,-5.1,-5.1,1034,81,0.45,0,5,Clear,0.0,0.0
landed,,IND,2024-03-25 08:00:00,49.0,Vista America,-5.3,-7.72,1034,79,1.46,74,4,Clear,0.0,0.0
active,C82,JFK,2024-03-25 18:00:00,13.0,Air Canada,5.08,5.08,1033,40,0.89,113,6,Clear,0.0,0.0
landed,,JFK,2024-03-25 18:00:00,14.0,Air Canada,5.08,5.08,1033,40,0.89,113,6,Clear,0.0,0.0
landed,C86,JFK,2024-03-25 18:00:00,17.0,Delta Air Lines,5.08,5.08,1033,40,0.89,113,6,Clear,0.0,0.0
landed,C84,JFK,2024-03-25 12:00:00,9.0,Delta Air Lines,-4.23,-6.27,1035,79,1.34,23,6,Clear,0.0,0.0
scheduled,,JFK,2024-03-25 18:00:00,21.0,Jazz,5.08,5.08,1033,40,0.89,113,6,Clear,0.0,0.0
landed,C77,LAS,2024-03-25 19:00:00,11.0,Air Canada,6.43,4.14,1032,38,3.13,90,2,Clear,0.0,0.0
scheduled,,LAS,2024-03-25 09:00:00,,Delta Air Lines,-5.1,-5.1,1034,81,0.45,0,5,Clear,0.0,0.0
landed,C75,LAS,2024-03-25 08:00:00,31.0,Air Canada Rouge,-5.3,-7.72,1034,79,1.46,74,4,Clear,0.0,0.0
landed,C56,LAX,2024-03-25 17:00:00,1.0,Air Canada,4.08,1.66,1033,40,2.68,113,5,Clear,0.0,0.0
scheduled,,LGA,2024-03-25 20:00:00,110.0,empty,6.75,4.52,1031,39,3.13,90,4,Clear,0.0,0.0
landed,C83,LGA,2024-03-25 07:00:00,13.0,American Airlines,-4.71,-4.71,1034,78,0.98,122,3,Clear,0.0,0.0
landed,C81,LGA,2024-03-25 10:00:00,1.0,American Airlines,-4.89,-4.89,1034,81,0.45,23,5,Clear,0.0,0.0
landed,C81,LGA,2024-03-25 17:00:00,11.0,American Airlines,4.08,1.66,1033,40,2.68,113,5,Clear,0.0,0.0
scheduled,,LGA,2024-03-25 17:00:00,21.0,Air Canada,4.08,1.66,1033,40,2.68,113,5,Clear,0.0,0.0
landed,,LGA,2024-03-25 18:00:00,15.0,Air Canada,5.08,5.08,1033,40,0.89,113,6,Clear,0.0,0.0
active,C76,LGA,2024-02-29 08:00:00,180.0,Air Canada,-12.37,-19.37,1015,67,4.47,270,100,Clouds,0.0,0.0
landed,C80,LGA,2024-02-29 13:00:00,36.0,Air Canada,-11.81,-18.81,1019,68,4.92,248,58,Clouds,0.0,0.0
landed,C74,LGA,2024-02-29 15:00:00,18.0,Air Canada,-10.34,-16.57,1021,57,3.58,293,58,Clouds,0.0,0.0
landed,C73,LGA,2024-02-29 17:00:00,35.0,Air Canada,-9.42,-16.42,1022,50,4.92,248,72,Clouds,0.0,0.0
active,C85,LGA,2024-02-29 18:00:00,25.0,Air Canada,-9.17,-15.57,1022,49,4.02,270,83,Clouds,0.0,0.0
active,C84,LGA,2024-02-29 20:00:00,21.0,Air Canada,-9.3,-16.3,1023,43,7.15,270,100,Clouds,0.0,0.0
landed,C80,LGA,2024-02-29 10:00:00,10.0,Delta Air Lines,-12.42,-19.1,1016,69,3.58,248,91,Clouds,0.0,0.0
landed,C82,LGA,2024-02-29 18:00:00,22.0,Delta Air Lines,-9.17,-15.57,1022,49,4.02,270,83,Clouds,0.0,0.0
landed,C88,LGA,2024-02-29 06:00:00,20.0,Delta Air Lines,-11.47,-18.47,1012,67,4.92,248,98,Clouds,0.0,0.0
scheduled,,LGA,2024-02-29 18:00:00,21.0,Jazz,-9.17,-15.57,1022,49,4.02,270,83,Clouds,0.0,0.0
scheduled,,LGA,2024-02-29 20:00:00,21.0,Jazz,-9.3,-16.3,1023,43,7.15,270,100,Clouds,0.0,0.0
landed,A60,LGW,2024-02-29 21:00:00,45.0,Air Transat,-9.47,-15.94,1024,44,4.02,270,100,Clouds,0.0,0.0
landed,A61,LHR,2024-02-29 19:00:00,45.0,Air Canada,-9.14,-16.14,1022,45,5.81,225,100,Clouds,0.0,0.0
landed,,LHR,2024-02-29 20:00:00,33.0,British Airways,-9.3,-16.3,1023,43,7.15,270,100,Clouds,0.0,0.0
landed,A57,LIR,2024-02-29 08:00:00,8.0,Air Canada,-12.37,-19.37,1015,67,4.47,270,100,Clouds,0.0,0.0
landed,A61,LIR,2024-02-29 11:00:00,49.0,Air Transat,-12.57,-19.57,1017,67,4.02,225,93,Clouds,0.0,0.0
landed,A52,LIS,2024-02-29 20:00:00,92.0,Air Canada,-9.3,-16.3,1023,43,7.15,270,100,Clouds,0.0,0.0
cancelled,,MCO,2024-02-29 08:00:00,10.0,empty,-12.37,-19.37,1015,67,4.47,270,100,Clouds,0.0,0.0
landed,C75,MCO,2024-02-29 09:00:00,26.0,Air Canada Rouge,-12.45,-19.45,1015,64,12.86,270,75,Clouds,0.0,0.0
landed,C75,MCO,2024-02-29 13:00:00,47.0,Air Canada Rouge,-11.81,-18.81,1019,68,4.92,248,58,Clouds,0.0,0.0
landed,C75,MCO,2024-02-29 18:00:00,72.0,Air Canada Rouge,-9.17,-15.57,1022,49,4.02,270,83,Clouds,0.0,0.0
landed,C58,MCO,2024-02-29 06:00:00,54.0,Air Transat,-11.47,-18.47,1012,67,4.92,248,98,Clouds,0.0,0.0
scheduled,C82,MCO,2024-02-29 08:00:00,,Lynx Air,-12.37,-19.37,1015,67,4.47,270,100,Clouds,0.0,0.0
active,,MDT,2024-02-29 08:00:00,,Airsprint,-12.37,-19.37,1015,67,4.47,270,100,Clouds,0.0,0.0
landed,A58,MEX,2024-02-29 18:00:00,63.0,Air Canada,-9.17,-15.57,1022,49,4.02,270,83,Clouds,0.0,0.0
landed,A58,MEX,2024-02-29 23:00:00,20.0,Aeromexico,-10.35,-16.09,1026,44,3.13,293,99,Clouds,0.0,0.0
landed,A59,MEX,2024-02-29 09:00:00,24.0,Aeromexico,-12.45,-19.45,1015,64,12.86,270,75,Clouds,0.0,0.0
landed,C81,MIA,2024-02-29 07:00:00,15.0,American Airlines,-12.23,-19.23,1014,66,4.02,270,100,Clouds,0.0,0.0
landed,C77,MIA,2024-02-29 08:00:00,36.0,Air Canada,-12.37,-19.37,1015,67,4.47,270,100,Clouds,0.0,0.0
landed,C81,MIA,2024-02-29 18:00:00,19.0,Air Canada,-9.17,-15.57,1022,49,4.02,270,83,Clouds,0.0,0.0
landed,A68,MRS,2024-02-29 20:00:00,16.0,Air Transat,-9.3,-16.3,1023,43,7.15,270,100,Clouds,0.0,0.0
landed,C81,MSP,2024-02-29 17:00:00,32.0,Air Canada,-9.42,-16.42,1022,50,4.92,248,72,Clouds,0.0,0.0
landed,C87,MSP,2024-02-29 07:00:00,16.0,Delta Air Lines,-12.23,-19.23,1014,66,4.02,270,100,Clouds,0.0,0.0
landed,C74,MSY,2024-02-29 08:00:00,56.0,Air Canada Rouge,-12.37,-19.37,1015,67,4.47,270,100,Clouds,0.0,0.0
landed,,MTY,2024-02-29 07:00:00,138.0,JSC Avion Express,-12.23,-19.23,1014,66,4.02,270,100,Clouds,0.0,0.0
landed,A57,MUC,2024-02-29 20:00:00,23.0,Lufthansa,-9.3,-16.3,1023,43,7.15,270,100,Clouds,0.0,0.0
landed,A51,MXP,2024-02-29 20:00:00,48.0,Air Canada,-9.3,-16.3,1023,43,7.15,270,100,Clouds,0.0,0.0
landed,A67,NAS,2024-02-29 08:00:00,31.0,Air Canada,-12.37,-19.37,1015,67,4.47,270,100,Clouds,0.0,0.0
active,,OPF,2024-02-29 17:00:00,41.0,Starlink Aviation,-9.42,-16.42,1022,50,4.92,248,72,Clouds,0.0,0.0
landed,C81,ORD,2024-02-29 08:00:00,44.0,Air Canada,-12.37,-19.37,1015,67,4.47,270,100,Clouds,0.0,0.0
landed,C76,ORD,2024-02-29 13:00:00,32.0,Air Canada,-11.81,-18.81,1019,68,4.92,248,58,Clouds,0.0,0.0
