Departure Delay (min),Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Rain 1h,Snow 1h,Departure Gate,Arrival IATA Code,Airline Name,Weather Main,Departure Time of Day,Weekday of Departure,Weather Severity,Season,Visibility
-0.42779754709726053,1.6331298926079907,1.7409703875452525,-1.5540661879757132,1.2478006390404184,1.3892348464029936,-0.33838496152892844,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,22.0,16.0,8.0,1.0,2.0,0.0,1.0,0.0,0.0
1.5572663537586628,2.750432771818195,2.7710199706835463,-2.740727763612494,0.12562634919050522,0.005621727004858738,-0.3868133234625466,0.5470961745003998,-0.16509417315792713,-0.1926723061434772,32.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.31764642154799444,1.7185100862762277,1.810250372197955,-2.956484413728272,0.9984285746293267,3.386923451376705,0.6301822771434348,0.7621716347398099,5.315233895692459,-0.1926723061434772,22.0,17.0,10.0,4.0,1.0,0.0,0.0,0.0,1.0
-0.5871651329983264,1.3122181301997897,1.2899969025418117,-0.7989179125704892,-0.18608873132335957,0.005621727004858738,0.7076676562372238,-1.6305428604236272,-0.16509417315792713,-0.1926723061434772,4.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0
-0.5051376990786601,1.474146083708515,1.4873795003259263,-0.9067962376283784,-0.5601468279399974,-0.16927318977299524,0.7076676562372238,-1.3079296700645122,-0.16509417315792713,-0.1926723061434772,18.0,2.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0
-0.14187334886299532,0.4113098797694273,0.1815171480985716,-0.9067962376283784,0.7490565102182348,0.7013148404101006,0.7076676562372238,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,9.0,2.0,17.0,1.0,2.0,3.0,1.0,0.0,0.0
-0.4348284700046605,1.0016108739239622,1.041634693409482,0.49562198812418057,-0.7471758762483162,-0.3402815528446748,-1.2585238382676736,0.06317638896172714,-0.16509417315792713,-0.1926723061434772,27.0,17.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0
-0.3645192409306609,1.2916091179350428,1.3435908529335248,0.38774366306629143,-1.4952920694815917,-0.3402815528446748,-1.2585238382676736,0.1707141190814322,-0.16509417315792713,-0.1926723061434772,30.0,17.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
-0.5637287233069932,1.4461767099206444,1.3880346166729944,0.1719870129505131,-1.8693501660982295,-0.16927318977299524,-1.4716086307755933,-0.36697453151709303,-0.16509417315792713,-0.1926723061434772,22.0,17.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
-0.6457561572266595,0.8087694020181168,0.8978460460170805,1.4665269136451828,-1.2459200050705,-0.5151764696225289,-0.8226685808651101,0.7352872022098836,-0.16509417315792713,-0.1926723061434772,26.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.23561898762832817,0.15075308185084219,0.28870504888199816,1.2507702635294045,0.3126553974988241,-0.6550924030448123,-1.1229244248535426,-0.1787835038076092,-0.16509417315792713,-0.1926723061434772,16.0,2.0,4.0,1.0,0.0,4.0,1.0,1.0,0.0
-0.5637287233069932,-0.2952848264504647,0.07563641683689419,1.3586485885872936,1.6218587356570562,-0.9232646087708553,-1.3166378725880152,0.251367416671211,-0.16509417315792713,-0.1926723061434772,13.0,2.0,17.0,1.0,2.0,4.0,1.0,1.0,0.0
-0.3996738554676607,-0.3482794294169566,-0.20801936938266133,1.3586485885872936,0.6867134941154619,-0.6667520641633359,-0.8614112704120046,0.7352872022098836,-0.16509417315792713,-0.1926723061434772,18.0,6.0,17.0,1.0,2.0,4.0,1.0,1.0,0.0
-0.6574743620723261,0.7484144375285009,0.777586450016163,-0.25952628728104343,-0.4354607957344514,-0.3402815528446748,-1.2585238382676736,0.7352872022098836,-0.16509417315792713,-0.1926723061434772,22.0,10.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0
-0.6223197475353263,0.4966900734376643,0.57758951318855,-0.1516479622231543,-0.18608873132335957,-0.5151764696225289,-0.8226685808651101,0.7352872022098836,-0.16509417315792713,-0.1926723061434772,21.0,15.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0
-0.4113920603133273,0.7484144375285009,0.8612452994081057,1.2507702635294045,1.4348296873487374,-0.581247882627496,-1.4619229583888698,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,22.0,10.0,21.0,1.0,1.0,3.0,1.0,0.0,0.0
-0.3879556506219941,0.7484144375285009,0.8612452994081057,1.2507702635294045,1.4348296873487374,-0.581247882627496,-1.4619229583888698,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,22.0,10.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
-0.3762374457763275,0.1065909127120989,-0.04723751820752156,0.9271352883557371,1.5595157195542833,0.18828975119506197,-1.5006656479357643,0.7621716347398099,-0.16509417315792713,0.46400871130494875,10.0,13.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0
-0.4699830845416604,0.885317161858605,0.8324875699296254,1.7901618888188502,-2.0563792144065483,0.005621727004858738,-0.8226685808651101,-1.818733888133111,-0.16509417315792713,-0.1926723061434772,22.0,10.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0
-0.5285741087699934,0.885317161858605,0.8324875699296254,1.7901618888188502,-2.0563792144065483,0.005621727004858738,-0.8226685808651101,-1.818733888133111,-0.16509417315792713,-0.1926723061434772,26.0,10.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
0.19795459166133633,0.6394810869862675,0.9056890631475752,2.0059185389346283,-1.9940361983037753,-0.8649663031782371,-0.5998981159704665,-1.7649650230732585,-0.16509417315792713,-0.1926723061434772,22.0,10.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0
-0.5168559039243268,0.6394810869862675,0.9056890631475752,2.0059185389346283,-1.9940361983037753,-0.8649663031782371,-0.5998981159704665,-1.7649650230732585,-0.16509417315792713,-0.1926723061434772,29.0,15.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1.440084305301997,-1.9292850845839649,-2.290340417528984,0.06410868789262397,-0.3107747635289055,0.5264199236322464,0.9207524487451438,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,24.0,17.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0
-0.3762374457763275,-1.458221947104037,-1.7936159992643246,0.819256963297848,-1.4329490533788187,0.35152500685439225,0.9207524487451438,0.3051362817310635,-0.16509417315792713,-0.1926723061434772,32.0,17.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0
-0.4231102651589939,-1.4773588870641592,-1.889039374352009,0.9271352883557371,-1.8070071499954565,1.5680163168870223,0.9207524487451438,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,31.0,17.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0
0.28935658945753584,0.12278370806297144,0.15014507957659312,-2.4170927884388265,1.4971727034515103,-0.4102395195558165,1.1144658964796164,0.7621716347398099,4.5696110291822025,-0.1926723061434772,22.0,17.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0
-0.2590553973196614,0.12278370806297144,0.15014507957659312,-2.4170927884388265,1.4971727034515103,-0.4102395195558165,1.1144658964796164,0.7621716347398099,4.5696110291822025,-0.1926723061434772,31.0,17.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0
0.6409027348275341,0.08598190044735206,0.041650009271417494,-2.309214463380937,1.4971727034515103,-0.21202528054091527,1.7924629635502707,0.7621716347398099,7.4029779219211775,-0.1926723061434772,22.0,17.0,10.0,5.0,0.0,3.0,0.0,0.0,1.0
0.3948204330685353,-0.02147937779025653,-0.3152072701660878,-1.446187862917824,1.4348296873487374,0.7868190219459402,-0.5320984092634011,0.7621716347398099,10.012657954707077,-0.1926723061434772,22.0,22.0,8.0,4.0,2.0,3.0,0.0,0.0,1.0
-0.5051376990786601,0.8897333787724793,0.9801977258872742,0.6035003131820696,-0.37311777963167847,-0.5151764696225289,1.579378171042351,-1.4423518327141434,-0.16509417315792713,-0.1926723061434772,18.0,2.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0
-0.34108283123932764,0.7013081237805081,0.6168045988410232,0.1719870129505131,1.1231146068348725,0.09112590854069859,1.1338372412530637,-0.017476908628051645,-0.16509417315792713,-0.1926723061434772,9.0,2.0,17.0,1.0,2.0,5.0,1.0,0.0,0.0
-0.30592821670232784,1.5521659158536278,1.6716904028925499,-0.47528293739682176,1.4348296873487374,1.3892348464029936,-0.6289551331306374,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,22.0,10.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0
-0.481701289387327,1.2106451411806805,1.2141810702803637,0.06410868789262397,1.2478006390404184,-0.1537269749482971,-0.20278554811479757,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,14.0,13.0,17.0,1.0,2.0,4.0,1.0,0.0,0.0
-0.4348284700046605,0.14339272032771827,0.4651729343181272,0.06410868789262397,0.3749984136015971,-1.2108695830277707,-1.694379095670237,-1.388582967654291,-0.16509417315792713,-0.1926723061434772,9.0,13.0,17.0,1.0,2.0,1.0,1.0,0.0,0.0
0.6432463757966674,0.14339272032771827,0.4651729343181272,0.06410868789262397,0.3749984136015971,-1.2108695830277707,-1.694379095670237,-1.388582967654291,-0.16509417315792713,-0.1926723061434772,22.0,13.0,17.0,1.0,2.0,1.0,1.0,0.0,0.0
-0.4254539061281273,1.290137045630418,0.9880407430177688,-0.04376963716526517,-1.4329490533788187,2.388079148889849,-1.5975223718030007,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,22.0,15.0,21.0,1.0,1.0,1.0,1.0,0.0,0.0
-0.6106015426896596,0.15664137106934128,0.4769374600138691,-0.04376963716526517,0.12562634919050522,-0.8649663031782371,-1.2585238382676736,0.7352872022098836,-0.16509417315792713,-0.1926723061434772,3.0,2.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0
-0.54029231361566,0.3642035660214345,0.5213812237533386,-0.04376963716526517,-0.06140269911781365,-0.690071386400383,-1.03575337337303,0.7352872022098836,-0.16509417315792713,-0.1926723061434772,18.0,2.0,17.0,1.0,0.0,6.0,1.0,0.0,0.0
-0.5285741087699934,-0.561729913587549,-0.9165052501706755,-0.47528293739682176,0.3749984136015971,0.7868190219459402,0.6301822771434348,0.7621716347398099,-0.16509417315792713,1.5699977933233502,26.0,17.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0
-0.6574743620723261,-0.28498032031809123,-0.13089636759946424,1.2507702635294045,-0.4354607957344514,-0.690071386400383,-1.4716086307755933,-1.7649650230732585,-0.16509417315792713,-0.1926723061434772,23.0,26.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
0.11592715774167008,1.7302866647132258,1.808943202676206,-2.309214463380937,0.7490565102182348,1.692386035484607,-0.05750046231394308,0.4395584443806948,-0.16509417315792713,-0.1926723061434772,25.0,17.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0
2.5650319704859914,-1.705530094280999,-1.9700838847004538,2.2216751890504067,0.06328333308773226,0.08335280112834952,-1.326323544974739,0.7621716347398099,-0.16509417315792713,0.5676951877441738,25.0,26.0,1.0,5.0,2.0,6.0,0.0,1.0,1.0
0.11592715774167008,-1.3875624764820476,-1.2380689525209554,1.574405238703072,0.499684445807143,-0.690071386400383,-1.2585238382676736,0.7621716347398099,-0.16509417315792713,0.22207359961342338,24.0,26.0,1.0,5.0,1.0,6.0,0.0,1.0,1.0
-0.31764642154799444,-0.5411209013228021,-0.14266089329520615,1.8980402138767394,-0.9342049245566351,-0.8649663031782371,0.04904193394001687,-1.0122009122353233,-0.16509417315792713,-0.1926723061434772,22.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.3854458691920021,-0.5190398167534305,-1.0119286252583601,-1.6619445130336024,0.18796936529327818,1.5874490854178946,1.1144658964796164,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,26.0,17.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.4206004837290019,-0.18193525899435703,-0.7387301952127975,-1.446187862917824,-0.06140269911781365,2.5862933879047505,1.1144658964796164,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,26.0,17.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.16279997712433653,0.20374768481733405,0.05864321305415586,-1.2304312128020458,-0.37311777963167847,0.1805166437827129,0.7076676562372238,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,27.0,17.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.33857304980933567,-0.5190398167534305,-1.0119286252583601,-1.6619445130336024,0.18796936529327818,1.5874490854178946,1.1144658964796164,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,22.0,17.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.3996738554676607,-1.2815732705490641,-0.8001671627350053,0.7113786382399588,0.9360855585265537,-0.8649663031782371,0.7076676562372238,-1.9262716182528161,-0.16509417315792713,-0.1926723061434772,34.0,10.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0
-0.3879556506219941,0.027099008262361057,0.024656805488679157,1.4665269136451828,-0.8095188923510892,-0.3402815528446748,0.48489719134258036,-1.7918494556031848,-0.16509417315792713,-0.1926723061434772,29.0,10.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0
-0.27077360216532803,-0.4527965630453156,-0.29952123590509855,1.3586485885872936,-0.7471758762483162,-0.690071386400383,0.9207524487451438,-1.7380805905433323,-0.16509417315792713,-0.1926723061434772,17.0,13.0,17.0,0.0,0.0,3.0,1.0,0.0,0.0
-0.35280103608499425,-1.5185769115936527,-1.8589744753517796,-0.5831612624547109,0.3749984136015971,0.35152500685439225,0.7076676562372238,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,15.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0
-0.4231102651589939,-1.2447714629334445,-1.6825065899156506,-0.7989179125704892,-0.7471758762483162,2.5862933879047505,0.8238957248779075,-0.8508943170557657,-0.16509417315792713,-0.1926723061434772,22.0,7.0,10.0,1.0,1.0,2.0,1.0,1.0,0.0
-0.5051376990786601,-0.6338614565141629,-0.529583071732941,0.819256963297848,1.1854576229376454,-0.6123403122768923,1.1144658964796164,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,25.0,1.0,1.0,3.0,0.0,4.0,1.0,1.0,1.0
-0.0012548907149960088,-0.8693930252541269,-0.4341596966452563,0.6035003131820696,1.3101436551431915,-0.8649663031782371,-1.2585238382676736,0.7621716347398099,-0.16509417315792713,4.542343451247805,14.0,2.0,17.0,5.0,2.0,4.0,0.0,1.0,1.0
2.2603586444986594,-0.6338614565141629,-0.529583071732941,0.819256963297848,1.1854576229376454,-0.6123403122768923,1.1144658964796164,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,5.0,6.0,9.0,3.0,0.0,4.0,1.0,1.0,1.0
3.46733374360232,-0.6338614565141629,-0.529583071732941,0.819256963297848,1.1854576229376454,-0.6123403122768923,1.1144658964796164,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,23.0,9.0,1.0,3.0,0.0,4.0,1.0,1.0,1.0
-0.3996738554676607,2.254344405159646,2.258609518157898,-0.1516479622231543,-0.37311777963167847,-0.06433623970628279,-0.1834142033413503,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,21.0,10.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0
-0.5285741087699934,0.6600900992510144,0.9239894364520627,-0.04376963716526517,-0.4978038118372244,-0.8649663031782371,-1.2585238382676736,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,14.0,13.0,17.0,1.0,2.0,6.0,1.0,0.0,0.0
-0.4067047783750607,0.6748108222972622,0.8337947394513745,0.06410868789262397,-0.5601468279399974,-0.690071386400383,-1.4716086307755933,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,22.0,16.0,8.0,1.0,2.0,6.0,1.0,0.0,0.0
-0.4231102651589939,0.216996335558957,0.5305314104055824,-0.7989179125704892,0.3749984136015971,-0.8649663031782371,-0.3868133234625466,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,23.0,15.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0
-0.4231102651589939,0.216996335558957,0.5305314104055824,-0.7989179125704892,0.3749984136015971,-0.8649663031782371,-0.3868133234625466,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,22.0,15.0,10.0,1.0,1.0,4.0,1.0,1.0,0.0
0.02218151897633721,0.216996335558957,0.5305314104055824,-0.7989179125704892,0.3749984136015971,-0.8649663031782371,-0.3868133234625466,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,30.0,17.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0
-0.35280103608499425,0.2964882400086949,0.2638688279687652,-1.0146745626862674,0.3749984136015971,-0.21202528054091527,-0.43524168539616476,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,24.0,17.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0
-0.32936462639366104,-1.5524345746000225,-1.0406863547368406,-0.6910395875126,0.6867134941154619,-1.0359746662499167,0.7076676562372238,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,10.0,19.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0
0.9127650872469995,2.975659834425785,2.9605595513371665,-3.064362738786161,-0.4354607957344514,2.986608419640728,-0.14467151379445578,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,21.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.4348284700046605,2.6208904090112144,2.6546818832478762,-2.5249711134967154,0.3126553974988241,0.5264199236322464,-0.3868133234625466,0.6815183371500311,-0.16509417315792713,-0.1926723061434772,8.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.54029231361566,1.5080037467148848,1.5226730774131523,-0.04376963716526517,-0.4978038118372244,-0.5151764696225289,-1.4716086307755933,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,7.0,2.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0
0.8893286775556662,1.5227244697611326,1.5788813668483637,-0.47528293739682176,0.25031238139605116,0.1805166437827129,0.04904193394001687,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,28.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2.6704958140969906,1.6198812418663677,1.6560043686315609,-0.25952628728104343,-0.06140269911781365,0.35152500685439225,-0.3868133234625466,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,34.0,15.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.0012548907149960088,2.45307416628399,2.334425350419346,0.1719870129505131,-2.555123343228732,-0.3402815528446748,-1.03575337337303,0.6546339046201048,-0.16509417315792713,-0.1926723061434772,22.0,10.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
-0.5637287233069932,0.7175009191313806,0.9749690478002777,0.27986533800840224,-0.8718619084538621,-1.0359746662499167,-1.2585238382676736,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,4.0,13.0,2.0,1.0,2.0,5.0,1.0,0.0,0.0
-0.5871651329983264,1.5227244697611326,1.4899938393694245,0.38774366306629143,-1.3706060372760458,-0.5151764696225289,-1.03575337337303,-0.7164721544061344,-0.16509417315792713,-0.1926723061434772,15.0,13.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0
-0.14187334886299532,0.7719675944024973,1.0233343201049947,-0.3674046123389326,-1.9316931822010024,-1.0359746662499167,1.1435229136397873,-0.259436801397388,-0.16509417315792713,-0.1926723061434772,16.0,2.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0
-0.481701289387327,0.08745397275197683,0.09785829870662896,-0.7989179125704892,-0.8718619084538621,-0.36748742878789664,1.0757232069327218,0.4933273094405473,-0.16509417315792713,-0.1926723061434772,7.0,2.0,17.0,1.0,2.0,3.0,1.0,0.0,0.0
-0.54029231361566,-0.04208839005500337,0.11354433296761822,1.1428919384715155,-0.5601468279399974,-0.690071386400383,-1.4716086307755933,-0.5551655592265768,-0.16509417315792713,-0.1926723061434772,30.0,17.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0
-0.5637287233069932,0.06095667126873086,0.3919714411001773,1.0350136134136263,-0.6224898440427703,-0.8649663031782371,-1.694379095670237,-1.6305428604236272,-0.16509417315792713,-0.1926723061434772,23.0,26.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0
-0.35280103608499425,-0.1407172344648633,-0.6341566334728692,-1.3383095378599348,0.9984285746293267,1.9877641171538722,0.7270390010106712,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,25.0,17.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.5051376990786601,0.04034765900398403,-0.4250095099930125,-1.3383095378599348,0.7490565102182348,1.9877641171538722,0.7270390010106712,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,27.0,17.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.4113920603133273,0.21846840786358182,-0.21847672555665418,-1.446187862917824,0.5620274619099159,1.9877641171538722,0.6301822771434348,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,30.0,17.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.02218151897633721,0.27293508313469844,-0.10606014668623126,-1.446187862917824,0.7490565102182348,1.5874490854178946,0.6301822771434348,0.7621716347398099,-0.16509417315792713,-0.1926723061434772,21.0,17.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
