Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
2023-12-29 00:00:00,2.21,-1.03,1009,90,3.23,21,100,Clouds,overcast clouds,0.0,0.0
2023-12-29 01:00:00,1.74,-1.89,1011,89,3.62,23,100,Clouds,overcast clouds,0.0,0.0
2023-12-29 02:00:00,1.78,-2.77,1009,92,5.14,20,100,Clouds,overcast clouds,0.0,0.0
2023-12-29 03:00:00,1.68,-2.61,1008,92,4.63,20,100,Clouds,overcast clouds,0.0,0.0
2023-12-29 04:00:00,1.39,-1.91,1008,93,3.09,10,100,Clouds,overcast clouds,0.0,0.0
2023-12-29 05:00:00,1.3,-2.77,1007,95,4.12,20,100,Snow,light snow,0.0,0.12
2023-12-29 06:00:00,1.16,-2.58,1006,95,3.6,20,100,Clouds,overcast clouds,0.0,0.0
2023-12-29 07:00:00,0.85,-2.96,1006,93,3.6,10,100,Mist,mist,0.0,0.0
2023-12-29 08:00:00,0.84,-0.54,1006,93,1.34,45,100,Clouds,overcast clouds,0.0,0.0
2023-12-29 09:00:00,0.74,-2.69,1005,95,3.09,30,100,Clouds,overcast clouds,0.0,0.0
2023-12-29 10:00:00,0.68,-3.16,1005,93,3.6,360,100,Rain,light rain,0.51,0.0
2023-12-29 11:00:00,0.6,-2.38,1005,95,2.57,10,100,Mist,mist,0.0,0.0
2023-12-29 12:00:00,0.54,-1.9,1004,95,2.06,10,100,Mist,mist,0.0,0.0
2023-12-29 13:00:00,0.54,-2.93,1004,96,3.09,20,100,Mist,mist,0.0,0.0
2023-12-29 14:00:00,0.61,-2.84,1004,96,3.09,20,100,Mist,mist,0.0,0.0
2023-12-29 15:00:00,0.72,-3.12,1004,96,3.6,20,100,Drizzle,light intensity drizzle,0.0,0.31
2023-12-29 16:00:00,1.0,-1.36,1004,95,2.06,20,100,Mist,mist,0.0,0.0
2023-12-29 17:00:00,1.21,-1.12,1003,95,2.06,30,100,Drizzle,light intensity drizzle,0.51,0.0
2023-12-29 18:00:00,1.41,-1.42,1003,95,2.57,340,100,Snow,light snow,0.0,0.23
2023-12-29 19:00:00,1.41,-0.88,1002,95,2.06,320,100,Mist,mist,0.0,0.0
2023-12-29 20:00:00,1.44,-0.85,1002,95,2.06,320,100,Mist,mist,0.0,0.0
2023-12-29 21:00:00,1.3,-0.33,1003,97,1.54,330,100,Drizzle,light intensity drizzle,0.0,0.75
2023-12-29 22:00:00,0.95,-1.42,1003,95,2.06,310,100,Rain,light rain,0.51,0.0
2023-12-29 23:00:00,0.37,-1.39,1003,95,1.54,310,100,Snow,snow,0.0,0.98
