Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
2023-10-11 00:00:00,9.64,9.64,1009,86,0.0,0,100,Clouds,overcast clouds,0.0,0
2023-10-11 01:00:00,9.55,9.07,1009,88,1.56,183,98,Clouds,overcast clouds,0.0,0
2023-10-11 02:00:00,9.46,8.53,1009,88,2.04,170,99,Clouds,overcast clouds,0.0,0
2023-10-11 03:00:00,9.41,8.0,1009,89,2.69,182,99,Clouds,overcast clouds,0.0,0
2023-10-11 04:00:00,9.04,7.88,1009,89,2.24,178,99,Clouds,overcast clouds,0.0,0
2023-10-11 05:00:00,8.7,7.86,1009,90,1.8,170,100,Clouds,overcast clouds,0.0,0
2023-10-11 06:00:00,8.72,8.72,1009,91,0.0,0,100,Clouds,overcast clouds,0.0,0
2023-10-11 07:00:00,8.66,8.08,1009,91,1.54,140,100,Clouds,overcast clouds,0.0,0
2023-10-11 08:00:00,8.72,8.72,1009,91,0.45,158,100,Rain,light rain,0.87,0
2023-10-11 09:00:00,8.63,8.63,1009,91,0.45,158,100,Rain,light rain,0.46,0
2023-10-11 10:00:00,8.54,8.54,1009,92,1.03,0,100,Clouds,overcast clouds,0.0,0
2023-10-11 11:00:00,8.73,6.56,1009,89,3.77,175,100,Rain,moderate rain,1.22,0
2023-10-11 12:00:00,8.6,7.09,1009,90,2.61,175,100,Clouds,overcast clouds,0.0,0
2023-10-11 13:00:00,9.18,9.18,1009,88,0.45,113,100,Clouds,overcast clouds,0.0,0
2023-10-11 14:00:00,9.61,7.72,1010,90,3.6,140,100,Rain,light rain,0.61,0
2023-10-11 15:00:00,10.53,9.96,1009,89,0.45,113,100,Clouds,overcast clouds,0.0,0
2023-10-11 16:00:00,10.75,10.15,1010,87,2.57,170,100,Clouds,overcast clouds,0.0,0
2023-10-11 17:00:00,11.17,10.56,1009,85,3.6,180,100,Clouds,overcast clouds,0.0,0
2023-10-11 18:00:00,11.28,10.6,1009,82,3.09,180,100,Clouds,overcast clouds,0.0,0
2023-10-11 19:00:00,11.14,10.42,1009,81,4.63,230,100,Drizzle,light intensity drizzle,0.0,0
2023-10-11 20:00:00,11.31,10.61,1009,81,4.12,220,100,Clouds,overcast clouds,0.0,0
2023-10-11 21:00:00,11.47,10.76,1010,80,3.09,180,75,Clouds,broken clouds,0.0,0
2023-10-11 22:00:00,10.89,10.2,1010,83,2.06,210,100,Clouds,overcast clouds,0.0,0
2023-10-11 23:00:00,9.8,9.19,1010,87,1.73,203,75,Clouds,broken clouds,0.0,0
