Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
2023-10-06 00:00:00,22.35,22.21,1016,60,1.79,203,100,Clouds,overcast clouds,0,0
2023-10-06 01:00:00,21.35,21.19,1016,63,4.24,171,100,Clouds,overcast clouds,0,0
2023-10-06 02:00:00,21.19,20.98,1016,62,1.34,158,100,Clouds,overcast clouds,0,0
2023-10-06 03:00:00,20.34,20.02,1015,61,2.24,158,100,Clouds,overcast clouds,0,0
2023-10-06 04:00:00,19.98,19.57,1015,59,0.89,248,100,Clouds,overcast clouds,0,0
2023-10-06 05:00:00,19.74,19.39,1015,62,1.79,203,100,Clouds,overcast clouds,0,0
2023-10-06 06:00:00,19.23,18.91,1015,65,6.69,200,0,Clear,clear sky,0,0
2023-10-06 07:00:00,18.76,18.47,1015,68,6.69,180,0,Clear,clear sky,0,0
2023-10-06 08:00:00,18.44,18.22,1014,72,0.89,135,100,Clouds,overcast clouds,0,0
2023-10-06 09:00:00,18.07,17.86,1014,74,1.79,113,100,Clouds,overcast clouds,0,0
2023-10-06 10:00:00,17.82,17.67,1014,77,1.79,180,100,Clouds,overcast clouds,0,0
2023-10-06 11:00:00,17.81,17.68,1014,78,1.79,158,100,Clouds,overcast clouds,0,0
2023-10-06 12:00:00,17.83,17.73,1014,79,1.34,158,98,Clouds,overcast clouds,0,0
2023-10-06 13:00:00,19.25,19.27,1014,78,1.34,158,100,Clouds,overcast clouds,0,0
2023-10-06 14:00:00,20.09,20.09,1014,74,1.79,158,100,Clouds,overcast clouds,0,0
2023-10-06 15:00:00,21.65,21.67,1013,69,1.34,180,100,Clouds,overcast clouds,0,0
2023-10-06 16:00:00,22.23,22.28,1013,68,1.34,158,100,Clouds,overcast clouds,0,0
2023-10-06 17:00:00,23.25,23.35,1013,66,2.24,135,100,Clouds,overcast clouds,0,0
2023-10-06 18:00:00,22.74,22.85,1012,68,2.24,135,100,Clouds,overcast clouds,0,0
2023-10-06 19:00:00,22.97,23.1,1011,68,1.79,135,100,Clouds,overcast clouds,0,0
2023-10-06 20:00:00,22.75,22.86,1011,68,3.13,180,100,Clouds,overcast clouds,0,0
2023-10-06 21:00:00,22.12,22.19,1012,69,3.54,224,100,Clouds,overcast clouds,0,0
2023-10-06 22:00:00,19.94,20.05,1012,79,7.72,160,100,Clouds,overcast clouds,0,0
2023-10-06 23:00:00,18.9,19.07,1013,85,6.69,250,100,Clouds,overcast clouds,0,0
