Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
2023-11-18 00:00:00,7.96,4.26,1007,90,7.2,310,100,Rain,light rain,0.19,0
2023-11-18 01:00:00,6.94,6.94,1007,91,0.89,293,100,Clouds,overcast clouds,0.0,0
2023-11-18 02:00:00,6.6,3.28,1008,88,5.14,280,100,Clouds,overcast clouds,0.0,0
2023-11-18 03:00:00,5.74,3.0,1009,87,3.6,290,100,Clouds,overcast clouds,0.0,0
2023-11-18 04:00:00,4.27,4.27,1010,85,0.89,293,100,Clouds,overcast clouds,0.0,0
2023-11-18 05:00:00,3.6,-0.73,1010,83,5.66,340,100,Clouds,overcast clouds,0.0,0
2023-11-18 06:00:00,2.96,2.96,1011,83,0.89,270,100,Clouds,overcast clouds,0.0,0
2023-11-18 07:00:00,2.13,2.13,1011,84,0.89,293,16,Clouds,few clouds,0.0,0
2023-11-18 08:00:00,1.61,-1.64,1011,84,3.09,310,75,Clouds,broken clouds,0.0,0
2023-11-18 09:00:00,1.14,1.14,1012,85,0.89,270,18,Clouds,few clouds,0.0,0
2023-11-18 10:00:00,1.17,1.17,1012,86,0.45,293,34,Clouds,scattered clouds,0.0,0
2023-11-18 11:00:00,1.18,1.18,1012,85,0.89,293,47,Clouds,scattered clouds,0.0,0
2023-11-18 12:00:00,1.03,1.03,1013,84,0.45,248,39,Clouds,scattered clouds,0.0,0
2023-11-18 13:00:00,1.08,1.08,1013,83,0.89,270,68,Clouds,broken clouds,0.0,0
2023-11-18 14:00:00,1.14,1.14,1013,83,0.89,270,53,Clouds,broken clouds,0.0,0
2023-11-18 15:00:00,1.62,1.62,1013,81,0.89,270,63,Clouds,broken clouds,0.0,0
2023-11-18 16:00:00,1.99,-0.4,1012,79,2.24,293,71,Clouds,broken clouds,0.0,0
2023-11-18 17:00:00,2.6,-0.01,1012,72,2.57,280,100,Clouds,overcast clouds,0.0,0
2023-11-18 18:00:00,3.02,0.39,1011,69,2.68,248,65,Clouds,broken clouds,0.0,0
2023-11-18 19:00:00,3.21,1.53,1011,65,1.79,270,3,Clear,clear sky,0.0,0
2023-11-18 20:00:00,2.88,0.23,1011,63,2.68,293,3,Clear,clear sky,0.0,0
2023-11-18 21:00:00,1.85,-3.41,1010,63,6.69,280,20,Clouds,few clouds,0.0,0
2023-11-18 22:00:00,1.04,-0.98,1010,67,1.79,248,5,Clear,clear sky,0.0,0
2023-11-18 23:00:00,0.72,0.72,1010,69,0.89,248,5,Clear,clear sky,0.0,0
