Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
2024-01-02 00:00:00,-5.56,-11.61,1020,70,4.63,250,100,Clouds,overcast clouds,0,0
2024-01-02 01:00:00,-5.71,-9.45,1020,71,2.24,270,22,Clouds,few clouds,0,0
2024-01-02 02:00:00,-5.64,-10.41,1020,72,3.13,270,20,Clouds,few clouds,0,0
2024-01-02 03:00:00,-5.7,-11.19,1020,72,3.89,245,40,Clouds,scattered clouds,0,0
2024-01-02 04:00:00,-5.51,-10.69,1019,73,3.58,270,49,Clouds,scattered clouds,0,0
2024-01-02 05:00:00,-5.57,-9.28,1019,74,2.24,225,59,Clouds,broken clouds,0,0
2024-01-02 06:00:00,-5.45,-8.48,1018,75,1.79,225,65,Clouds,broken clouds,0,0
2024-01-02 07:00:00,-5.78,-11.72,1018,78,4.42,235,24,Clouds,few clouds,0,0
2024-01-02 08:00:00,-5.6,-9.32,1018,79,2.24,248,26,Clouds,scattered clouds,0,0
2024-01-02 09:00:00,-5.39,-9.07,1017,80,2.24,248,29,Clouds,scattered clouds,0,0
2024-01-02 10:00:00,-5.32,-8.33,1017,82,1.79,248,76,Clouds,broken clouds,0,0
2024-01-02 11:00:00,-5.0,-12.0,1017,82,7.72,230,75,Clouds,broken clouds,0,0
2024-01-02 12:00:00,-4.66,-6.76,1017,83,1.34,248,78,Clouds,broken clouds,0,0
2024-01-02 13:00:00,-3.84,-8.24,1017,81,3.13,225,32,Clouds,scattered clouds,0,0
2024-01-02 14:00:00,-2.91,-7.12,1017,81,3.13,248,22,Clouds,few clouds,0,0
2024-01-02 15:00:00,-2.49,-7.36,1017,81,4.02,248,20,Clouds,few clouds,0,0
2024-01-02 16:00:00,-2.28,-6.75,1016,81,3.58,225,30,Clouds,scattered clouds,0,0
2024-01-02 17:00:00,-1.88,-6.27,1015,79,3.58,248,31,Clouds,scattered clouds,0,0
2024-01-02 18:00:00,-1.66,-6.34,1015,78,4.02,248,30,Clouds,scattered clouds,0,0
2024-01-02 19:00:00,-1.5,-5.8,1014,78,3.58,248,68,Clouds,broken clouds,0,0
2024-01-02 20:00:00,-1.04,-3.96,1014,78,2.24,248,71,Clouds,broken clouds,0,0
2024-01-02 21:00:00,-0.88,-4.67,1013,78,3.13,248,81,Clouds,broken clouds,0,0
2024-01-02 22:00:00,-0.55,-2.82,1013,79,1.79,248,85,Clouds,overcast clouds,0,0
2024-01-02 23:00:00,-0.27,-1.79,1013,78,1.34,248,88,Clouds,overcast clouds,0,0
