Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
2024-03-23 00:00:00,-4.84,-8.51,1028,48,2.3,266,100,Clouds,overcast clouds,0,0.0
2024-03-23 01:00:00,-4.74,-8.05,1028,49,2.05,257,100,Clouds,overcast clouds,0,0.0
2024-03-23 02:00:00,-4.74,-7.44,1028,50,1.66,248,100,Clouds,overcast clouds,0,0.0
2024-03-23 03:00:00,-4.94,-4.94,1028,51,0.71,279,100,Clouds,overcast clouds,0,0.0
2024-03-23 04:00:00,-4.85,-4.85,1027,51,0.89,338,100,Clouds,overcast clouds,0,0.0
2024-03-23 05:00:00,-4.94,-7.33,1026,53,1.47,93,100,Clouds,overcast clouds,0,0.0
2024-03-23 06:00:00,-4.82,-8.67,1026,54,2.45,94,100,Clouds,overcast clouds,0,0.0
2024-03-23 07:00:00,-5.48,-10.67,1025,67,3.6,100,100,Clouds,overcast clouds,0,0.0
2024-03-23 08:00:00,-6.31,-11.68,1025,81,3.6,110,100,Clouds,overcast clouds,0,0.0
2024-03-23 09:00:00,-6.53,-12.41,1024,87,4.12,60,100,Snow,light snow,0,0.1
2024-03-23 10:00:00,-6.74,-13.74,1024,88,5.66,40,100,Snow,light snow,0,0.18
2024-03-23 11:00:00,-6.86,-13.86,1024,88,6.69,50,100,Snow,light snow,0,0.45
2024-03-23 12:00:00,-6.81,-13.81,1024,90,6.17,40,100,Snow,snow,0,0.56
2024-03-23 13:00:00,-6.75,-13.75,1023,91,8.23,40,100,Snow,snow,0,0.55
2024-03-23 14:00:00,-6.81,-13.81,1023,91,5.66,50,100,Snow,snow,0,0.59
2024-03-23 15:00:00,-6.68,-13.68,1022,90,7.72,20,75,Snow,snow,0,0.69
2024-03-23 16:00:00,-6.63,-13.63,1022,89,7.2,30,100,Snow,snow,0,0.56
2024-03-23 17:00:00,-6.57,-13.57,1021,85,9.26,20,100,Snow,light snow,0,0.44
2024-03-23 18:00:00,-6.64,-13.64,1020,85,10.29,30,100,Snow,light snow,0,0.24
2024-03-23 19:00:00,-6.54,-9.74,1020,84,1.79,0,100,Snow,light snow,0,0.2
2024-03-23 20:00:00,-6.61,-9.82,1020,86,1.79,0,100,Snow,light snow,0,0.14
2024-03-23 21:00:00,-6.42,-13.42,1020,84,8.23,20,100,Clouds,overcast clouds,0,0.0
2024-03-23 22:00:00,-6.39,-13.39,1020,86,6.17,10,100,Clouds,overcast clouds,0,0.0
2024-03-23 23:00:00,-6.32,-9.48,1020,85,1.79,68,100,Clouds,overcast clouds,0,0.0
