Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
2023-11-17 00:00:00,6.56,4.85,1020,73,2.37,162,96,Clouds,overcast clouds,0.0,0
2023-11-17 01:00:00,5.88,4.03,1019,74,2.39,159,100,Clouds,overcast clouds,0.0,0
2023-11-17 02:00:00,5.92,3.89,1018,76,2.62,168,100,Clouds,overcast clouds,0.0,0
2023-11-17 03:00:00,5.49,5.49,1017,76,0.45,158,100,Clouds,overcast clouds,0.0,0
2023-11-17 04:00:00,5.46,5.46,1016,76,0.45,180,98,Clouds,overcast clouds,0.0,0
2023-11-17 05:00:00,5.5,5.5,1016,77,0.45,158,99,Clouds,overcast clouds,0.0,0
2023-11-17 06:00:00,5.43,4.65,1015,78,1.34,180,95,Clouds,overcast clouds,0.0,0
2023-11-17 07:00:00,5.71,5.71,1014,79,0.89,158,100,Clouds,overcast clouds,0.0,0
2023-11-17 08:00:00,6.31,5.65,1012,78,1.34,203,100,Clouds,overcast clouds,0.0,0
2023-11-17 09:00:00,6.86,6.86,1011,75,0.45,203,100,Clouds,overcast clouds,0.0,0
2023-11-17 10:00:00,7.26,7.26,1010,75,0.45,135,100,Clouds,overcast clouds,0.0,0
2023-11-17 11:00:00,7.34,5.88,1010,74,2.24,135,100,Clouds,overcast clouds,0.0,0
2023-11-17 12:00:00,8.43,6.84,1008,71,2.68,158,100,Clouds,overcast clouds,0.0,0
2023-11-17 13:00:00,8.87,5.75,1008,72,6.17,180,100,Clouds,overcast clouds,0.0,0
2023-11-17 14:00:00,9.75,5.93,1008,69,9.77,180,100,Clouds,overcast clouds,0.0,0
2023-11-17 15:00:00,10.44,9.26,1006,66,7.2,170,100,Clouds,overcast clouds,0.0,0
2023-11-17 16:00:00,11.77,10.62,1005,62,7.72,170,75,Clouds,broken clouds,0.0,0
2023-11-17 17:00:00,12.47,11.31,1004,59,2.68,158,100,Clouds,overcast clouds,0.0,0
2023-11-17 18:00:00,11.91,10.91,1003,67,7.72,180,100,Rain,light rain,0.95,0
2023-11-17 19:00:00,11.02,10.34,1004,83,3.13,248,100,Rain,moderate rain,1.62,0
2023-11-17 20:00:00,11.02,10.37,1004,84,1.79,203,100,Rain,light rain,0.53,0
2023-11-17 21:00:00,10.21,9.64,1005,90,1.34,248,100,Rain,moderate rain,2.05,0
2023-11-17 22:00:00,9.99,9.6,1005,92,1.54,200,100,Mist,mist,0.0,0
2023-11-17 23:00:00,10.1,9.62,1005,94,5.14,220,100,Rain,light rain,0.99,0
