Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
2023-12-22 00:00:00,-6.77,-11.72,1037,68,3.08,7,6,Clear,clear sky,0,0
2023-12-22 01:00:00,-7.34,-10.66,1036,72,1.79,23,5,Clear,clear sky,0,0
2023-12-22 02:00:00,-7.7,-7.7,1036,72,0.89,45,3,Clear,clear sky,0,0
2023-12-22 03:00:00,-8.51,-13.62,1037,74,2.91,22,2,Clear,clear sky,0,0
2023-12-22 04:00:00,-8.67,-13.6,1035,75,2.74,21,1,Clear,clear sky,0,0
2023-12-22 05:00:00,-8.88,-8.88,1036,77,0.89,68,1,Clear,clear sky,0,0
2023-12-22 06:00:00,-9.26,-11.96,1035,75,1.34,45,1,Clear,clear sky,0,0
2023-12-22 07:00:00,-9.89,-14.28,1036,65,2.19,19,0,Clear,clear sky,0,0
2023-12-22 08:00:00,-9.65,-9.65,1035,72,0.89,23,1,Clear,clear sky,0,0
2023-12-22 09:00:00,-9.94,-9.94,1035,82,0.89,45,5,Clear,clear sky,0,0
2023-12-22 10:00:00,-10.41,-10.41,1035,78,0.89,23,6,Clear,clear sky,0,0
2023-12-22 11:00:00,-10.3,-10.3,1035,75,0.89,23,9,Clear,clear sky,0,0
2023-12-22 12:00:00,-10.46,-13.32,1035,84,1.34,68,12,Clouds,few clouds,0,0
2023-12-22 13:00:00,-10.51,-13.45,1036,77,1.37,50,25,Clouds,scattered clouds,0,0
2023-12-22 14:00:00,-9.39,-9.39,1035,82,0.89,90,23,Clouds,few clouds,0,0
2023-12-22 15:00:00,-7.85,-7.85,1035,77,0.45,45,19,Clouds,few clouds,0,0
2023-12-22 16:00:00,-7.36,-7.36,1034,71,0.89,45,18,Clouds,few clouds,0,0
2023-12-22 17:00:00,-6.79,-9.17,1034,72,1.34,0,17,Clouds,few clouds,0,0
2023-12-22 18:00:00,-5.43,-5.43,1034,69,1.17,70,17,Clouds,few clouds,0,0
2023-12-22 19:00:00,-5.31,-5.31,1033,68,0.89,113,57,Clouds,broken clouds,0,0
2023-12-22 20:00:00,-5.34,-5.34,1033,68,0.45,90,78,Clouds,broken clouds,0,0
2023-12-22 21:00:00,-5.63,-5.63,1033,69,0.89,68,78,Clouds,broken clouds,0,0
2023-12-22 22:00:00,-6.9,-9.29,1033,75,1.34,83,82,Clouds,broken clouds,0,0
2023-12-22 23:00:00,-6.8,-6.8,1032,75,0.45,45,84,Clouds,broken clouds,0,0
