Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
2023-10-23 00:00:00,7.22,6.43,1007,95,1.54,250,100,Drizzle,light intensity drizzle,0.0,0
2023-10-23 01:00:00,7.44,6.68,1008,96,1.54,280,100,Rain,light rain,0.1,0
2023-10-23 02:00:00,7.92,6.72,1009,96,2.06,300,100,Mist,mist,0.56,0
2023-10-23 03:00:00,7.78,7.78,1010,96,1.18,283,100,Rain,light rain,1.0,0
2023-10-23 04:00:00,7.62,4.78,1011,95,4.63,320,100,Rain,light rain,0.71,0
2023-10-23 05:00:00,7.55,5.21,1012,95,3.6,310,100,Clouds,overcast clouds,0.0,0
2023-10-23 06:00:00,7.33,4.94,1013,95,3.6,280,100,Drizzle,light intensity drizzle,0.0,0
2023-10-23 07:00:00,6.97,5.18,1014,95,2.57,300,100,Clouds,overcast clouds,0.0,0
2023-10-23 08:00:00,6.75,4.55,1015,95,3.09,280,100,Clouds,overcast clouds,0.0,0
2023-10-23 09:00:00,6.48,3.61,1016,95,4.12,280,100,Clouds,overcast clouds,0.0,0
2023-10-23 10:00:00,6.35,4.07,1016,95,3.09,270,100,Clouds,overcast clouds,0.0,0
2023-10-23 11:00:00,6.24,6.24,1018,95,0.89,270,100,Clouds,overcast clouds,0.0,0
2023-10-23 12:00:00,6.32,6.32,1019,94,0.89,225,100,Clouds,overcast clouds,0.0,0
2023-10-23 13:00:00,6.39,3.25,1020,94,4.63,280,100,Clouds,overcast clouds,0.0,0
2023-10-23 14:00:00,6.94,6.94,1020,93,0.89,225,98,Clouds,overcast clouds,0.0,0
2023-10-23 15:00:00,7.47,4.37,1021,91,5.14,250,75,Clouds,broken clouds,0.0,0
2023-10-23 16:00:00,8.34,5.9,1021,87,4.12,260,100,Clouds,overcast clouds,0.0,0
2023-10-23 17:00:00,9.0,6.49,1022,82,4.63,250,75,Clouds,broken clouds,0.0,0
2023-10-23 18:00:00,9.36,6.55,1022,81,5.66,240,100,Clouds,overcast clouds,0.0,0
2023-10-23 19:00:00,10.23,9.29,1022,76,1.79,248,21,Clouds,few clouds,0.0,0
2023-10-23 20:00:00,10.58,9.63,1022,74,1.79,248,17,Clouds,few clouds,0.0,0
2023-10-23 21:00:00,9.69,9.69,1023,76,0.89,225,13,Clouds,few clouds,0.0,0
2023-10-23 22:00:00,8.26,8.26,1023,83,0.89,225,11,Clouds,few clouds,0.0,0
2023-10-23 23:00:00,7.6,7.6,1023,82,0.45,225,10,Clear,clear sky,0.0,0
