Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
2023-12-04 00:00:00,-1.11,-6.95,1008,97,6.17,40,100,Snow,light snow,0,0.22
2023-12-04 01:00:00,-1.05,-6.87,1007,95,6.17,40,100,Snow,snow,0,1.99
2023-12-04 02:00:00,-1.21,-5.04,1006,96,3.09,50,100,Snow,light snow,0,0.12
2023-12-04 03:00:00,-1.48,-7.67,1006,96,6.69,40,100,Snow,snow,0,3.1
2023-12-04 04:00:00,-1.61,-8.3,1005,95,7.72,40,100,Snow,snow,0,3.81
2023-12-04 05:00:00,-2.1,-3.86,1005,96,1.34,23,100,Snow,snow,0,1.68
2023-12-04 06:00:00,-2.15,-8.53,1004,95,6.69,50,100,Snow,snow,0,0.97
2023-12-04 07:00:00,-2.47,-5.04,1003,96,1.79,23,100,Snow,snow,0,1.58
2023-12-04 08:00:00,-2.29,-8.95,1003,97,7.2,40,100,Snow,snow,0,1.16
2023-12-04 09:00:00,-2.01,-7.52,1003,96,5.14,30,100,Snow,light snow,0,0.18
2023-12-04 10:00:00,-2.35,-7.94,1003,96,5.14,40,100,Snow,snow,0,1.11
2023-12-04 11:00:00,-2.68,-9.68,1003,95,8.23,30,100,Mist,mist,0,0.0
2023-12-04 12:00:00,-2.74,-9.74,1003,95,8.75,30,100,Mist,mist,0,0.0
2023-12-04 13:00:00,-3.04,-8.47,1004,95,4.63,10,100,Mist,mist,0,0.0
2023-12-04 14:00:00,-2.99,-9.85,1005,93,7.2,10,100,Mist,mist,0,0.0
2023-12-04 15:00:00,-3.07,-9.96,1005,93,7.2,10,100,Mist,mist,0,0.0
2023-12-04 16:00:00,-3.15,-9.54,1006,92,6.17,10,100,Snow,snow,0,0.54
2023-12-04 17:00:00,-3.0,-5.65,1006,94,1.79,338,100,Snow,light snow,0,0.35
2023-12-04 18:00:00,-2.94,-7.99,1007,92,4.12,350,100,Mist,mist,0,0.0
2023-12-04 19:00:00,-2.98,-9.32,1007,91,6.17,360,100,Mist,mist,0,0.0
2023-12-04 20:00:00,-3.1,-9.19,1008,92,5.66,20,100,Mist,mist,0,0.0
2023-12-04 21:00:00,-3.33,-9.17,1009,91,5.14,10,100,Snow,light snow,0,0.17
2023-12-04 22:00:00,-3.65,-8.44,1010,91,3.6,360,100,Snow,light snow,0,0.39
2023-12-04 23:00:00,-3.78,-9.39,1011,92,4.63,360,100,Snow,light snow,0,0.36
