Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number,Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
landed,YUL,C73,FLL,2024-04-02 08:00:00,2024-04-02 09:00:00,28.0,Air Canada,AC1002,2024-04-02 08:00:00,-2.09,-5.57,1020,93,2.57,10,0,Mist,mist,0.0,0.0
scheduled,YUL,C84,FLL,2024-04-02 14:00:00,2024-04-02 17:00:00,125.0,Flair Airlines,F81100,2024-04-02 14:00:00,0.61,-0.8,1021,92,1.34,45,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C82,FLL,2024-04-02 07:00:00,2024-04-02 08:00:00,33.0,Air Canada Rouge,RV1600,2024-04-02 07:00:00,-1.5,-4.56,1020,91,2.29,47,60,Clouds,broken clouds,0.0,0.0
landed,YUL,C75,FLL,2024-04-02 16:00:00,2024-04-02 16:00:00,20.0,Air Canada Rouge,RV1606,2024-04-02 16:00:00,4.6,0.53,1020,77,5.66,50,40,Clouds,scattered clouds,0.0,0.0
landed,YUL,C76,FLL,2024-04-02 15:00:00,2024-04-02 16:00:00,25.0,Air Canada Rouge,RV1608,2024-04-02 15:00:00,2.75,-1.8,1021,84,5.66,360,40,Clouds,scattered clouds,0.0,0.0
landed,YUL,C77,FLL,2024-04-02 06:00:00,2024-04-02 06:00:00,27.0,Air Transat,TS844,2024-04-02 06:00:00,-0.15,-0.15,1020,89,0.45,0,83,Clouds,broken clouds,0.0,0.0
landed,YUL,C85,FLL,2024-04-02 16:00:00,2024-04-02 16:00:00,14.0,Air Transat,TS846,2024-04-02 16:00:00,4.6,0.53,1020,77,5.66,50,40,Clouds,scattered clouds,0.0,0.0
landed,YUL,A68,FRA,2024-04-02 18:00:00,2024-04-02 18:00:00,8.0,Air Canada,AC844,2024-04-02 18:00:00,9.51,8.43,1018,48,2.24,45,78,Clouds,broken clouds,0.0,0.0
landed,YUL,A59,FRA,2024-04-02 18:00:00,2024-04-02 18:00:00,16.0,Lufthansa,LH479,2024-04-02 18:00:00,9.51,8.43,1018,48,2.24,45,78,Clouds,broken clouds,0.0,0.0
landed,YUL,A56,GRU,2024-04-02 21:00:00,2024-04-02 21:00:00,18.0,Air Canada,AC96,2024-04-02 21:00:00,10.56,8.79,1015,43,1.79,68,42,Clouds,scattered clouds,0.0,0.0
landed,YUL,A57,GVA,2024-04-02 20:00:00,2024-04-02 20:00:00,19.0,Air Canada,AC884,2024-04-02 20:00:00,10.56,8.77,1016,42,2.68,23,58,Clouds,broken clouds,0.0,0.0
active,YUL,A67,HOG,2024-04-02 09:00:00,2024-04-02 09:00:00,14.0,Air Canada Rouge,RV1762,2024-04-02 09:00:00,-2.58,-6.16,1020,94,2.57,20,0,Mist,mist,0.0,0.0
landed,YUL,A60,HOG,2024-04-02 15:00:00,2024-04-02 15:00:00,16.0,Air Transat,TS358,2024-04-02 15:00:00,2.75,-1.8,1021,84,5.66,360,40,Clouds,scattered clouds,0.0,0.0
scheduled,YUL,A64,HOG,2024-04-02 07:00:00,2024-04-02 09:00:00,152.0,Sunwing,WG6244,2024-04-02 07:00:00,-1.5,-4.56,1020,91,2.29,47,60,Clouds,broken clouds,0.0,0.0
scheduled,YUL,C89,IAD,2024-04-02 18:00:00,2024-04-02 19:00:00,66.0,Air Canada,AC8725,2024-04-02 18:00:00,9.51,8.43,1018,48,2.24,45,78,Clouds,broken clouds,0.0,0.0
landed,YUL,,IAD,2024-04-02 13:00:00,2024-04-02 13:00:00,8.0,Flexjet,LXJ448,2024-04-02 13:00:00,-0.85,-5.75,1021,95,4.63,50,100,Mist,mist,0.0,0.0
landed,YUL,C80,IAD,2024-04-02 13:00:00,2024-04-02 14:00:00,8.0,United Airlines,UA3414,2024-04-02 13:00:00,-0.85,-5.75,1021,95,4.63,50,100,Mist,mist,0.0,0.0
landed,YUL,C80,IAD,2024-04-02 09:00:00,2024-04-02 09:00:00,10.0,United Airlines,UA3590,2024-04-02 09:00:00,-2.58,-6.16,1020,94,2.57,20,0,Mist,mist,0.0,0.0
landed,YUL,C75,IAH,2024-04-02 09:00:00,2024-04-02 10:00:00,11.0,Air Canada,AC581,2024-04-02 09:00:00,-2.58,-6.16,1020,94,2.57,20,0,Mist,mist,0.0,0.0
scheduled,YUL,C85,JFK,2024-04-02 19:00:00,,76.0,Air Canada,AC8898,2024-04-02 19:00:00,10.3,8.53,1017,44,2.24,23,100,Clouds,overcast clouds,0.0,0.0
diverted,YUL,A60,JFK,2024-04-02 19:00:00,2024-04-02 21:00:00,134.0,Air Canada,AC898,2024-04-02 19:00:00,10.3,8.53,1017,44,2.24,23,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C86,JFK,2024-04-02 18:00:00,2024-04-02 19:00:00,81.0,Delta Air Lines,DL5151,2024-04-02 18:00:00,9.51,8.43,1018,48,2.24,45,78,Clouds,broken clouds,0.0,0.0
scheduled,YUL,,JFK,2024-03-13 18:00:00,,21.0,Jazz,QK898,2024-03-13 18:00:00,4.11,2.57,1013,69,1.79,90,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,C79,LAS,2024-03-13 08:00:00,2024-03-13 08:00:00,44.0,Air Canada Rouge,RV1707,2024-03-13 08:00:00,-1.75,-3.87,1013,81,1.57,84,63,Clouds,broken clouds,0.0,0.0
landed,YUL,C56,LAX,2024-03-13 17:00:00,2024-03-13 18:00:00,35.0,Air Canada,AC781,2024-03-13 17:00:00,3.21,2.14,1014,71,1.34,68,99,Clouds,overcast clouds,0.0,0.0
active,YUL,,LGA,2024-03-13 18:00:00,,5.0,empty,,2024-03-13 18:00:00,4.11,2.57,1013,69,1.79,90,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,C83,LGA,2024-03-13 07:00:00,2024-03-13 07:00:00,24.0,American Airlines,AA4469,2024-03-13 07:00:00,-1.2,-1.2,1013,79,0.45,90,51,Clouds,broken clouds,0.0,0.0
landed,YUL,C79,LGA,2024-03-13 10:00:00,2024-03-13 11:00:00,8.0,American Airlines,AA4550,2024-03-13 10:00:00,-2.34,-4.39,1014,85,1.48,88,69,Clouds,broken clouds,0.0,0.0
landed,YUL,C79,LGA,2024-03-13 17:00:00,2024-03-13 17:00:00,2.0,American Airlines,AA4772,2024-03-13 17:00:00,3.21,2.14,1014,71,1.34,68,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,,LGA,2024-03-13 13:00:00,2024-03-13 13:00:00,12.0,Air Canada,AC638,2024-03-13 13:00:00,0.19,0.19,1014,81,0.89,45,97,Clouds,overcast clouds,0.0,0.0
landed,YUL,,LGA,2024-03-13 15:00:00,2024-03-13 15:00:00,19.0,Air Canada,AC640,2024-03-13 15:00:00,1.8,1.8,1014,74,0.89,45,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,,LGA,2024-03-13 17:00:00,2024-03-13 17:00:00,23.0,Air Canada,AC642,2024-03-13 17:00:00,3.21,2.14,1014,71,1.34,68,99,Clouds,overcast clouds,0.0,0.0
active,YUL,,LGA,2024-03-13 18:00:00,2024-03-13 18:00:00,5.0,Air Canada,AC644,2024-03-13 18:00:00,4.11,2.57,1013,69,1.79,90,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,,LGA,2024-03-13 20:00:00,2024-03-13 20:00:00,9.0,Air Canada,AC646,2024-03-13 20:00:00,5.82,4.1,1012,65,2.24,45,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,C86,LGA,2024-03-13 08:00:00,2024-03-13 08:00:00,50.0,Air Canada,AC8634,2024-03-13 08:00:00,-1.75,-3.87,1013,81,1.57,84,63,Clouds,broken clouds,0.0,0.0
active,YUL,C77,LGA,2024-03-13 13:00:00,,12.0,Air Canada,AC8638,2024-03-13 13:00:00,0.19,0.19,1014,81,0.89,45,97,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,C73,LGA,2024-03-13 15:00:00,,10.0,Air Canada,AC8640,2024-03-13 15:00:00,1.8,1.8,1014,74,0.89,45,99,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,C87,LGA,2024-03-13 17:00:00,,21.0,Air Canada,AC8642,2024-03-13 17:00:00,3.21,2.14,1014,71,1.34,68,99,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,C88,LGA,2024-03-13 18:00:00,,21.0,Air Canada,AC8644,2024-03-13 18:00:00,4.11,2.57,1013,69,1.79,90,99,Clouds,overcast clouds,0.0,0.0
active,YUL,C75,LGA,2024-03-13 20:00:00,,10.0,Air Canada,AC8646,2024-03-13 20:00:00,5.82,4.1,1012,65,2.24,45,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,C86,LGA,2024-03-13 06:00:00,2024-03-13 06:00:00,12.0,Delta Air Lines,DL5426,2024-03-13 06:00:00,-0.35,-0.35,1013,75,0.45,90,24,Clouds,few clouds,0.0,0.0
landed,YUL,C84,LGA,2024-03-13 16:00:00,2024-03-13 16:00:00,13.0,Delta Air Lines,DL5431,2024-03-13 16:00:00,2.73,1.6,1014,72,1.34,45,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,C86,LGA,2024-03-13 10:00:00,2024-03-13 10:00:00,3.0,Delta Air Lines,DL5434,2024-03-13 10:00:00,-2.34,-4.39,1014,85,1.48,88,69,Clouds,broken clouds,0.0,0.0
active,YUL,,LGA,2024-03-13 13:00:00,,21.0,Jazz,QK638,2024-03-13 13:00:00,0.19,0.19,1014,81,0.89,45,97,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,,LGA,2024-03-13 15:00:00,,21.0,Jazz,QK640,2024-03-13 15:00:00,1.8,1.8,1014,74,0.89,45,99,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,,LGA,2024-03-13 17:00:00,,21.0,Jazz,QK642,2024-03-13 17:00:00,3.21,2.14,1014,71,1.34,68,99,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,,LGA,2024-03-13 18:00:00,,21.0,Jazz,QK644,2024-03-13 18:00:00,4.11,2.57,1013,69,1.79,90,99,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,,LGA,2024-03-13 20:00:00,,,Jazz,QK646,2024-03-13 20:00:00,5.82,4.1,1012,65,2.24,45,99,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,A61,LHR,2024-03-13 20:00:00,2024-03-13 21:00:00,87.0,Air Canada,AC864,2024-03-13 20:00:00,5.82,4.1,1012,65,2.24,45,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,A59,LHR,2024-03-13 21:00:00,2024-03-13 22:00:00,38.0,British Airways,BA94,2024-03-13 21:00:00,5.91,4.65,1012,66,1.79,68,100,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,A52,LIR,2024-03-13 08:00:00,2024-03-13 13:00:00,286.0,Air Canada,AC1331,2024-03-13 08:00:00,-1.75,-3.87,1013,81,1.57,84,63,Clouds,broken clouds,0.0,0.0
landed,YUL,A68,LIS,2024-03-13 22:00:00,2024-03-13 23:00:00,18.0,TAP Air Portugal,TP254,2024-03-13 22:00:00,5.01,4.18,1012,69,1.34,68,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,A66,LIS,2024-03-13 20:00:00,2024-03-13 20:00:00,14.0,Air Transat,TS680,2024-03-13 20:00:00,5.82,4.1,1012,65,2.24,45,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,A51,LYS,2024-03-13 21:00:00,2024-03-13 22:00:00,36.0,Air Canada,AC876,2024-03-13 21:00:00,5.91,4.65,1012,66,1.79,68,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A56,MBJ,2024-03-13 08:00:00,2024-03-13 08:00:00,38.0,Air Canada,AC922,2024-03-13 08:00:00,-1.75,-3.87,1013,81,1.57,84,63,Clouds,broken clouds,0.0,0.0
landed,YUL,A66,MBJ,2024-03-13 07:00:00,2024-03-13 07:00:00,10.0,Air Transat,TS484,2024-03-13 07:00:00,-1.2,-1.2,1013,79,0.45,90,51,Clouds,broken clouds,0.0,0.0
landed,YUL,A61,MBJ,2024-03-13 10:00:00,2024-03-13 10:00:00,29.0,Sunwing,WG7392,2024-03-13 10:00:00,-2.34,-4.39,1014,85,1.48,88,69,Clouds,broken clouds,0.0,0.0
landed,YUL,C81,MCO,2024-03-13 08:00:00,,10.0,Air Canada,AC1634,2024-03-13 08:00:00,-1.75,-3.87,1013,81,1.57,84,63,Clouds,broken clouds,0.0,0.0
landed,YUL,C84,MCO,2024-03-13 08:00:00,2024-03-13 09:00:00,49.0,Air Canada Rouge,RV1634,2024-03-13 08:00:00,-1.75,-3.87,1013,81,1.57,84,63,Clouds,broken clouds,0.0,0.0
landed,YUL,C75,MCO,2024-03-13 13:00:00,2024-03-13 13:00:00,13.0,Air Canada Rouge,RV1636,2024-03-13 13:00:00,0.19,0.19,1014,81,0.89,45,97,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,C77,MCO,2024-03-13 18:00:00,2024-03-13 21:00:00,142.0,Air Canada Rouge,RV1638,2024-03-13 18:00:00,4.11,2.57,1013,69,1.79,90,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,C74,MCO,2024-03-13 06:00:00,2024-03-13 06:00:00,20.0,Air Transat,TS820,2024-03-13 06:00:00,-0.35,-0.35,1013,75,0.45,90,24,Clouds,few clouds,0.0,0.0
landed,YUL,A51,MEX,2024-03-13 18:00:00,2024-03-13 19:00:00,11.0,Air Canada,AC995,2024-03-13 18:00:00,4.11,2.57,1013,69,1.79,90,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,A67,MEX,2024-03-13 23:00:00,2024-03-13 23:00:00,18.0,Aeromexico,AM637,2024-03-13 23:00:00,3.87,1.81,1013,73,2.24,23,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,A59,MEX,2024-03-13 10:00:00,2024-03-13 10:00:00,11.0,Aeromexico,AM681,2024-03-13 10:00:00,-2.34,-4.39,1014,85,1.48,88,69,Clouds,broken clouds,0.0,0.0
landed,YUL,C81,MIA,2024-03-13 07:00:00,2024-03-13 07:00:00,58.0,American Airlines,AA1516,2024-03-13 07:00:00,-1.2,-1.2,1013,79,0.45,90,51,Clouds,broken clouds,0.0,0.0
landed,YUL,C77,MIA,2024-03-13 08:00:00,2024-03-13 08:00:00,30.0,Air Canada,AC1206,2024-03-13 08:00:00,-1.75,-3.87,1013,81,1.57,84,63,Clouds,broken clouds,0.0,0.0
landed,YUL,C77,MIA,2024-03-13 18:00:00,2024-03-13 18:00:00,10.0,Air Canada,AC1208,2024-03-13 18:00:00,4.11,2.57,1013,69,1.79,90,99,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,,MKE,2024-03-13 06:00:00,,,Skyservice Business Aviation,,2024-03-13 06:00:00,-0.35,-0.35,1013,75,0.45,90,24,Clouds,few clouds,0.0,0.0
scheduled,YUL,,MSP,2024-03-13 17:00:00,,9.0,Air Canada,AC851,2024-03-13 17:00:00,3.21,2.14,1014,71,1.34,68,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,C85,MSP,2024-03-13 17:00:00,2024-03-13 17:00:00,10.0,Air Canada,AC8851,2024-03-13 17:00:00,3.21,2.14,1014,71,1.34,68,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,C88,MSP,2024-03-13 06:00:00,2024-03-13 06:00:00,23.0,Delta Air Lines,DL4923,2024-03-13 06:00:00,-0.35,-0.35,1013,75,0.45,90,24,Clouds,few clouds,0.0,0.0
scheduled,YUL,,MSP,2024-03-13 17:00:00,,21.0,Jazz,QK851,2024-03-13 17:00:00,3.21,2.14,1014,71,1.34,68,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,A59,MUC,2024-03-13 21:00:00,2024-03-13 21:00:00,25.0,Lufthansa,LH475,2024-03-13 21:00:00,5.91,4.65,1012,66,1.79,68,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A63,MXP,2024-03-13 20:00:00,2024-03-13 21:00:00,25.0,Air Canada,AC894,2024-03-13 20:00:00,5.82,4.1,1012,65,2.24,45,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,C88,JFK,2024-03-03 17:00:00,2024-03-03 18:00:00,19.0,Delta Air Lines,DL5151,2024-03-03 17:00:00,4.96,1.74,1026,95,4.12,10,100,Clouds,overcast clouds,0.0,0.0
unknown,YUL,,JFK,2024-03-03 18:00:00,,,Jazz,QK898,2024-03-03 18:00:00,5.55,3.1,1025,94,3.09,320,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C85,LAS,2024-03-03 08:00:00,2024-03-03 09:00:00,67.0,Air Canada Rouge,RV1707,2024-03-03 08:00:00,1.31,-2.0,1022,97,3.09,20,100,Drizzle,light intensity drizzle,0.0,0.0
landed,YUL,C56,LAX,2024-03-03 17:00:00,2024-03-03 18:00:00,44.0,Air Canada,AC781,2024-03-03 17:00:00,4.96,1.74,1026,95,4.12,10,100,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,,LGA,2024-03-03 20:00:00,,,empty,,2024-03-03 20:00:00,5.82,4.74,1026,95,1.62,24,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C83,LGA,2024-03-03 07:00:00,2024-03-03 07:00:00,22.0,American Airlines,AA4469,2024-03-03 07:00:00,1.46,-2.21,1023,97,3.6,20,100,Drizzle,light intensity drizzle,0.0,0.19
landed,YUL,C81,LGA,2024-03-03 10:00:00,2024-03-03 10:00:00,12.0,American Airlines,AA4550,2024-03-03 10:00:00,1.37,-1.93,1024,98,3.09,340,100,Fog,fog,0.0,0.0
landed,YUL,C83,LGA,2024-03-03 17:00:00,2024-03-03 17:00:00,13.0,American Airlines,AA4772,2024-03-03 17:00:00,4.96,1.74,1026,95,4.12,10,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,,LGA,2024-03-03 18:00:00,2024-03-03 19:00:00,27.0,Air Canada,AC644,2024-03-03 18:00:00,5.55,3.1,1025,94,3.09,320,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,,LGA,2024-03-03 20:00:00,2024-03-03 20:00:00,34.0,Air Canada,AC646,2024-03-03 20:00:00,5.82,4.74,1026,95,1.62,24,100,Clouds,overcast clouds,0.0,0.0
cancelled,YUL,C73,LGA,2024-03-03 08:00:00,,21.0,Air Canada,AC8634,2024-03-03 08:00:00,1.31,-2.0,1022,97,3.09,20,100,Drizzle,light intensity drizzle,0.0,0.0
landed,YUL,C77,LGA,2024-03-03 13:00:00,2024-03-03 13:00:00,18.0,Air Canada,AC8638,2024-03-03 13:00:00,1.87,-0.87,1025,97,2.57,360,100,Mist,mist,0.0,0.0
landed,YUL,C80,LGA,2024-03-03 15:00:00,2024-03-03 15:00:00,23.0,Air Canada,AC8640,2024-03-03 15:00:00,3.23,-0.68,1025,98,4.63,20,100,Mist,mist,0.0,0.0
landed,YUL,C79,LGA,2024-03-03 17:00:00,2024-03-03 17:00:00,18.0,Air Canada,AC8642,2024-03-03 17:00:00,4.96,1.74,1026,95,4.12,10,100,Clouds,overcast clouds,0.0,0.0
active,YUL,C85,LGA,2024-03-03 18:00:00,,27.0,Air Canada,AC8644,2024-03-03 18:00:00,5.55,3.1,1025,94,3.09,320,100,Clouds,overcast clouds,0.0,0.0
active,YUL,C84,LGA,2024-03-03 20:00:00,,21.0,Air Canada,AC8646,2024-03-03 20:00:00,5.82,4.74,1026,95,1.62,24,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C84,LGA,2024-03-03 10:00:00,2024-03-03 10:00:00,12.0,Delta Air Lines,DL4932,2024-03-03 10:00:00,1.37,-1.93,1024,98,3.09,340,100,Fog,fog,0.0,0.0
landed,YUL,C87,LGA,2024-03-03 18:00:00,2024-03-03 18:00:00,20.0,Delta Air Lines,DL5014,2024-03-03 18:00:00,5.55,3.1,1025,94,3.09,320,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C86,LGA,2024-03-03 06:00:00,2024-03-03 06:00:00,16.0,Delta Air Lines,DL5139,2024-03-03 06:00:00,1.43,-0.18,1024,98,1.54,360,100,Mist,mist,0.0,0.0
scheduled,YUL,,LGA,2024-03-03 18:00:00,,,Jazz,QK644,2024-03-03 18:00:00,5.55,3.1,1025,94,3.09,320,100,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,,LGA,2024-03-03 20:00:00,,,Jazz,QK646,2024-03-03 20:00:00,5.82,4.74,1026,95,1.62,24,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A66,LGW,2024-03-03 21:00:00,2024-03-03 21:00:00,50.0,Air Transat,TS728,2024-03-03 21:00:00,5.82,4.66,1026,95,1.68,22,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,A58,LHR,2024-03-03 19:00:00,2024-03-03 19:00:00,34.0,Air Canada,AC864,2024-03-03 19:00:00,5.82,4.97,1026,95,1.43,9,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A60,LHR,2024-03-03 20:00:00,2024-03-03 21:00:00,20.0,British Airways,BA94,2024-03-03 20:00:00,5.82,4.74,1026,95,1.62,24,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A64,LIR,2024-03-03 11:00:00,2024-03-03 11:00:00,39.0,Air Transat,TS600,2024-03-03 11:00:00,1.56,-2.09,1024,98,3.6,360,100,Mist,mist,0.0,0.0
landed,YUL,A60,LIS,2024-03-03 21:00:00,2024-03-03 23:00:00,82.0,TAP Air Portugal,TP254,2024-03-03 21:00:00,5.82,4.66,1026,95,1.68,22,99,Clouds,overcast clouds,0.0,0.0
landed,YUL,A65,LIS,2024-03-03 20:00:00,2024-03-03 20:00:00,15.0,Air Transat,TS680,2024-03-03 20:00:00,5.82,4.74,1026,95,1.62,24,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A52,LRM,2024-03-03 09:00:00,2024-03-03 09:00:00,17.0,Air Canada Rouge,RV1756,2024-03-03 09:00:00,1.29,1.29,1024,97,0.45,338,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A68,MBJ,2024-03-03 08:00:00,2024-03-03 09:00:00,46.0,Air Canada,AC922,2024-03-03 08:00:00,1.31,-2.0,1022,97,3.09,20,100,Drizzle,light intensity drizzle,0.0,0.0
landed,YUL,A68,MBJ,2024-03-03 06:00:00,2024-03-03 07:00:00,21.0,Air Transat,TS2484,2024-03-03 06:00:00,1.43,-0.18,1024,98,1.54,360,100,Mist,mist,0.0,0.0
landed,YUL,A61,MBJ,2024-03-03 09:00:00,2024-03-03 09:00:00,24.0,Sunwing,WG792,2024-03-03 09:00:00,1.29,1.29,1024,97,0.45,338,100,Clouds,overcast clouds,0.0,0.0
cancelled,YUL,,MCO,2024-03-03 08:00:00,,10.0,empty,,2024-03-03 08:00:00,1.31,-2.0,1022,97,3.09,20,100,Drizzle,light intensity drizzle,0.0,0.0
landed,YUL,C75,MCO,2024-03-03 09:00:00,2024-03-03 09:00:00,21.0,Air Canada Rouge,RV1634,2024-03-03 09:00:00,1.29,1.29,1024,97,0.45,338,100,Clouds,overcast clouds,0.0,0.0
diverted,YUL,C75,MCO,2024-03-03 13:00:00,2024-03-03 13:00:00,5.0,Air Canada Rouge,RV1636,2024-03-03 13:00:00,1.87,-0.87,1025,97,2.57,360,100,Mist,mist,0.0,0.0
landed,YUL,C83,MCO,2024-03-03 18:00:00,2024-03-03 19:00:00,39.0,Air Canada Rouge,RV1638,2024-03-03 18:00:00,5.55,3.1,1025,94,3.09,320,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C58,MCO,2024-03-03 06:00:00,2024-03-03 06:00:00,9.0,Air Transat,TS820,2024-03-03 06:00:00,1.43,-0.18,1024,98,1.54,360,100,Mist,mist,0.0,0.0
scheduled,YUL,,MCO,2024-03-03 08:00:00,,,Lynx Air,Y9661,2024-03-03 08:00:00,1.31,-2.0,1022,97,3.09,20,100,Drizzle,light intensity drizzle,0.0,0.0
cancelled,YUL,A58,MEX,2024-03-03 18:00:00,,,Air Canada,AC995,2024-03-03 18:00:00,5.55,3.1,1025,94,3.09,320,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A61,MEX,2024-03-03 23:00:00,2024-03-03 23:00:00,44.0,Aeromexico,AM637,2024-03-03 23:00:00,5.18,3.73,1027,95,1.86,24,97,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,A59,MEX,2024-03-03 09:00:00,2024-03-03 11:00:00,159.0,Aeromexico,AM681,2024-03-03 09:00:00,1.29,1.29,1024,97,0.45,338,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C81,MIA,2024-03-03 07:00:00,2024-03-03 07:00:00,7.0,American Airlines,AA1516,2024-03-03 07:00:00,1.46,-2.21,1023,97,3.6,20,100,Drizzle,light intensity drizzle,0.0,0.19
landed,YUL,C84,MIA,2024-03-03 08:00:00,2024-03-03 09:00:00,39.0,Air Canada,AC1206,2024-03-03 08:00:00,1.31,-2.0,1022,97,3.09,20,100,Drizzle,light intensity drizzle,0.0,0.0
landed,YUL,C77,MIA,2024-03-03 18:00:00,2024-03-03 19:00:00,24.0,Air Canada,AC1208,2024-03-03 18:00:00,5.55,3.1,1025,94,3.09,320,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,,MIA,2024-03-03 10:00:00,2024-03-03 13:00:00,173.0,Air Canada,AC2128,2024-03-03 10:00:00,1.37,-1.93,1024,98,3.09,340,100,Fog,fog,0.0,0.0
landed,YUL,C84,MIA,2024-03-03 16:00:00,2024-03-03 16:00:00,14.0,Air Transat,TS120,2024-03-03 16:00:00,4.08,0.66,1025,97,4.12,20,100,Mist,mist,0.0,0.0
landed,YUL,,MMU,2024-03-03 13:00:00,2024-03-03 13:00:00,18.0,Airsprint,,2024-03-03 13:00:00,1.87,-0.87,1025,97,2.57,360,100,Mist,mist,0.0,0.0
landed,YUL,A61,MRS,2024-03-03 20:00:00,2024-03-03 20:00:00,14.0,Air Transat,TS434,2024-03-03 20:00:00,5.82,4.74,1026,95,1.62,24,100,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,C74,MSP,2024-03-03 17:00:00,2024-03-03 18:00:00,73.0,Air Canada,AC8851,2024-03-03 17:00:00,4.96,1.74,1026,95,4.12,10,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C87,MSP,2024-03-03 07:00:00,2024-03-03 07:00:00,10.0,Delta Air Lines,DL4807,2024-03-03 07:00:00,1.46,-2.21,1023,97,3.6,20,100,Drizzle,light intensity drizzle,0.0,0.19
landed,YUL,,LGA,2024-01-26 20:00:00,2024-01-26 20:00:00,17.0,Air Canada,AC646,2024-01-26 20:00:00,-0.61,-7.21,1018,95,8.23,20,100,Snow,snow,0.0,1.72
cancelled,YUL,C82,LGA,2024-01-26 08:00:00,,10.0,Air Canada,AC8634,2024-01-26 08:00:00,-1.14,-1.14,1023,89,0.45,45,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C80,LGA,2024-01-26 13:00:00,2024-01-26 14:00:00,54.0,Air Canada,AC8638,2024-01-26 13:00:00,-0.96,-7.01,1020,94,6.69,30,100,Mist,mist,0.0,0.0
landed,YUL,C75,LGA,2024-01-26 15:00:00,2024-01-26 15:00:00,35.0,Air Canada,AC8640,2024-01-26 15:00:00,-0.68,-6.88,1019,95,7.2,40,100,Mist,mist,0.0,0.0
landed,YUL,C83,LGA,2024-01-26 17:00:00,2024-01-26 17:00:00,21.0,Air Canada,AC8642,2024-01-26 17:00:00,-0.21,-4.62,1018,95,4.12,30,100,Snow,snow,0.0,3.65
scheduled,YUL,C74,LGA,2024-01-26 18:00:00,,21.0,Air Canada,AC8644,2024-01-26 18:00:00,-0.3,-6.16,1018,95,6.69,40,100,Snow,light rain and snow,0.0,0.51
